seed,step,epsilon,sigma,cutoff_nm,stable,violations,loss,density_kg_m3,hvap_kj_mol,diffusion_cm2_s,energy_drift,temp_rmsd_k,cost_usd,gpu_hours,latency_hours,best_so_far,cumulative_cost
5,10,4.7,0.362,1.05,True,,0.09380381448129815,1442.0777876762738,,2.983428794137241e-07,0.01934022590627691,,0.176537,0.02942291451825036,0.02942291451825036,0.03601466758257156,1.43
5,11,4.45,0.3625,1.05,True,,0.04736534827852558,1223.4577393199907,,3.349714349816998e-06,0.0046226601744451335,,0.176033,0.029338845014572144,0.029338845014572144,0.03601466758257156,1.61
5,12,4.5,0.362,1.1,True,,0.025634599532780276,1237.548739706433,,3.0985499884074094e-06,0.007180815888789988,,0.176776,0.029462589422861736,0.029462589422861736,0.025634599532780276,1.78
5,13,4.5,0.362,1.15,True,,0.016451745687867038,1276.9878791534993,,2.1280067267383762e-06,0.02184079212690841,,0.17857,0.029761588838365344,0.029761588838365344,0.016451745687867038,1.96
5,14,4.5,0.362,1.19,True,,0.007149408043122613,1268.2613198964139,,1.849359629848006e-06,0.003184982920140564,,0.180332,0.030055294434229534,0.030055294434229534,0.007149408043122613,2.14
5,15,4.5,0.364,1.2,False,min_image,,,,,,,0.009064,0.0015107391940222847,0.0015107391940222847,0.007149408043122613,2.15
5,16,4.5,0.366,1.19,True,,0.0036072779099973386,1251.384540351021,,2.345286454900091e-06,0.013689664491927826,,0.179207,0.029867887563175627,0.029867887563175627,0.0036072779099973386,2.33
5,17,4.5,0.369,1.19,True,,0.0036519148930286615,1255.8718803900276,,1.609859209456666e-06,0.018148214146128824,,0.17922,0.029870015051629808,0.029870015051629808,0.0036072779099973386,2.51
5,18,4.5,0.3675,1.19,True,,0.009355573299345065,1237.637968972016,,2.898950051786852e-06,0.010402692367860346,,0.178847,0.02980778223938412,0.02980778223938412,0.0036072779099973386,2.69
5,19,4.55,0.3665,1.19,True,,0.017372709347189312,1281.9048033622182,,1.7279862662943462e-06,0.030159520175140665,,0.178592,0.029765271147092185,0.029765271147092185,0.0036072779099973386,2.87
5,20,4.48,0.367,1.19,True,,0.011567696450360907,1238.3659487343396,,2.2218823551251164e-06,0.005046675682426314,,0.177383,0.029563785526487564,0.029563785526487564,0.0036072779099973386,3.04
6,1,4.5,0.32,1.05,True,,0.1929151460804327,1626.4205817578757,,3.6578985962666804e-06,0.01805893417944251,,0.180654,0.03010897715886434,0.03010897715886434,0.1929151460804327,0.18
6,2,6.5,0.332,1.05,False,min_image,,,,,,,0.004857,0.0008094839255015056,0.0008094839255015056,0.1929151460804327,0.19
6,3,5.5,0.345,0.95,True,,0.3958323531112066,1899.964013482784,,3.1209690177574367e-07,0.01684660704896479,,0.175368,0.029227943354182773,0.029227943354182773,0.1929151460804327,0.36
6,4,4.2,0.335,1.1,True,,0.144253717961509,1441.7045853710706,,3.125756573041277e-06,0.004148334754619147,,0.175075,0.02917918304602305,0.02917918304602305,0.144253717961509,0.54
6,5,4.3,0.345,1.15,True,,0.09550462100998053,1380.4357173979258,,2.678778420715514e-06,0.018243205971383784,,0.17037,0.02839498890770806,0.02839498890770806,0.09550462100998053,0.71
6,6,4.8,0.36,1.2,False,min_image,,,,,,,0.003795,0.0006325761477152507,0.0006325761477152507,0.09550462100998053,0.71
6,7,5.2,0.362,1.15,False,min_image,,,,,,,0.006406,0.0010675869385401407,0.0010675869385401407,0.09550462100998053,0.72
6,8,4.55,0.353,1.15,True,,0.10333070991344714,1497.9331945341596,,5.460745154293572e-07,0.0032812878100380127,,0.168048,0.028007987472746108,0.028007987472746108,0.09550462100998053,0.88
6,9,4.4,0.3485,1.16,True,,0.09932989767714476,1437.7748312498054,,2.056333083794351e-06,0.00358297827616068,,0.184266,0.03071093671851688,0.03071093671851688,0.09550462100998053,1.07
6,10,4.1,0.346,1.16,True,,0.10386342617466181,1334.3436306087838,,5.018365121512603e-06,0.0045885448485294845,,0.182194,0.03036572754383087,0.03036572754383087,0.09550462100998053,1.25
6,11,4.35,0.347,1.18,False,min_image,,,,,,,0.005097,0.0008495444721645779,0.0008495444721645779,0.09550462100998053,1.26
6,12,4.3,0.342,1.16,True,,0.10647960836859499,1401.9251588476973,,2.767225805077752e-06,0.0072043608659386185,,0.178684,0.029780603647232055,0.029780603647232055,0.09550462100998053,1.43
6,13,4.32,0.3475,1.15,True,,0.09515882204101161,1389.1907970846826,,2.4018795759697845e-06,0.00441119719841724,,0.177277,0.02954609672228495,0.02954609672228495,0.09515882204101161,1.61
6,14,4.3,0.352,1.15,True,,0.07625235607487083,1341.1774303908192,,3.293508541545075e-06,0.008944119551332088,,0.177455,0.02957590719064077,0.02957590719064077,0.07625235607487083,1.79
6,15,4.3,0.358,1.15,True,,0.04951400616380901,1283.8609500802636,,2.8281522755763908e-06,0.026634149561414872,,0.176571,0.029428531991110906,0.029428531991110906,0.04951400616380901,1.97
6,16,4.3,0.366,1.15,True,,0.05721350110237588,1207.3763715876887,,2.868114253727512e-06,0.016059349932391786,,0.176796,0.029465966092215645,0.029465966092215645,0.04951400616380901,2.14
6,17,4.3,0.3615,1.15,True,,0.049229502572452,1232.664553188208,,3.4787882929850184e-06,0.0013720903315036252,,0.177633,0.02960544142458174,0.02960544142458174,0.049229502572452,2.32
6,18,4.15,0.3605,1.15,True,,0.07236713598324711,1225.6365597667332,,3.432611747751875e-06,0.002723199796589489,,0.177693,0.02961549162864685,0.02961549162864685,0.049229502572452,2.5
6,19,4.4,0.36,1.15,True,,0.041429863282425344,1309.054240691731,,1.746409009524985e-06,0.0008665790516347924,,0.177359,0.029559868375460308,0.029559868375460308,0.041429863282425344,2.68
6,20,4.5,0.361,1.15,True,,0.03762165603031646,1334.0021896833903,,1.6296570249065184e-06,0.006670588601830867,,0.177419,0.0295698391728931,0.0295698391728931,0.03762165603031646,2.85
7,1,5.0,0.34,1.1,False,min_image,,,,,,,0.052393,0.008732153044806587,0.008732153044806587,,0.05
7,2,4.2,0.355,1.0,True,,0.08599306380907931,1245.9087723096181,,4.98659068233936e-06,0.002394821297514083,,0.168043,0.028007244997554356,0.028007244997554356,0.08599306380907931,0.22
7,3,4.8,0.362,1.05,True,,0.11441699306033672,1451.2647640671566,,3.49982034945215e-07,0.008266484472028735,,0.177489,0.029581564135021634,0.029581564135021634,0.08599306380907931,0.4
7,4,4.4,0.342,1.0,True,,0.10894694318660797,1389.089298163943,,3.2681132909564635e-06,0.008949753767745776,,0.1748,0.029133355617523192,0.029133355617523192,0.08599306380907931,0.57
7,5,3.8,0.356,1.0,True,,0.15418864203702903,1202.2927799572187,,6.862451322347087e-06,0.007571719197441223,,0.167671,0.02794515609741211,0.02794515609741211,0.08599306380907931,0.74
7,6,4.5,0.3575,1.05,True,,0.03665620810929579,1279.877599559452,,2.916370037354525e-06,0.015616280707627469,,0.173798,0.02896639883518219,0.02896639883518219,0.03665620810929579,0.91
7,7,4.65,0.3585,1.08,True,,0.07607881188620214,1425.043066781441,,1.0225677341021528e-06,0.018699994390029975,,0.16697,0.027828396360079447,0.027828396360079447,0.03665620810929579,1.08
7,8,4.5,0.354,1.05,True,,0.04962342510332385,1307.893174923099,,3.0158052918809505e-06,0.016943439255908407,,0.181101,0.0301834864086575,0.0301834864086575,0.03665620810929579,1.26
7,9,4.5,0.361,1.05,True,,0.02815464589359991,1263.929685021094,,2.8696640905505936e-06,0.005282789562779312,,0.176126,0.02935432195663452,0.02935432195663452,0.02815464589359991,1.44
7,10,4.5,0.366,1.05,True,,0.04363073929403011,1206.6072754611516,,2.518199617114907e-06,0.007842505682053729,,0.174699,0.029116456906000773,0.029116456906000773,0.02815464589359991,1.61
7,11,4.35,0.362,1.05,True,,0.05948567641438164,1223.604765034916,,2.5330748449200486e-06,0.002126794807430338,,0.174109,0.02901811354690128,0.02901811354690128,0.02815464589359991,1.79
7,12,4.53,0.3625,1.05,True,,0.02181025878693486,1255.9824744388454,,2.178561952427834e-06,0.007040182640210491,,0.175234,0.029205596910582648,0.029205596910582648,0.02181025878693486,1.96
7,13,4.56,0.363,1.05,True,,0.025390160437891315,1281.5064480471167,,1.870252894980477e-06,0.011062337380425202,,0.174395,0.02906590501467387,0.02906590501467387,0.02181025878693486,2.14
7,14,4.52,0.3635,1.05,True,,0.046074290384905625,1339.645866938984,,1.1431485908180132e-06,0.022875001459162634,,0.175644,0.029274077812830607,0.029274077812830607,0.02181025878693486,2.31
7,15,4.545,0.3617,1.05,True,,0.032248692128019764,1299.3928680172555,,2.035055330255319e-06,0.004628992836572077,,0.175389,0.02923145830631256,0.02923145830631256,0.02181025878693486,2.49
7,16,4.545,0.3632,1.05,True,,0.02660782542900602,1288.348949558839,,2.0022105322296054e-06,0.009857563543035268,,0.17596,0.029326586061053806,0.029326586061053806,0.02181025878693486,2.66
7,17,4.535,0.3623,1.05,True,,0.02237207405698139,1253.5226085392235,,2.1546204997281028e-06,0.0190494275258933,,0.17517,0.029195029536883035,0.029195029536883035,0.02181025878693486,2.84
7,18,4.525,0.3626,1.05,True,,0.030791923948003903,1292.7149208189953,,1.5942549815236847e-06,0.008721329431081401,,0.175541,0.02925683385796017,0.02925683385796017,0.02181025878693486,3.01
7,19,4.53,0.3625,1.1,True,,0.039078082317174814,1347.6551920151637,,1.442841537550042e-06,0.010479241238576823,,0.174666,0.029110971689224243,0.029110971689224243,0.02181025878693486,3.19
7,20,4.53,0.3625,1.0,True,,0.04171690008236607,1240.0969532866388,,3.4335773228521005e-06,0.00047640897347929527,,0.155583,0.025930429763264127,0.025930429763264127,0.02181025878693486,3.34
8,1,4.5,0.335,1.1,True,,0.11817360316315599,1476.3728990906084,,2.5389666237115385e-06,0.008000415177795032,,0.184264,0.030710588561164008,0.030710588561164008,0.11817360316315599,0.18
8,2,5.5,0.328,1.1,False,min_image,,,,,,,0.004874,0.0008122550116644965,0.0008122550116644965,0.11817360316315599,0.19
8,3,5.3,0.333,1.0,True,,0.2733349638341599,1745.0246607569013,,1.9688229067615098e-07,0.006084560048061209,,0.179099,0.02984988636440701,0.02984988636440701,0.11817360316315599,0.37
8,4,5.2,0.345,1.15,False,min_image,,,,,,,0.004317,0.0007194875346289741,0.0007194875346289741,0.11817360316315599,0.37
8,5,4.9,0.344,1.05,True,,0.18313982269965123,1619.8260927190495,,3.466380943459725e-07,0.005520962994802458,,0.180593,0.03009878310892317,0.03009878310892317,0.11817360316315599,0.55
8,6,4.1,0.33,1.1,True,,0.17406627549526887,1468.8565536804942,,4.452835062951448e-06,0.0011914370023556426,,0.179208,0.029867944717407228,0.029867944717407228,0.11817360316315599,0.73
8,7,4.7,0.34,1.15,False,min_image,,,,,,,0.006531,0.001088447438346015,0.001088447438346015,0.11817360316315599,0.74
8,8,4.5,0.345,1.1,True,,0.09413074910144426,1439.646924790956,,9.357004485402328e-07,0.014696054682720382,,0.185808,0.030968049433496264,0.030968049433496264,0.09413074910144426,0.92
8,9,4.5,0.356,1.1,True,,0.05514567982476454,1350.3955146634144,,1.7257574089704684e-06,0.017294814976923437,,0.179932,0.02998868187268575,0.02998868187268575,0.05514567982476454,1.1
8,10,4.5,0.37,1.1,True,,0.011186476009365719,1266.2905185707266,,1.7245806611170795e-06,1.7042637535844318e-05,,0.17707,0.029511676629384358,0.029511676629384358,0.011186476009365719,1.28
8,11,4.5,0.378,1.1,True,,0.01891470047295712,1216.1648305365222,,1.8593229833126043e-06,0.004646734932644531,,0.175507,0.029251209696133932,0.029251209696133932,0.011186476009365719,1.46
8,12,4.9,0.376,1.1,True,,0.28064879594088865,1678.8972310194906,,1.702452897543209e-07,0.0007130923614635636,,0.177992,0.029665299389097427,0.029665299389097427,0.011186476009365719,1.64
8,13,4.3,0.3715,1.1,True,,0.0803618943078599,1157.0598447248046,,3.4953306220671953e-06,0.0032691195144914737,,0.177765,0.029627565609084236,0.029627565609084236,0.011186476009365719,1.81
8,14,4.5,0.3715,1.1,True,,0.008138217934506045,1256.7954528764108,,1.6678772791717345e-06,0.013870871938741505,,0.174757,0.029126120805740355,0.029126120805740355,0.008138217934506045,1.99
8,15,4.5,0.3735,1.1,True,,0.03966306622637927,1185.936723276169,,2.620911603934649e-06,0.006605004884272705,,0.177273,0.029545452528529696,0.029545452528529696,0.008138217934506045,2.16
8,16,4.55,0.3705,1.1,True,,0.022808644282786762,1305.935435268438,,8.806749081538719e-07,0.009284036117552547,,0.177646,0.02960761997434828,0.02960761997434828,0.008138217934506045,2.34
8,17,4.5,0.3712,1.1,True,,0.036063235511565386,1197.3224472766722,,2.1283777561503344e-06,7.912506454702857e-05,,0.176599,0.029433235261175368,0.029433235261175368,0.008138217934506045,2.52
8,18,4.48,0.3718,1.1,True,,0.026944066694615135,1223.329871357283,,2.1577224352553502e-06,0.01093675597482058,,0.174106,0.029017730289035374,0.029017730289035374,0.008138217934506045,2.69
8,19,4.5,0.3708,1.1,True,,0.015063279971217463,1242.730562693253,,1.909952370214647e-06,0.020639689670216392,,0.175261,0.029210131963094077,0.029210131963094077,0.008138217934506045,2.87
8,20,4.5,0.3722,1.1,True,,0.009804171069856042,1250.983872861165,,1.770565140559713e-06,0.0032668362329482787,,0.154635,0.025772474739286635,0.025772474739286635,0.008138217934506045,3.02
9,1,4.6,0.335,1.0,True,,0.14387810196233672,1541.0657336115898,,1.4864191385667995e-06,0.01189668708882128,,0.179945,0.029990854991806877,0.029990854991806877,0.14387810196233672,0.18
9,2,5.6,0.33,1.15,False,min_image,,,,,,,0.003227,0.0005378289355172051,0.0005378289355172051,0.14387810196233672,0.18
9,3,5.1,0.33,1.0,True,,0.2762935792568524,1818.9002907622148,,2.1301142218229536e-07,0.019383414054637213,,0.179527,0.029921136101086935,0.029921136101086935,0.14387810196233672,0.36
9,4,4.9,0.343,1.05,True,,0.2094727489743076,1673.4336604538883,,6.802509587949323e-07,0.003186115550116532,,0.17394,0.02899002194404602,0.02899002194404602,0.14387810196233672,0.54
9,5,4.1,0.336,1.0,True,,0.15642401705695985,1402.4490348466054,,5.396193717931825e-06,0.019529356018466417,,0.168236,0.028039403292867873,0.028039403292867873,0.14387810196233672,0.7
9,6,4.4,0.3375,1.0,True,,0.13299707679593992,1445.299620679411,,2.6652404112607308e-06,0.014240036271135554,,0.173309,0.02888482471307119,0.02888482471307119,0.13299707679593992,0.88
9,7,4.3,0.3405,1.0,True,,0.1220637346520284,1385.7270333626095,,3.898858060432591e-06,0.015576449945703324,,0.162397,0.027066184414757624,0.027066184414757624,0.1220637346520284,1.04
9,8,4.2,0.3445,1.0,True,,0.11492637310034469,1336.7395644701019,,4.237197062587416e-06,0.006322826778746872,,0.182545,0.030424131155014036,0.030424131155014036,0.11492637310034469,1.22
9,9,4.1,0.3485,1.0,True,,0.10831099281002222,1293.862731134669,,4.001265552749041e-06,0.0013117882057262422,,0.178513,0.02975210083855523,0.02975210083855523,0.10831099281002222,1.4
9,10,4.0,0.353,1.0,True,,0.11018078536882701,1248.3130125543896,,5.6075183177287486e-06,0.004433342550706013,,0.174732,0.029121934175491332,0.029121934175491332,0.10831099281002222,1.58
9,11,4.05,0.351,1.0,True,,0.10394930598340246,1266.2715386182692,,4.502754511806854e-06,0.004225302302717963,,0.175308,0.02921793864832984,0.02921793864832984,0.10394930598340246,1.75
9,12,4.15,0.355,1.0,True,,0.09200743281839373,1243.2380554309852,,4.365128860187207e-06,0.014587411381119112,,0.172994,0.028832293152809142,0.028832293152809142,0.09200743281839373,1.92
9,13,4.25,0.36,1.0,True,,0.08873769763796835,1214.8065545623176,,4.819925593028765e-06,0.0027875011110272225,,0.173845,0.028974245256847806,0.028974245256847806,0.08873769763796835,2.1
9,14,4.4,0.367,1.0,True,,0.07992252788466318,1180.5658953963052,,4.439514491352423e-06,0.004827387628942618,,0.174938,0.02915631830692291,0.02915631830692291,0.07992252788466318,2.27
9,15,4.6,0.376,1.0,True,,0.05280148789281386,1164.5538267058607,,1.6270604228606865e-06,0.010219697259595612,,0.171695,0.028615761995315552,0.028615761995315552,0.05280148789281386,2.45
9,16,4.85,0.387,1.0,True,,0.08639034746562281,1349.7113836221777,,1.5563025535480876e-07,0.008056035052045841,,0.173192,0.02886525915728675,0.02886525915728675,0.05280148789281386,2.62
9,17,4.72,0.3815,1.0,True,,0.04096232047076631,1171.7734193980198,,1.1490262894574263e-06,0.0026334528574678095,,0.173032,0.028838711712095472,0.028838711712095472,0.04096232047076631,2.79
9,18,4.78,0.3835,1.0,True,,0.06341328729818074,1338.8079367403989,,6.214327202966597e-07,0.0007189182951727131,,0.173039,0.028839852809906006,0.028839852809906006,0.04096232047076631,2.96
9,19,4.68,0.3798,1.0,True,,0.0096847271296562,1247.9688281973206,,1.1037057756838976e-06,0.006540105020316358,,0.168675,0.028112420837084453,0.028112420837084453,0.0096847271296562,3.13
9,20,4.66,0.379,1.0,True,,0.007458416699981809,1241.5658353937126,,1.0657378848928433e-06,0.010875091715602643,,0.170338,0.028389633629057144,0.028389633629057144,0.007458416699981809,3.3
