seed,step,epsilon,sigma,cutoff_nm,stable,violations,loss,density_kg_m3,hvap_kj_mol,diffusion_cm2_s,energy_drift,temp_rmsd_k,cost_usd,gpu_hours,latency_hours,best_so_far,cumulative_cost
10,16,4.53,0.3645,0.95,True,,0.05765178368156529,1223.911672226011,,2.671034385479554e-06,0.021980688357844926,,0.171422,0.028570375574959648,0.028570375574959648,0.04523248395412929,2.49
10,17,4.55,0.3625,0.96,True,,0.05580048351610355,1321.9975100378842,,1.5380082225517112e-06,0.0013214685444217136,,0.172068,0.028677969243791367,0.028677969243791367,0.04523248395412929,2.66
10,18,4.52,0.3635,0.945,True,,0.0493446436909942,1271.3847737257754,,2.033973702687501e-06,0.002898231585425265,,0.166406,0.02773439473576016,0.02773439473576016,0.04523248395412929,2.83
10,19,4.56,0.3628,0.955,True,,0.05934502535815242,1328.1448124059689,,1.412266555924099e-06,0.02828545975087158,,0.161902,0.026983596483866373,0.026983596483866373,0.04523248395412929,2.99
10,20,4.56,0.3633,0.9475,True,,0.07362371474773553,1356.0295751587867,,1.3419480279644108e-06,0.0067216965059471905,,0.147374,0.02456237448586358,0.02456237448586358,0.04523248395412929,3.14
11,1,4.5,0.335,1.1,True,,0.11934810313619577,1478.360832122088,,2.3973287650694397e-06,0.008715411074983703,,0.18116,0.0301933264070087,0.0301933264070087,0.11934810313619577,0.18
11,2,6.0,0.345,1.1,False,min_image,,,,,,,0.004701,0.0007835663689507379,0.0007835663689507379,0.11934810313619577,0.19
11,3,4.5,0.36,1.1,True,,0.023820402393361445,1272.6457182785946,,2.127162058910572e-06,0.016133474770528174,,0.175281,0.029213548964924282,0.029213548964924282,0.023820402393361445,0.36
11,4,4.5,0.372,1.1,True,,0.031039252121857992,1206.1799366659377,,1.7928394850335393e-06,0.005039992528688334,,0.163778,0.02729631417327457,0.02729631417327457,0.023820402393361445,0.52
11,5,5.2,0.376,1.1,False,min_image,,,,,,,0.090841,0.01514017833603753,0.01514017833603753,0.023820402393361445,0.62
11,6,4.7,0.364,1.1,True,,0.09922318575855643,1437.072255768002,,1.1759493063587047e-06,0.0005104535509387238,,0.170069,0.028344864977730644,0.028344864977730644,0.023820402393361445,0.79
11,7,4.4,0.366,1.1,True,,0.047183382071523276,1211.5524360866311,,2.2913080701812276e-06,0.008563586426160038,,0.174001,0.029000147514873082,0.029000147514873082,0.023820402393361445,0.96
11,8,4.5,0.363,1.1,True,,0.026388931122579992,1290.8773679690357,,1.6155074990733006e-06,0.01133173267046364,,0.173795,0.02896579530504015,0.02896579530504015,0.023820402393361445,1.13
11,9,4.5,0.357,1.1,True,,0.05337936150123987,1349.6006658254867,,1.909290475590478e-06,0.01921495338891172,,0.180795,0.03013255973656972,0.03013255973656972,0.023820402393361445,1.31
11,10,4.45,0.3615,1.1,True,,0.0329526918225794,1239.7119893960191,,3.068160176003864e-06,0.027085144972971674,,0.178288,0.029714710315068563,0.029714710315068563,0.023820402393361445,1.49
11,11,4.5,0.36,1.14,True,,0.06068657698456341,1409.217365113876,,1.1210233970659913e-06,0.010741701346020796,,0.17801,0.029668376114633348,0.029668376114633348,0.023820402393361445,1.67
11,12,4.5,0.36,1.05,True,,0.027910099403949454,1257.210620520567,,3.0907638298331133e-06,0.007662310307931952,,0.172993,0.028832108577092487,0.028832108577092487,0.023820402393361445,1.84
11,13,4.52,0.3665,1.1,True,,0.01860800285000566,1238.3120256819886,,2.509635396361633e-06,0.0012861664296506567,,0.176516,0.029419364399380154,0.029419364399380154,0.01860800285000566,2.02
11,14,4.54,0.369,1.1,True,,0.017744881071293687,1231.0975048615078,,1.556609590592819e-06,0.00617077352676014,,0.177627,0.02960456218984392,0.02960456218984392,0.017744881071293687,2.2
11,15,4.56,0.371,1.1,True,,0.003922683438683782,1253.4643530467133,,1.8580837187425536e-06,0.0017477279513347928,,0.173713,0.02895213358932071,0.02895213358932071,0.003922683438683782,2.37
11,16,4.58,0.3725,1.1,True,,0.026159636798821568,1196.1799907571096,,1.638473391348739e-06,0.014315632848825555,,0.176386,0.029397697779867383,0.029397697779867383,0.003922683438683782,2.55
11,17,4.565,0.3715,1.1,True,,0.02978757370804569,1190.6953951102305,,2.668659142300097e-06,0.0005510267295171374,,0.176228,0.029371363321940104,0.029371363321940104,0.003922683438683782,2.72
11,18,4.55,0.3705,1.1,True,,0.025847544422724397,1204.130528879764,,2.227242161071321e-06,0.015041397071542137,,0.176092,0.029348659250471327,0.029348659250471327,0.003922683438683782,2.9
11,19,4.57,0.3712,1.1,True,,0.004414218119019193,1257.116363869054,,2.016786795351663e-06,0.005841630622190127,,0.174896,0.029149268865585328,0.029149268865585328,0.003922683438683782,3.08
11,20,4.556,0.3711,1.1,True,,0.030031315774476083,1193.633486155358,,2.0888955268559375e-06,0.005554484251844789,,0.174495,0.02908250802093082,0.02908250802093082,0.003922683438683782,3.25
2,1,5.0,0.37,1.1,True,,0.24721324862569927,1596.112291690186,,7.751236277442536e-08,0.01022615937722987,,0.306973,0.05116215699248844,0.05116215699248844,0.24721324862569927,0.31
2,2,5.5,0.335,1.1,False,min_image,,,,,,,0.012869,0.002144793603155348,0.002144793603155348,0.24721324862569927,0.32
2,3,4.5,0.348,1.0,True,,0.07462488636908193,1341.7384488369385,,2.475775080473071e-06,0.0005919878254746049,,0.298548,0.049758060839441086,0.049758060839441086,0.07462488636908193,0.62
2,4,4.9,0.345,1.0,True,,0.11841054554800293,1508.671884281453,,6.55286675122635e-07,0.0025842827081325797,,0.313294,0.05221570524904463,0.05221570524904463,0.07462488636908193,0.93
2,5,4.2,0.352,1.0,True,,0.08650774804638545,1275.5241134324383,,3.2235854991812197e-06,0.0034477996660745515,,0.321825,0.05363751881652408,0.05363751881652408,0.07462488636908193,1.25
2,6,4.55,0.3495,1.1,True,,0.05312091453872151,1349.8414037353732,,2.9030139732476485e-06,0.00587015096742061,,0.328366,0.05472758584552341,0.05472758584552341,0.05312091453872151,1.58
2,7,4.6,0.354,1.15,True,,0.059355183980511476,1397.1617932555005,,1.4058114877521979e-06,0.007521191335096293,,0.321215,0.0535357963376575,0.0535357963376575,0.05312091453872151,1.9
2,8,4.55,0.354,1.1,True,,0.04288456955016823,1331.3973678370933,,2.4907964538550455e-06,0.0005237571073608752,,0.329724,0.054953993890020585,0.054953993890020585,0.04288456955016823,2.23
2,9,4.55,0.3585,1.1,True,,0.0205429701109554,1278.3539491853371,,2.1452619461991597e-06,0.013417316100771232,,0.329984,0.05499732825491163,0.05499732825491163,0.0205429701109554,2.56
2,10,4.55,0.363,1.1,True,,0.01951746112958454,1289.353050768728,,1.3930187952971406e-06,0.0083901966017141,,0.319979,0.05332989414532979,0.05332989414532979,0.01951746112958454,2.88
2,11,4.55,0.3665,1.1,True,,0.02029818878992861,1229.7578852489487,,2.804495171588529e-06,0.0010157298456936541,,0.32031,0.05338503334257338,0.05338503334257338,0.01951746112958454,3.2
2,12,4.4,0.363,1.1,True,,0.04477423990661318,1224.3365562863373,,2.792121400398473e-06,0.017283786636862728,,0.33002,0.055003264943758644,0.055003264943758644,0.01951746112958454,3.53
2,13,4.68,0.3605,1.1,True,,0.03398322716434705,1318.7297371418704,,2.4748130812295204e-06,0.01607478658260741,,0.318382,0.05306358397006988,0.05306358397006988,0.01951746112958454,3.85
2,14,4.55,0.363,1.15,True,,0.026100612808357154,1322.464004342352,,2.7286607726480753e-06,0.0016339259762890128,,0.306043,0.051007131669256425,0.051007131669256425,0.01951746112958454,4.16
2,15,4.55,0.363,1.05,True,,0.02318776921095845,1276.766033858419,,2.184527260592927e-06,0.0034847953851226223,,0.304569,0.05076146225134532,0.05076146225134532,0.01951746112958454,4.46
2,16,4.57,0.3635,1.09,True,,0.00945605661641908,1262.5587459525182,,2.3640836353296127e-06,0.004863532465919608,,0.325452,0.05424200031492445,0.05424200031492445,0.00945605661641908,4.79
2,17,4.59,0.364,1.08,True,,0.008358900037923066,1266.1697422911411,,2.0629355941863946e-06,0.00028864272883444574,,0.302272,0.050378622545136344,0.050378622545136344,0.008358900037923066,5.09
2,18,4.61,0.3645,1.07,True,,0.023280499354124767,1309.002616969203,,1.6607545113733009e-06,0.009300498184952651,,0.23405,0.03900839083724552,0.03900839083724552,0.008358900037923066,5.32
2,19,4.581,0.3638,1.084,True,,0.010082681139668637,1267.513962106754,,2.1785985059877524e-06,0.013627671359138413,,0.183573,0.0305954991446601,0.0305954991446601,0.008358900037923066,5.51
2,20,4.6,0.365,1.08,True,,0.0032320945042467316,1256.1134204631587,,1.678086127237954e-06,0.0042659490070955765,,0.16247,0.02707834608025021,0.02707834608025021,0.0032320945042467316,5.67
3,1,5.0,0.34,1.0,True,,0.2182177419700072,1688.7246938664064,,1.9059480953088647e-07,0.004113401456651943,,0.300912,0.05015205946233538,0.05015205946233538,0.2182177419700072,0.3
3,2,7.0,0.34,1.0,False,min_image,,,,,,,0.008401,0.0014001272122065227,0.0014001272122065227,0.2182177419700072,0.31
3,3,3.5,0.34,1.0,True,,0.1931487599686153,1303.6468478739246,,9.943147308296328e-06,0.004270367660057549,,0.298866,0.04981107665432824,0.04981107665432824,0.1931487599686153,0.61
3,4,5.0,0.365,1.0,True,,0.1860349492879394,1558.0865021807347,,1.1707835830063104e-07,0.021239054310325276,,0.224326,0.037387607296307884,0.037387607296307884,0.1860349492879394,0.83
3,5,5.0,0.4,1.0,True,,0.20650559449585495,1471.8717592386026,,1.0462016714835201e-07,0.0010002422049432244,,0.314654,0.05244236555364397,0.05244236555364397,0.1860349492879394,1.15
3,6,3.5,0.365,1.0,True,,0.22801022569193768,1109.0603499085232,,9.540576352673937e-06,0.007751084102512158,,0.316355,0.05272579246097141,0.05272579246097141,0.1860349492879394,1.46
3,7,6.0,0.385,1.0,False,blowup,,,,,,,0.013378,0.002229662471347385,0.002229662471347385,0.1860349492879394,1.48
3,8,5.5,0.365,1.1,False,min_image,,,,,,,0.01889,0.0031483607821994357,0.0031483607821994357,0.1860349492879394,1.5
3,9,5.2,0.374,1.0,True,,0.3912485592293291,1829.3648780823019,,7.277471645516668e-08,0.006981317771788386,,0.320685,0.053447538283136156,0.053447538283136156,0.1860349492879394,1.82
3,10,5.0,0.365,1.1,False,min_image,,,,,,,0.256365,0.04272756139437357,0.04272756139437357,0.1860349492879394,2.07
3,11,5.6,0.358,0.95,False,blowup,,,,,,,0.084106,0.01401768253909217,0.01401768253909217,0.1860349492879394,2.16
3,12,4.8,0.36,1.0,True,,0.09614875420079437,1450.7100607724067,,9.722164520972923e-07,0.012272005334065476,,0.221523,0.03692045503192478,0.03692045503192478,0.09614875420079437,2.38
3,13,4.65,0.356,1.0,True,,0.050709034643114666,1344.6014109045489,,2.2002742489096953e-06,0.017769809741837058,,0.259991,0.04333182526959313,0.04333182526959313,0.050709034643114666,2.64
3,14,4.5,0.352,1.0,True,,0.0652668715082896,1325.3077911819082,,2.1057508673785983e-06,0.020827191958610502,,0.314771,0.05246177328957452,0.05246177328957452,0.050709034643114666,2.95
3,15,4.61,0.355,1.0,True,,0.05742996912349041,1345.5489414892527,,2.1794958343381897e-06,0.002864800914472973,,0.297297,0.04954947392145793,0.04954947392145793,0.050709034643114666,3.25
3,16,4.66,0.359,1.0,True,,0.04609023819921067,1347.1794259968017,,1.3192065182776984e-06,0.009702414443034975,,0.311074,0.05184570504559411,0.05184570504559411,0.04609023819921067,3.56
3,17,4.64,0.362,1.0,True,,0.054014064185902204,1379.618573147261,,3.6603581171365883e-07,0.005778841543164186,,0.294806,0.04913431253698137,0.04913431253698137,0.04609023819921067,3.86
3,18,4.6,0.36,1.0,True,,0.026883442438769885,1268.3560330394241,,2.762195347244652e-06,0.0020231933112005935,,0.302373,0.050395494500796,0.050395494500796,0.026883442438769885,4.16
3,19,4.55,0.361,1.0,True,,0.0368423642887442,1241.5956547206497,,3.970043414327019e-06,0.007797414629864465,,0.316161,0.052693552176157635,0.052693552176157635,0.026883442438769885,4.47
3,20,4.58,0.3625,1.0,True,,0.03622620970112233,1289.9973747116164,,2.8398435234021275e-06,0.01658554705087926,,0.307542,0.05125698606173197,0.05125698606173197,0.026883442438769885,4.78
4,1,5.5,0.34,1.1,False,min_image,,,,,,,0.006565,0.0010941520002153184,0.0010941520002153184,,0.01
4,2,4.0,0.33,1.0,True,,0.19007018873448822,1449.8568210748788,,4.073080359551459e-06,0.010426972610050371,,0.174553,0.02909215490023295,0.02909215490023295,0.19007018873448822,0.18
4,3,5.0,0.335,1.05,True,,0.2320872178476701,1721.630090060059,,8.010685589472313e-07,0.005058711367265471,,0.180475,0.03007909244961209,0.03007909244961209,0.19007018873448822,0.36
4,4,3.0,0.328,1.05,True,,0.27452428600996354,1353.5067165078272,,1.200988567119932e-05,0.019770436670246784,,0.17648,0.029413393272293937,0.029413393272293937,0.19007018873448822,0.54
4,5,4.8,0.348,1.05,True,,0.13810003566967943,1544.7603886864083,,5.712377910580415e-07,0.0003074122403614463,,0.169349,0.028224866191546124,0.028224866191546124,0.13810003566967943,0.71
4,6,4.8,0.358,1.05,True,,0.1521704930819755,1539.3741741084943,,2.0183650827167396e-07,0.026934948860439182,,0.171392,0.028565256396929424,0.028565256396929424,0.13810003566967943,0.88
4,7,5.6,0.35,1.0,False,blowup,,,,,,,0.030443,0.005073868566089206,0.005073868566089206,0.13810003566967943,0.91
4,8,4.4,0.35,1.05,True,,0.07333989739560194,1326.4814406716769,,2.808478587409714e-06,0.00016356341552722708,,0.183269,0.03054481029510498,0.03054481029510498,0.07333989739560194,1.09
4,9,4.1,0.352,1.05,True,,0.09078394161661955,1271.1167243160794,,4.235142349862749e-06,0.006066574604758723,,0.179148,0.02985800087451935,0.02985800087451935,0.07333989739560194,1.27
4,10,4.55,0.346,1.05,True,,0.09859539516751406,1454.6694489045033,,1.646696419536093e-06,0.0015402816109378287,,0.176735,0.02945590807331933,0.02945590807331933,0.07333989739560194,1.45
4,11,4.35,0.355,1.05,True,,0.06024742477351323,1285.8721455872517,,3.24355848320873e-06,0.013944038825548297,,0.175984,0.029330654674106175,0.029330654674106175,0.06024742477351323,1.62
4,12,4.3,0.36,1.05,True,,0.06513769854583355,1234.158955516291,,4.438293279506941e-06,0.012688752407210459,,0.174183,0.02903052442603641,0.02903052442603641,0.06024742477351323,1.8
4,13,4.32,0.3575,1.05,True,,0.05209848249885044,1255.6498065411238,,2.4603560514786944e-06,0.009919353616016787,,0.17372,0.028953297734260558,0.028953297734260558,0.05209848249885044,1.97
4,14,4.36,0.3585,1.05,True,,0.049504389653777923,1263.1088661509548,,3.350296123110202e-06,0.009407447565516243,,0.175796,0.02929926978217231,0.02929926978217231,0.049504389653777923,2.15
4,15,4.4,0.36,1.05,True,,0.0438245683926991,1252.620448051407,,3.0778221535475685e-06,0.005714061171113904,,0.17265,0.02877494474252065,0.02877494474252065,0.0438245683926991,2.32
4,16,4.45,0.3625,1.05,True,,0.04169707953786313,1233.1761684647167,,2.721102772057288e-06,0.021836312383343374,,0.175032,0.029171968036227756,0.029171968036227756,0.04169707953786313,2.5
4,17,4.5,0.365,1.05,True,,0.02251706678926913,1264.199807730212,,2.1091932420192165e-06,0.006783768360264155,,0.174891,0.02914842552608914,0.02914842552608914,0.02251706678926913,2.67
4,18,4.6,0.37,1.05,True,,0.010378249712494165,1276.2365572644724,,1.2770396038241842e-06,0.006592884664161641,,0.174156,0.029026026990678574,0.029026026990678574,0.010378249712494165,2.84
4,19,4.7,0.375,1.05,True,,0.07794978223075455,1374.9438614575188,,2.902202255070762e-07,0.017596970316448336,,0.169525,0.02825414114528232,0.02825414114528232,0.010378249712494165,3.01
4,20,4.65,0.372,1.05,True,,0.05161317923460439,1350.3663290524144,,6.47483709922709e-07,7.388042667142046e-05,,0.170905,0.028484142687585617,0.028484142687585617,0.010378249712494165,3.19
5,1,4.5,0.33,1.05,True,,0.14339784532369276,1519.376677183595,,2.308698839879876e-06,0.0037658627845322617,,0.182661,0.03044355359342363,0.03044355359342363,0.14339784532369276,0.18
5,2,5.2,0.325,1.1,False,min_image,,,,,,,0.014053,0.0023421177599165176,0.0023421177599165176,0.14339784532369276,0.2
5,3,6.0,0.345,1.0,False,min_image,,,,,,,0.011471,0.0019118658039304944,0.0019118658039304944,0.14339784532369276,0.21
5,4,5.0,0.355,1.05,True,,0.1720038096800936,1537.657958053517,,5.589128793265404e-07,0.015146225837544757,,0.167487,0.02791456944412655,0.02791456944412655,0.14339784532369276,0.38
5,5,4.5,0.345,1.05,True,,0.09142792257404649,1407.2566544619835,,2.6895884447323646e-06,0.0011759807160371051,,0.17953,0.029921730293167963,0.029921730293167963,0.09142792257404649,0.56
5,6,4.5,0.3575,1.05,True,,0.03754980897023483,1284.0201336672478,,3.21879516252644e-06,0.007823346792666185,,0.170791,0.028465233974986605,0.028465233974986605,0.03754980897023483,0.73
5,7,4.5,0.37,1.05,True,,0.0472233618077453,1195.8686984879096,,3.053855295791355e-06,0.009057336218230147,,0.165389,0.027564911113844976,0.027564911113844976,0.03754980897023483,0.89
5,8,4.5,0.362,1.05,True,,0.03601466758257156,1232.4181848605704,,2.437307302283981e-06,0.005758992552372314,,0.182426,0.030404328571425544,0.030404328571425544,0.03601466758257156,1.07
5,9,4.2,0.362,1.05,True,,0.08742457203285606,1208.6679109842974,,3.0575083164772904e-06,0.025515856268359217,,0.178742,0.02979036781522963,0.02979036781522963,0.03601466758257156,1.25
