arm,tag,seed,step,stable,violations,loss,cost_usd,epsilon,sigma,bond_length_nm,bond_k,angle_deg,angle_k
GP (untuned),gp_untuned,0,121,True,,1.187767201895499,0.049095,1.800021,0.345765,0.2,2017.666797,175.0,24.386875
GP (untuned),gp_untuned,0,122,True,,0.6457103964451213,0.049003,1.538513,0.379,0.2,1322.787225,175.0,21.402187
GP (untuned),gp_untuned,0,123,True,,1.878635695585989,0.050256,1.0,0.28,0.2,400.0,175.0,5.0
GP (untuned),gp_untuned,0,124,True,,0.9963949897255409,0.049425,1.763671,0.34324,0.221507,4579.949834,163.105932,47.218103
GP (untuned),gp_untuned,0,125,True,,2.6272629896328907,0.050765,1.15255,0.317845,0.2,400.0,170.13705,89.810659
GP (untuned),gp_untuned,0,126,True,,1.002283572181553,0.048653,1.713085,0.342597,0.2,6000.0,175.0,7.337931
GP (untuned),gp_untuned,0,127,True,,2.164383499737294,0.048151,5.589174,0.28,0.4,722.020236,175.0,5.0
GP (untuned),gp_untuned,0,128,False,min_image,,0.0,8.0,0.45,0.2,400.0,175.0,5.0
GP (untuned),gp_untuned,0,129,True,,1.3305317655225943,0.050114,2.287203,0.282039,0.2,1204.072166,175.0,5.0
GP (untuned),gp_untuned,0,130,True,,1.2910994323945115,0.049203,1.0,0.316414,0.2,1843.300619,175.0,5.0
GP (untuned),gp_untuned,0,131,True,,1.5744325741715535,0.047982,1.965433,0.28,0.2,1575.599771,162.352121,5.0
GP (untuned),gp_untuned,0,132,True,,1.6891282323011965,0.04797,1.0,0.28,0.2,2213.204497,175.0,5.0
GP (untuned),gp_untuned,0,133,True,,3.1800100902126114,0.048102,1.0,0.45,0.2,1662.660005,175.0,5.0
GP (untuned),gp_untuned,0,134,True,,1.750914572472473,0.047148,1.0,0.28,0.2,3058.468956,175.0,5.0
GP (untuned),gp_untuned,0,135,True,,1.7868245782678747,0.048253,1.0,0.28,0.2,3338.958185,175.0,5.0
GP (untuned),gp_untuned,0,136,True,,1.4774480509916634,0.046758,1.0,0.28,0.2,5108.125677,175.0,5.0
GP (untuned),gp_untuned,0,137,True,,1.9077340040583926,0.047167,1.0,0.28,0.2,6000.0,175.0,5.0
GP (untuned),gp_untuned,0,138,True,,1.658875589699632,0.047494,1.0,0.28,0.4,3653.116736,175.0,5.0
GP (untuned),gp_untuned,0,139,True,,4.642137686780637,0.047557,3.664079,0.434731,0.2,1954.431093,175.0,5.0
GP (untuned),gp_untuned,0,140,True,,2.2646608961088264,0.047349,1.0,0.28,0.4,6000.0,80.0,150.0
GP (untuned),gp_untuned,0,141,True,,0.7453400148685173,0.049221,1.489841,0.361398,0.2,1329.871729,175.0,8.680839
GP (untuned),gp_untuned,0,142,True,,1.4012662140094194,0.05023,1.0,0.327588,0.2,6000.0,175.0,121.936205
GP (untuned),gp_untuned,0,143,True,,1.2965574254754821,0.05039,1.048093,0.380062,0.2,4140.772256,175.0,56.872985
GP (untuned),gp_untuned,0,144,True,,1.4075707402529676,0.049319,1.0,0.28,0.4,1350.949993,175.0,5.0
GP (untuned),gp_untuned,0,145,True,,0.7667693464654937,0.050211,1.377459,0.362059,0.2,2754.975511,175.0,53.296212
GP (untuned),gp_untuned,0,146,True,,1.2645785193982257,0.049805,1.358004,0.343307,0.201894,2899.397447,175.0,140.516817
GP (untuned),gp_untuned,0,147,True,,1.2393804318606085,0.049117,1.615814,0.346497,0.214869,5009.205239,175.0,5.0
GP (untuned),gp_untuned,0,148,True,,0.5171157972839021,0.049961,1.509802,0.360527,0.223469,2307.598606,175.0,10.710188
GP (untuned),gp_untuned,0,149,True,,1.2402050090049732,0.048537,1.032541,0.333544,0.2,2998.983952,175.0,5.0
GP (untuned),gp_untuned,0,150,True,,3.975958272639602,0.049429,1.464031,0.377245,0.298709,4131.269611,175.0,40.343682
GP (untuned),gp_untuned,1,1,False,min_image,,0.0,7.980294,0.438535,0.225625,5994.626886,102.428453,62.504205
GP (untuned),gp_untuned,1,2,False,blowup,,0.002363,6.924176,0.333256,0.30491,2883.336205,101.809835,82.490017
GP (untuned),gp_untuned,1,3,False,blowup,,0.002408,7.573895,0.412326,0.343194,4895.442022,88.816077,80.13212
GP (untuned),gp_untuned,1,4,True,,0.8209879614608687,0.043741,2.91135,0.290071,0.334106,3721.166902,143.807139,64.709242
GP (untuned),gp_untuned,1,5,False,blowup,,0.007258,6.483201,0.350132,0.206834,3894.567924,142.760394,48.281818
GP (untuned),gp_untuned,1,6,False,blowup,,0.002356,4.28467,0.296349,0.380674,1069.146621,129.855941,17.125336
GP (untuned),gp_untuned,1,7,False,blowup,,0.002334,5.090724,0.376205,0.322788,5756.599677,104.793003,38.497236
GP (untuned),gp_untuned,1,8,False,blowup,,0.002453,4.784204,0.410132,0.209069,1183.810267,155.278341,9.321197
GP (untuned),gp_untuned,1,9,False,blowup,,0.02813,7.244951,0.344189,0.307685,4052.87374,114.319797,87.796241
GP (untuned),gp_untuned,1,10,True,,3.7516819883402217,0.042804,5.534246,0.34017,0.352647,2396.577652,151.514894,132.794565
GP (untuned),gp_untuned,1,11,False,min_image,,0.0,1.0,0.302144,0.2,400.0,80.0,5.0
GP (untuned),gp_untuned,1,12,True,,0.8333556146328537,0.043478,2.851388,0.286491,0.336377,3643.490977,145.618885,65.477772
GP (untuned),gp_untuned,1,13,True,,0.8785072344566274,0.043552,2.85649,0.288509,0.340053,3772.652733,146.72914,67.462237
GP (untuned),gp_untuned,1,14,True,,3.0664079040720535,0.04621,8.0,0.316469,0.336451,5963.475724,80.0,150.0
GP (untuned),gp_untuned,1,15,True,,0.8815503397872442,0.043303,2.452955,0.292638,0.334566,3833.077899,150.878245,58.232669
GP (untuned),gp_untuned,1,16,True,,0.6934509251846911,0.043355,3.117021,0.28,0.337621,3069.441283,141.673036,68.693331
GP (untuned),gp_untuned,1,17,True,,0.6864732622400405,0.043292,3.1356,0.28,0.34398,1424.232078,140.304529,78.478001
GP (untuned),gp_untuned,1,18,True,,0.8889407998720742,0.045221,4.246702,0.309679,0.339835,4110.957729,128.195498,73.393677
GP (untuned),gp_untuned,1,19,True,,1.5314343527314305,0.046438,5.684429,0.28,0.339872,1366.283602,119.657124,27.839692
GP (untuned),gp_untuned,1,20,True,,1.6787920700948746,0.044599,4.821703,0.3146,0.352631,3300.447887,160.307023,142.95114
GP (untuned),gp_untuned,1,21,True,,0.7038665812469921,0.043475,2.707936,0.28,0.339566,1215.007754,132.843642,56.892354
GP (untuned),gp_untuned,1,22,True,,0.5221465258086874,0.043566,3.639562,0.281741,0.340326,2083.426351,138.366779,73.493686
GP (untuned),gp_untuned,1,23,True,,8.421063140028101,0.042821,5.14139,0.406891,0.340245,3423.344695,156.878167,72.024165
GP (untuned),gp_untuned,1,24,True,,0.6418145275694135,0.042846,3.308325,0.287056,0.339504,2601.658932,133.175623,94.492343
GP (untuned),gp_untuned,1,25,True,,0.8118591428519244,0.042983,4.373396,0.28,0.338313,3136.592544,115.10223,89.450394
GP (untuned),gp_untuned,1,26,True,,0.7555715757785885,0.043384,2.978015,0.288313,0.338275,2300.080943,144.832586,73.491187
GP (untuned),gp_untuned,1,27,True,,2.000145611261315,0.044089,3.715682,0.282824,0.339843,400.0,142.26091,5.0
GP (untuned),gp_untuned,1,28,True,,1.0360456579506445,0.043215,2.467621,0.288396,0.339992,1335.615799,158.031199,76.089743
GP (untuned),gp_untuned,1,29,True,,0.5080655559543803,0.043176,3.323823,0.28,0.338359,2039.232741,136.013548,55.530939
GP (untuned),gp_untuned,1,30,True,,0.8549255140482344,0.04335,5.507987,0.281561,0.338655,2363.306146,135.881586,65.642956
GP (untuned),gp_untuned,1,31,True,,0.6681556637135351,0.043943,3.383438,0.28,0.33814,2176.562143,161.674114,66.951645
GP (untuned),gp_untuned,1,32,True,,1.2558008424056815,0.043045,1.028538,0.28,0.338881,2229.333861,115.62884,78.962707
GP (untuned),gp_untuned,1,33,True,,0.42045061725323646,0.04424,3.534896,0.281787,0.339048,2169.820386,131.249581,67.812052
GP (untuned),gp_untuned,1,34,True,,0.49193411645344026,0.04594,3.545335,0.285212,0.339076,2379.055895,127.674014,67.577952
GP (untuned),gp_untuned,1,35,True,,0.4314318645614888,0.044044,3.600819,0.285154,0.337843,2338.840777,127.688325,69.072099
GP (untuned),gp_untuned,1,36,True,,0.4172541895361315,0.043987,3.60445,0.281649,0.339426,2277.193117,130.476468,67.787289
GP (untuned),gp_untuned,1,37,False,min_image,,0.0,3.305457,0.30665,0.352837,6000.0,175.0,78.97516
GP (untuned),gp_untuned,1,38,True,,2.0378777646520767,0.043283,4.250593,0.30484,0.330397,3890.577014,80.0,55.37246
GP (untuned),gp_untuned,1,39,True,,0.4514993706195327,0.04595,3.579997,0.283855,0.351993,2462.921933,124.685564,77.40741
GP (untuned),gp_untuned,1,40,True,,0.49793524002079104,0.045581,3.616566,0.285495,0.343227,2591.479151,121.648286,111.974408
GP (untuned),gp_untuned,1,41,True,,0.6594920185773444,0.044873,3.735759,0.280754,0.342374,2236.364366,127.86512,24.661888
GP (untuned),gp_untuned,1,42,True,,0.456269426827557,0.044501,3.507073,0.28,0.336307,2267.199504,131.415411,85.170139
GP (untuned),gp_untuned,1,43,True,,0.4897554158420592,0.045416,3.557559,0.281501,0.346642,2366.10176,129.469787,76.167145
GP (untuned),gp_untuned,1,44,True,,0.6994995991185029,0.046222,3.892248,0.290045,0.34875,2539.712566,118.019853,86.209334
GP (untuned),gp_untuned,1,45,True,,0.45475918208932675,0.046129,3.373104,0.28194,0.348521,2496.746896,132.724468,149.821917
GP (untuned),gp_untuned,1,46,True,,0.7308514845787478,0.043784,4.125721,0.306825,0.212328,3764.334222,124.188814,150.0
GP (untuned),gp_untuned,1,47,False,min_image,,0.0,1.799792,0.290218,0.3921,2778.939322,154.993234,150.0
GP (untuned),gp_untuned,1,48,True,,0.4941773115569268,0.045094,3.346951,0.283748,0.318075,2505.57079,121.346951,114.150048
GP (untuned),gp_untuned,1,49,True,,0.5446701906696371,0.046743,3.36584,0.28,0.338393,2427.100807,133.497655,64.145197
GP (untuned),gp_untuned,1,50,True,,0.8830895206932784,0.045185,3.697195,0.283745,0.346566,2479.587291,96.414464,77.105129
GP (untuned),gp_untuned,1,51,True,,0.5873392365385933,0.045054,3.452672,0.284347,0.316311,2602.496277,137.513309,108.096518
GP (untuned),gp_untuned,1,52,True,,0.5465583882004091,0.046811,3.232961,0.284826,0.341337,2175.810125,130.021746,107.093727
GP (untuned),gp_untuned,1,53,True,,1.7080015185724189,0.046203,3.01798,0.283542,0.350532,2749.243886,133.440934,5.0
GP (untuned),gp_untuned,1,54,True,,0.41210892239568286,0.046735,3.755256,0.280178,0.2962,2605.743842,125.689773,82.406968
GP (untuned),gp_untuned,1,55,True,,0.5348240580422794,0.04699,3.732025,0.280471,0.4,2672.020986,126.879543,119.081052
GP (untuned),gp_untuned,1,56,True,,0.4189318437160186,0.046633,3.498334,0.282063,0.310134,2500.137253,127.59892,150.0
GP (untuned),gp_untuned,1,57,True,,1.3692487758113734,0.044973,4.905869,0.28,0.2,2846.12522,151.571972,68.165689
GP (untuned),gp_untuned,1,58,True,,0.4894915228665063,0.046928,3.24581,0.283726,0.277208,2795.35722,124.287531,150.0
GP (untuned),gp_untuned,1,59,True,,0.5353387592695134,0.047691,3.893768,0.280008,0.378757,2405.390235,125.27278,71.23626
GP (untuned),gp_untuned,1,60,True,,0.4225591973916221,0.045951,3.697779,0.28,0.245307,2920.270543,126.987782,62.633955
GP (untuned),gp_untuned,1,61,True,,0.8824717299458319,0.044723,2.249701,0.293835,0.2,3328.048203,106.020822,116.433333
GP (untuned),gp_untuned,1,62,True,,0.8635149343752616,0.045918,3.747752,0.28,0.207307,2369.555487,126.919131,62.684347
GP (untuned),gp_untuned,1,63,True,,0.5197632843561529,0.046179,3.666858,0.28,0.372413,4166.230757,130.385458,54.028771
GP (untuned),gp_untuned,1,64,False,blowup,,0.039872,3.787434,0.28,0.211676,2434.243231,129.529677,150.0
GP (untuned),gp_untuned,1,65,True,,0.4478971649738247,0.046975,3.294257,0.283415,0.285478,2783.527016,120.315942,146.802233
GP (untuned),gp_untuned,1,66,True,,0.47418546942931816,0.047565,3.450875,0.28,0.355182,2484.697766,128.988693,98.820188
GP (untuned),gp_untuned,1,67,True,,0.5236500547960466,0.0461,3.608475,0.28,0.34054,2877.704969,136.065924,72.822813
