arm,seed,step,loss,best_so_far,cumulative_cost,stable
random,3,2,0.5886762868884141,0.5886762868884141,200.82,True
random,3,3,0.5894387933285767,0.5886762868884141,267.6,True
random,3,4,,0.5886762868884141,273.59,False
random,3,5,0.44323329852255033,0.44323329852255033,360.98,True
random,3,6,,0.44323329852255033,365.1,False
random,3,7,0.465082717916437,0.44323329852255033,435.76,True
random,3,8,0.3507175415628251,0.3507175415628251,498.76,True
random,3,9,0.37088785848370764,0.3507175415628251,517.82,True
random,3,10,0.31660716979678644,0.31660716979678644,561.08,True
random,3,11,0.4939600419298096,0.31660716979678644,619.24,True
random,3,12,0.3235242579789848,0.31660716979678644,672.29,True
random,3,13,,0.31660716979678644,677.07,False
random,3,14,,0.31660716979678644,702.18,False
random,3,15,0.3231169366575591,0.31660716979678644,725.67,True
random,3,16,0.502058854075785,0.31660716979678644,759.03,True
random,3,17,0.3696149548488759,0.31660716979678644,901.5,True
random,3,18,0.4143169668015234,0.31660716979678644,920.01,True
random,3,19,,0.31660716979678644,924.09,False
random,3,20,0.30668778326221025,0.30668778326221025,947.91,True
random,3,21,0.3197525481132844,0.30668778326221025,964.01,True
random,3,22,0.29660085034877576,0.29660085034877576,985.23,True
random,3,23,0.268134417571229,0.268134417571229,1021.43,True
random,3,24,0.27897609210270413,0.268134417571229,1062.89,True
random,3,25,0.26205140191800363,0.26205140191800363,1110.61,True
random,3,26,,0.26205140191800363,1143.79,False
random,3,27,0.23283018060270963,0.23283018060270963,1175.92,True
random,3,28,0.29237220242974427,0.23283018060270963,1207.08,True
random,3,29,0.24353346582630264,0.23283018060270963,1236.11,True
random,3,30,0.6061123135923673,0.23283018060270963,1283.64,True
random,3,31,0.22616057043794602,0.22616057043794602,1310.58,True
random,3,32,0.19472639320520288,0.19472639320520288,1337.3,True
random,3,33,0.1921446902612986,0.1921446902612986,1363.95,True
random,3,34,0.19490193862657706,0.1921446902612986,1391.65,True
random,3,35,0.19233580997076818,0.1921446902612986,1428.88,True
random,4,1,,,13.67,False
random,4,2,0.4325638491381822,0.4325638491381822,120.19,True
random,4,3,0.9287925673752104,0.4325638491381822,163.19,True
random,4,4,0.5426413983297107,0.4325638491381822,251.27,True
random,4,5,0.6060564789633004,0.4325638491381822,351.65,True
random,4,6,0.5293649218217821,0.4325638491381822,524.1,True
random,4,7,0.36839381030533597,0.36839381030533597,598.71,True
random,4,8,0.4069613000180255,0.36839381030533597,668.74,True
random,4,9,0.2474743836745795,0.2474743836745795,699.49,True
random,4,10,,0.2474743836745795,719.28,False
random,4,11,0.5813800101536102,0.2474743836745795,784.38,True
random,4,12,0.27390802690761423,0.2474743836745795,821.74,True
random,4,13,0.4082265384140859,0.2474743836745795,926.78,True
random,4,14,0.293576244669233,0.2474743836745795,954.98,True
random,4,15,,0.2474743836745795,971.97,False
random,4,16,0.30141394849699393,0.2474743836745795,1049.96,True
random,4,17,0.24337238464665423,0.24337238464665423,1080.17,True
random,4,18,0.23946740443090503,0.23946740443090503,1114.98,True
random,4,19,0.6618001691552511,0.23946740443090503,1173.13,True
random,4,20,0.25694130974701285,0.23946740443090503,1222.63,True
random,4,21,0.4252895572488947,0.23946740443090503,1338.27,True
random,4,22,0.256969497683532,0.23946740443090503,1366.87,True
random,4,23,0.26665468703467154,0.23946740443090503,1462.17,True
random,4,24,0.30960108645360307,0.23946740443090503,1502.03,True
random,4,25,0.34775987460930524,0.23946740443090503,1540.89,True
random,4,26,0.4443429538614228,0.23946740443090503,1602.76,True
random,4,27,0.3854867872648869,0.23946740443090503,1648.84,True
random,4,28,0.25424145490984135,0.23946740443090503,1741.67,True
random,4,29,0.22473386109457463,0.22473386109457463,1821.9,True
random,4,30,0.20647655013841984,0.20647655013841984,1875.41,True
random,4,31,0.2718169052943601,0.20647655013841984,1914.67,True
random,4,32,0.20526651408379296,0.20526651408379296,1987.44,True
random,4,33,0.3042665540853962,0.20526651408379296,2025.94,True
random,4,34,0.34584674475241756,0.20526651408379296,2066.21,True
random,4,35,0.23798742577604276,0.20526651408379296,2127.93,True
random,5,1,1.0803389221722637,1.0803389221722637,15.03,True
random,5,2,0.249451938065125,0.249451938065125,116.41,True
random,5,3,0.39287472209441,0.249451938065125,133.57,True
random,5,4,,0.249451938065125,151.08,False
random,5,5,,0.249451938065125,187.9,False
random,5,6,0.46987032313052823,0.249451938065125,233.86,True
random,5,7,0.5413572479885473,0.249451938065125,249.25,True
random,5,8,0.5029769226005742,0.249451938065125,298.03,True
random,5,9,0.5078626675964674,0.249451938065125,415.2,True
random,5,10,0.5010926120799992,0.249451938065125,456.07,True
random,5,11,0.24192678557393746,0.24192678557393746,599.45,True
random,5,12,0.392678192290169,0.24192678557393746,620.7,True
random,5,13,0.20979133607673095,0.20979133607673095,768.9,True
random,5,14,0.2374065181426302,0.20979133607673095,927.49,True
random,5,15,,0.20979133607673095,973.61,False
random,5,16,0.4688073337544846,0.20979133607673095,1005.64,True
random,5,17,,0.20979133607673095,1050.74,False
random,5,18,0.21195652739051335,0.20979133607673095,1110.88,True
random,5,19,0.5512776909012641,0.20979133607673095,1162.68,True
random,5,20,0.19839790534975893,0.19839790534975893,1309.73,True
random,5,21,0.2320500081890213,0.19839790534975893,1332.92,True
random,5,22,0.20865716245217603,0.19839790534975893,1359.91,True
random,5,23,,0.19839790534975893,1366.48,False
random,5,24,0.26907773816357206,0.19839790534975893,1527.58,True
random,5,25,0.22171720882292906,0.19839790534975893,1666.9,True
random,5,26,0.22680167895829895,0.19839790534975893,1691.21,True
random,5,27,0.2649963690776871,0.19839790534975893,1712.87,True
random,5,28,0.35543308145695374,0.19839790534975893,1837.36,True
random,5,29,0.24583263119772517,0.19839790534975893,1866.48,True
random,5,30,0.5094627294693613,0.19839790534975893,1877.46,True
random,5,31,0.6970529357119314,0.19839790534975893,1888.66,True
random,5,32,0.9202407907195583,0.19839790534975893,1956.48,True
random,5,33,0.34476794220826806,0.19839790534975893,2065.54,True
random,5,34,0.21747572186719835,0.19839790534975893,2206.38,True
random,5,35,,0.19839790534975893,2228.73,False
random,6,1,0.6751849467222095,0.6751849467222095,154.98,True
random,6,2,0.761276074316628,0.6751849467222095,221.96,True
random,6,3,0.4663698456232091,0.4663698456232091,304.3,True
random,6,4,,0.4663698456232091,310.94,False
random,6,5,0.47025292439488836,0.4663698456232091,384.7,True
random,6,6,0.45073398671968046,0.45073398671968046,531.96,True
random,6,7,0.35407705897489405,0.35407705897489405,597.21,True
random,6,8,,0.35407705897489405,603.58,False
random,6,9,0.30985753752302947,0.30985753752302947,699.57,True
random,6,10,,0.30985753752302947,708.66,False
random,6,11,,0.30985753752302947,724.01,False
random,6,12,0.3182020697017796,0.30985753752302947,754.79,True
random,6,13,0.33752270473066986,0.30985753752302947,822.17,True
random,6,14,0.43105757018515994,0.30985753752302947,887.97,True
random,6,15,0.368316961121854,0.30985753752302947,974.92,True
random,6,16,0.30398475920954415,0.30398475920954415,1030.52,True
random,6,17,0.44818420163305195,0.30398475920954415,1096.69,True
random,6,18,0.3212228624076884,0.30398475920954415,1171.64,True
random,6,19,0.3647435098696219,0.30398475920954415,1286.09,True
random,6,20,0.2400404996847154,0.2400404996847154,1400.45,True
random,6,21,0.22797616882625227,0.22797616882625227,1520.45,True
random,6,22,0.6396728360722262,0.22797616882625227,1588.07,True
random,6,23,0.25756261883646175,0.22797616882625227,1709.95,True
random,6,24,0.2243895860383076,0.2243895860383076,1829.55,True
random,6,25,0.20062977684854413,0.20062977684854413,1958.08,True
random,6,26,,0.20062977684854413,1980.62,False
random,6,27,0.25441795046465787,0.20062977684854413,2063.85,True
random,6,28,0.1898119305790786,0.1898119305790786,2087.35,True
random,6,29,0.47828173923167966,0.1898119305790786,2097.65,True
random,6,30,0.21555979409542905,0.1898119305790786,2234.81,True
random,6,31,0.22249879795569327,0.1898119305790786,2258.74,True
random,6,32,0.43063289587522746,0.1898119305790786,2275.46,True
random,6,33,0.17607870738732015,0.17607870738732015,2298.36,True
random,6,34,,0.17607870738732015,2299.8,False
random,6,35,0.8673749626457765,0.17607870738732015,2338.92,True
random,7,1,,,9.41,False
random,7,2,0.5676261569927663,0.5676261569927663,114.02,True
random,7,3,,0.5676261569927663,133.77,False
random,7,4,0.7374455724456916,0.5676261569927663,209.71,True
random,7,5,0.22569523428010957,0.22569523428010957,243.17,True
random,7,6,,0.22569523428010957,249.36,False
random,7,7,0.5673563573101696,0.22569523428010957,265.47,True
random,7,8,0.3016131242759118,0.22569523428010957,336.83,True
random,7,9,0.5734998394979174,0.22569523428010957,361.05,True
random,7,10,0.2351980680109972,0.22569523428010957,397.24,True
random,7,11,0.2362800349307782,0.22569523428010957,487.4,True
random,7,12,0.2200471492349805,0.2200471492349805,560.2,True
random,7,13,0.5265579993839825,0.2200471492349805,633.55,True
random,7,14,0.44015699067679026,0.2200471492349805,709.09,True
random,7,15,0.5287952524251787,0.2200471492349805,776.42,True
random,7,16,0.23391470025362177,0.2200471492349805,846.58,True
random,7,17,0.28041576161242104,0.2200471492349805,917.17,True
random,7,18,0.4064676707005292,0.2200471492349805,952.98,True
random,7,19,0.24301372217167974,0.2200471492349805,1000.97,True
random,7,20,0.34179981706493723,0.2200471492349805,1034.79,True
random,7,21,0.25842146041754704,0.2200471492349805,1062.0,True
random,7,22,0.38527966380207757,0.2200471492349805,1088.23,True
random,7,23,0.8867430334180427,0.2200471492349805,1110.36,True
random,7,24,0.21437260730029978,0.21437260730029978,1137.85,True
random,7,25,0.20083422392675238,0.20083422392675238,1166.86,True
random,7,26,0.21676434897927524,0.20083422392675238,1194.99,True
random,7,27,0.19125362500633575,0.19125362500633575,1226.22,True
random,7,28,0.28319221151327595,0.19125362500633575,1264.2,True
random,7,29,,0.19125362500633575,1268.36,False
random,7,30,0.25422462479975744,0.19125362500633575,1291.96,True
random,7,31,0.48694061780694586,0.19125362500633575,1331.23,True
random,7,32,0.2231460829514106,0.19125362500633575,1360.38,True
random,7,33,0.19909068625311133,0.19125362500633575,1392.42,True
random,7,34,0.6869330361324545,0.19125362500633575,1405.64,True
random,7,35,0.6629191004897879,0.19125362500633575,1449.78,True
random,8,1,0.6084274307861134,0.6084274307861134,87.71,True
random,8,2,0.38006695631243825,0.38006695631243825,192.2,True
random,8,3,0.7793646684075688,0.38006695631243825,214.28,True
random,8,4,0.5383234796520091,0.38006695631243825,267.81,True
random,8,5,0.40230908649906794,0.38006695631243825,289.68,True
random,8,6,0.2356145602377651,0.2356145602377651,357.99,True
random,8,7,0.5694130760251076,0.2356145602377651,411.8,True
random,8,8,0.39750690106575726,0.2356145602377651,508.49,True
random,8,9,0.5340062085418408,0.2356145602377651,614.78,True
random,8,10,0.4157931098171981,0.2356145602377651,672.91,True
random,8,11,,0.2356145602377651,680.59,False
random,8,12,0.1991095235846868,0.1991095235846868,753.44,True
random,8,13,0.28136021353536206,0.1991095235846868,857.13,True
random,8,14,0.2246510610962878,0.1991095235846868,926.02,True
random,8,15,0.39864904678367424,0.1991095235846868,1084.08,True
random,8,16,0.5905571711452766,0.1991095235846868,1104.54,True
random,8,17,0.1984225560233251,0.1984225560233251,1179.66,True
random,8,18,0.5329070217032083,0.1984225560233251,1269.47,True
random,8,19,0.18317022455293036,0.18317022455293036,1347.9,True
random,8,20,0.19157291470275808,0.18317022455293036,1554.58,True
random,8,21,0.21589147261429267,0.18317022455293036,1600.74,True
random,8,22,0.8690410162828377,0.18317022455293036,1670.64,True
random,8,23,0.2008903518843443,0.18317022455293036,1883.23,True
random,8,24,,0.18317022455293036,1884.89,False
random,8,25,0.1851697610159163,0.18317022455293036,1991.87,True
random,8,26,0.5353789848586354,0.18317022455293036,2015.17,True
random,8,27,0.7455466581267971,0.18317022455293036,2133.63,True
random,8,28,,0.18317022455293036,2152.1,False
random,8,29,0.1898514053902153,0.18317022455293036,2342.06,True
random,8,30,0.562205793911955,0.18317022455293036,2358.84,True
random,8,31,0.21221077964082574,0.18317022455293036,2395.06,True
random,8,32,0.18425975610169018,0.18317022455293036,2432.64,True
random,8,33,0.26464644118034186,0.18317022455293036,2464.85,True
random,8,34,1.2637498808459415,0.18317022455293036,2546.38,True
random,8,35,0.17824320310584313,0.17824320310584313,2649.93,True
random,9,1,0.46894455898473564,0.46894455898473564,22.79,True
random,9,2,0.6413665904879599,0.46894455898473564,124.21,True
random,9,3,0.3378371861537876,0.3378371861537876,220.08,True
random,9,4,0.49810870966858717,0.3378371861537876,406.06,True
random,9,5,0.3989831925608136,0.3378371861537876,450.88,True
random,9,6,0.657479096613789,0.3378371861537876,556.71,True
random,9,7,0.806460608377727,0.3378371861537876,596.73,True
random,9,8,0.376896553463007,0.3378371861537876,704.56,True
random,9,9,0.5935243222790236,0.3378371861537876,850.95,True
random,9,10,0.5043341173980239,0.3378371861537876,942.97,True
random,9,11,,0.3378371861537876,953.25,False
random,9,12,0.4096499964523414,0.3378371861537876,1088.45,True
random,9,13,,0.3378371861537876,1090.76,False
random,9,14,0.29579098775629764,0.29579098775629764,1260.17,True
random,9,15,0.2905652302086724,0.2905652302086724,1295.68,True
random,9,16,,0.2905652302086724,1309.16,False
random,9,17,0.29071754183416443,0.2905652302086724,1391.66,True
random,9,18,0.7879265217535069,0.2905652302086724,1446.55,True
random,9,19,0.2963977857037979,0.2905652302086724,1609.41,True
random,9,20,,0.2905652302086724,1611.51,False
random,9,21,0.2728185842406864,0.2728185842406864,1654.92,True
random,9,22,0.2818409798087486,0.2728185842406864,1786.3,True
random,9,23,0.26104189413542084,0.26104189413542084,1833.25,True
random,9,24,0.2507162500271299,0.2507162500271299,1893.51,True
random,9,25,0.2317849602700267,0.2317849602700267,1948.66,True
random,9,26,0.2868595815624488,0.2317849602700267,2002.21,True
random,9,27,0.5756197693044961,0.2317849602700267,2102.78,True
random,9,28,0.22104909342278675,0.22104909342278675,2136.07,True
random,9,29,0.288847172949765,0.22104909342278675,2226.2,True
random,9,30,0.2283166811656743,0.22104909342278675,2280.85,True
random,9,31,0.3208580177025268,0.22104909342278675,2308.48,True
random,9,32,0.22565237354957257,0.22104909342278675,2474.29,True
random,9,33,0.4066568886922948,0.22104909342278675,2627.14,True
random,9,34,0.21840462319032256,0.21840462319032256,2745.46,True
random,9,35,0.22146698162995165,0.21840462319032256,2788.16,True
random,10,1,0.4175420388114237,0.4175420388114237,63.31,True
random,10,2,1.0301527762226934,0.4175420388114237,84.25,True
random,10,3,0.40082734582519614,0.40082734582519614,106.42,True
random,10,4,1.1198363785604746,0.40082734582519614,123.03,True
random,10,5,0.4307138816837984,0.40082734582519614,188.35,True
random,10,6,0.5909313897908692,0.40082734582519614,296.52,True
random,10,7,0.9604310189626751,0.40082734582519614,330.28,True
random,10,8,,0.40082734582519614,338.1,False
random,10,9,,0.40082734582519614,348.71,False
random,10,10,,0.40082734582519614,358.76,False
random,10,11,0.41278811876389393,0.40082734582519614,386.13,True
random,10,12,0.6746442107918775,0.40082734582519614,398.13,True
random,10,13,0.605026475976505,0.40082734582519614,423.96,True
random,10,14,0.4055522347515226,0.40082734582519614,568.75,True
random,10,15,0.4944020989688828,0.40082734582519614,651.95,True
random,10,16,0.3114815408826431,0.3114815408826431,787.71,True
random,10,17,0.3064194077893474,0.3064194077893474,940.03,True
random,10,18,0.4857285039548375,0.3064194077893474,951.8,True
random,10,19,0.2895217993001775,0.2895217993001775,1070.39,True
random,10,20,0.3628910980572838,0.2895217993001775,1178.81,True
random,10,21,,0.2895217993001775,1197.41,False
random,10,22,,0.2895217993001775,1234.17,False
random,10,23,0.29991906956791,0.2895217993001775,1345.01,True
random,10,24,0.6165406045589147,0.2895217993001775,1422.76,True
random,10,25,0.37645931176430814,0.2895217993001775,1591.67,True
random,10,26,0.27284708651415124,0.27284708651415124,1722.75,True
random,10,27,0.25957619073276017,0.25957619073276017,1756.23,True
random,10,28,0.5277276211899362,0.25957619073276017,1830.29,True
random,10,29,0.2582875026638385,0.2582875026638385,1862.37,True
random,10,30,,0.2582875026638385,1898.48,False
random,10,31,0.20660253327069372,0.20660253327069372,2051.51,True
random,10,32,0.19962842162738262,0.19962842162738262,2202.26,True
random,10,33,0.21756155813391032,0.19962842162738262,2350.38,True
random,10,34,0.18329991514758362,0.18329991514758362,2505.52,True
random,10,35,0.1978553887843304,0.18329991514758362,2667.72,True
random,11,1,0.8953339070580081,0.8953339070580081,22.06,True
random,11,2,,0.8953339070580081,42.54,False
random,11,3,,0.8953339070580081,45.81,False
random,11,4,0.5730475865754721,0.5730475865754721,168.55,True
random,11,5,0.7875792274600109,0.5730475865754721,185.81,True
random,11,6,0.32251203285301,0.32251203285301,226.51,True
random,11,7,,0.32251203285301,245.79,False
random,11,8,0.5952495535472062,0.32251203285301,318.1,True
random,11,9,0.5629452951343483,0.32251203285301,353.12,True
random,11,10,0.4032902002169936,0.32251203285301,393.22,True
random,11,11,0.2672011802003261,0.2672011802003261,444.45,True
random,11,12,,0.2672011802003261,462.07,False
random,11,13,0.6659441313906891,0.2672011802003261,500.52,True
random,11,14,0.1891405531199544,0.1891405531199544,571.16,True
random,11,15,0.364261563666448,0.1891405531199544,656.1,True
random,11,16,0.22882674345171808,0.1891405531199544,730.95,True
random,11,17,0.38625419492484153,0.1891405531199544,772.74,True
random,11,18,0.553607908772311,0.1891405531199544,812.44,True
random,11,19,0.507907972973685,0.1891405531199544,840.8,True
random,11,20,0.16426577414746732,0.16426577414746732,911.16,True
random,11,21,0.16543713365483848,0.16426577414746732,985.66,True
random,11,22,0.18214806298866731,0.16426577414746732,1054.61,True
random,11,23,,0.16426577414746732,1077.88,False
random,11,24,0.1428390114680351,0.1428390114680351,1148.79,True
random,11,25,0.17850981413142786,0.1428390114680351,1218.52,True
random,11,26,0.14955089119244716,0.1428390114680351,1290.03,True
random,11,27,0.15982182860825286,0.1428390114680351,1363.97,True
random,11,28,0.1411691041872024,0.1411691041872024,1437.79,True
random,11,29,0.14446131548010296,0.1411691041872024,1514.42,True
random,11,30,0.30444885967427016,0.1411691041872024,1708.52,True
random,11,31,0.6165281210623081,0.1411691041872024,1838.78,True
random,11,32,0.14023792172524444,0.14023792172524444,2008.23,True
random,11,33,0.8762893167161523,0.14023792172524444,2208.59,True
random,11,34,0.5271225722223796,0.14023792172524444,2242.76,True
random,11,35,0.876241194281277,0.14023792172524444,2372.1,True
random,12,1,0.5109388463885021,0.5109388463885021,29.33,True
random,12,2,0.6961259003757725,0.5109388463885021,88.58,True
random,12,3,0.39654534227993726,0.39654534227993726,108.0,True
random,12,4,0.8921624365831099,0.39654534227993726,140.82,True
random,12,5,,0.39654534227993726,151.01,False
random,12,6,0.3174669522153667,0.3174669522153667,189.15,True
random,12,7,0.9331336669711577,0.3174669522153667,265.63,True
random,12,8,0.4048153007631044,0.3174669522153667,383.17,True
random,12,9,0.5230995977141674,0.3174669522153667,436.79,True
random,12,10,,0.3174669522153667,448.19,False
random,12,11,0.21222056285856372,0.21222056285856372,489.64,True
random,12,12,0.2668629586211375,0.21222056285856372,678.15,True
random,12,13,0.20358975350080327,0.20358975350080327,722.96,True
random,12,14,0.19292121966222656,0.19292121966222656,887.97,True
random,12,15,0.4244928990555924,0.19292121966222656,914.14,True
random,12,16,0.34468549100001966,0.19292121966222656,947.12,True
random,12,17,0.1965648017524017,0.19292121966222656,1116.6,True
random,12,18,,0.19292121966222656,1150.94,False
random,12,19,0.29790225779080415,0.19292121966222656,1191.39,True
random,12,20,,0.19292121966222656,1204.19,False
random,12,21,0.6247852878521076,0.19292121966222656,1247.77,True
random,12,22,0.25649229164798176,0.19292121966222656,1342.53,True
random,12,23,0.19369624915392455,0.19292121966222656,1384.59,True
random,12,24,,0.19292121966222656,1395.33,False
random,12,25,0.18831133832012645,0.18831133832012645,1561.36,True
random,12,26,0.3441996614943718,0.18831133832012645,1592.8,True
random,12,27,0.1764008209865632,0.1764008209865632,1752.83,True
random,12,28,0.18616951971023157,0.1764008209865632,1912.81,True
random,12,29,0.41727820110029057,0.1764008209865632,2088.45,True
random,12,30,,0.1764008209865632,2095.94,False
random,12,31,0.1727090953347652,0.1727090953347652,2231.92,True
random,12,32,0.6055293257654788,0.1727090953347652,2282.48,True
random,12,33,,0.1727090953347652,2318.06,False
random,12,34,,0.1727090953347652,2356.45,False
random,12,35,0.20562729564804297,0.1727090953347652,2511.09,True
random,13,1,,,12.09,False
random,13,2,,,20.35,False
random,13,3,0.44727382375509944,0.44727382375509944,62.7,True
random,13,4,,0.44727382375509944,69.22,False
random,13,5,0.4577162745031951,0.44727382375509944,119.64,True
random,13,6,0.45396437073585777,0.44727382375509944,215.82,True
random,13,7,0.6099704381073986,0.44727382375509944,275.36,True
random,13,8,0.5183792698129974,0.44727382375509944,354.0,True
random,13,9,0.4192026845207852,0.4192026845207852,429.11,True
random,13,10,0.8302525264977069,0.4192026845207852,458.58,True
random,13,11,,0.4192026845207852,478.17,False
random,13,12,0.493299673405099,0.4192026845207852,600.1,True
random,13,13,,0.4192026845207852,605.47,False
random,13,14,0.44944844190775596,0.4192026845207852,637.59,True
random,13,15,0.36718916413902725,0.36718916413902725,754.72,True
random,13,16,0.34223901919899735,0.34223901919899735,874.26,True
random,13,17,0.7930867954476412,0.34223901919899735,1087.09,True
random,13,18,,0.34223901919899735,1108.07,False
random,13,19,0.44532679599897385,0.34223901919899735,1217.04,True
random,13,20,0.5522937802982673,0.34223901919899735,1300.74,True
