epsilon,sigma,cutoff_nm,stable,violations,loss,density_kg_m3,dhvap_kj_mol
6.0,0.44,1.1159,False,blowup,,,
6.0,0.45,1.1159,False,blowup,,,
6.25,0.3,1.1159,False,min_image,,,
6.25,0.31,1.1159,False,min_image,,,
6.25,0.32,1.1159,False,min_image,,,
6.25,0.33,1.1159,False,min_image,,,
6.25,0.34,1.1159,False,min_image,,,
6.25,0.35,1.1159,False,min_image,,,
6.25,0.36,1.1159,False,min_image,,,
6.25,0.37,1.1159,False,min_image,,,
6.25,0.38,1.1159,False,min_image,,,
6.25,0.39,1.1159,False,min_image,,,
6.25,0.4,1.1159,False,min_image,,,
6.25,0.41,1.1159,False,min_image,,,
6.25,0.42,1.1159,False,blowup,,,
6.25,0.43,1.1159,False,blowup,,,
6.25,0.44,1.1159,False,blowup,,,
6.25,0.45,1.1159,False,blowup,,,
6.5,0.3,1.1159,False,min_image,,,
6.5,0.31,1.1159,False,min_image,,,
6.5,0.32,1.1159,False,min_image,,,
6.5,0.33,1.1159,False,min_image,,,
6.5,0.34,1.1159,False,min_image,,,
6.5,0.35,1.1159,False,min_image,,,
6.5,0.36,1.1159,False,min_image,,,
6.5,0.37,1.1159,False,min_image,,,
6.5,0.38,1.1159,False,min_image,,,
6.5,0.39,1.1159,False,min_image,,,
6.5,0.4,1.1159,False,min_image,,,
6.5,0.41,1.1159,False,min_image,,,
6.5,0.42,1.1159,False,blowup,,,
6.5,0.43,1.1159,False,blowup,,,
6.5,0.44,1.1159,False,blowup,,,
6.5,0.45,1.1159,False,blowup,,,
6.75,0.3,1.1159,False,min_image,,,
6.75,0.31,1.1159,False,min_image,,,
6.75,0.32,1.1159,False,min_image,,,
6.75,0.33,1.1159,False,min_image,,,
6.75,0.34,1.1159,False,min_image,,,
6.75,0.35,1.1159,False,min_image,,,
6.75,0.36,1.1159,False,min_image,,,
6.75,0.37,1.1159,False,min_image,,,
6.75,0.38,1.1159,False,min_image,,,
6.75,0.39,1.1159,False,min_image,,,
6.75,0.4,1.1159,False,min_image,,,
6.75,0.41,1.1159,False,min_image,,,
6.75,0.42,1.1159,False,blowup,,,
6.75,0.43,1.1159,False,blowup,,,
6.75,0.44,1.1159,False,blowup,,,
6.75,0.45,1.1159,False,blowup,,,
7.0,0.3,1.1159,False,min_image,,,
7.0,0.31,1.1159,False,min_image,,,
7.0,0.32,1.1159,False,min_image,,,
7.0,0.33,1.1159,False,min_image,,,
7.0,0.34,1.1159,False,min_image,,,
7.0,0.35,1.1159,False,min_image,,,
7.0,0.36,1.1159,False,min_image,,,
7.0,0.37,1.1159,False,min_image,,,
7.0,0.38,1.1159,False,min_image,,,
7.0,0.39,1.1159,False,min_image,,,
7.0,0.4,1.1159,False,min_image,,,
7.0,0.41,1.1159,False,min_image,,,
7.0,0.42,1.1159,False,blowup,,,
7.0,0.43,1.1159,False,blowup,,,
7.0,0.44,1.1159,False,blowup,,,
7.0,0.45,1.1159,False,blowup,,,
