epsilon,sigma,loss,loss_sd,n_stable,crash_frac,violations
0.96154,0.40462,13.053964,0.004883,5,0.0,
0.96154,0.40769,14.964345,0.006758,5,0.0,
0.96154,0.41077,17.085941,0.008047,5,0.0,
0.96154,0.41385,19.436459,0.004632,5,0.0,
0.96154,0.41692,22.029557,0.006473,5,0.0,
0.96154,0.42,24.89191,0.002208,5,0.0,
1.0,0.3,1.040197,0.086285,5,0.0,
1.0,0.30308,1.000846,0.032523,5,0.0,
1.0,0.30615,1.02445,0.030238,5,0.0,
1.0,0.30923,1.014733,0.026447,5,0.0,
1.0,0.31231,0.966982,0.016864,5,0.0,
1.0,0.31538,0.925558,0.058641,5,0.0,
1.0,0.31846,0.857494,0.015646,5,0.0,
1.0,0.32154,0.763644,0.024898,5,0.0,
1.0,0.32462,0.683583,0.017904,5,0.0,
1.0,0.32769,0.611259,0.032326,5,0.0,
1.0,0.33077,0.489006,0.019214,5,0.0,
1.0,0.33385,0.355026,0.022596,5,0.0,
1.0,0.33692,0.193982,0.023152,5,0.0,
1.0,0.34,0.051824,0.016079,5,0.0,
1.0,0.34308,0.153338,0.017423,5,0.0,
1.0,0.34615,0.310788,0.077978,5,0.0,
1.0,0.34923,0.565172,0.020421,5,0.0,
1.0,0.35231,0.467526,0.018254,5,0.0,
1.0,0.35538,0.321118,0.004347,5,0.0,
1.0,0.35846,0.51425,0.002111,5,0.0,
1.0,0.36154,0.778099,0.017516,5,0.0,
1.0,0.36462,1.094278,0.005449,5,0.0,
1.0,0.36769,1.474098,0.009202,5,0.0,
1.0,0.37077,1.921478,0.009949,5,0.0,
1.0,0.37385,2.424712,0.005148,5,0.0,
1.0,0.37692,3.006967,0.005707,5,0.0,
1.0,0.38,3.677305,0.00714,5,0.0,
1.0,0.38308,4.445747,0.010277,5,0.0,
1.0,0.38615,5.306457,0.011664,5,0.0,
1.0,0.38923,6.280567,0.006279,5,0.0,
1.0,0.39231,7.370561,0.002602,5,0.0,
1.0,0.39538,8.64655,0.003997,5,0.0,
1.0,0.39846,10.081875,0.003682,5,0.0,
1.0,0.40154,11.689144,0.007906,5,0.0,
1.0,0.40462,13.477291,0.005038,5,0.0,
1.0,0.40769,15.472085,0.007674,5,0.0,
1.0,0.41077,17.671555,0.002967,5,0.0,
1.0,0.41385,20.117968,0.003479,5,0.0,
1.0,0.41692,22.818112,0.003827,5,0.0,
1.0,0.42,25.792304,0.00369,5,0.0,
1.03846,0.3,0.928829,0.056164,5,0.0,
1.03846,0.30308,1.009253,0.047841,5,0.0,
1.03846,0.30615,0.986616,0.061259,5,0.0,
1.03846,0.30923,1.025818,0.032169,5,0.0,
1.03846,0.31231,0.999682,0.03619,5,0.0,
1.03846,0.31538,0.961892,0.0238,5,0.0,
1.03846,0.31846,0.890879,0.02046,5,0.0,
1.03846,0.32154,0.812114,0.02717,5,0.0,
1.03846,0.32462,0.731885,0.010757,5,0.0,
1.03846,0.32769,0.646763,0.065215,5,0.0,
1.03846,0.33077,0.499347,0.038435,5,0.0,
1.03846,0.33385,0.3854,0.03514,5,0.0,
1.03846,0.33692,0.266804,0.029353,5,0.0,
1.03846,0.34,0.093441,0.03272,5,0.0,
1.03846,0.34308,0.118192,0.027995,5,0.0,
1.03846,0.34615,0.321216,0.142898,5,0.0,
1.03846,0.34923,0.670773,0.009622,5,0.0,
1.03846,0.35231,0.556225,0.040277,5,0.0,
1.03846,0.35538,0.428344,0.016138,5,0.0,
1.03846,0.35846,0.4769,0.007577,5,0.0,
1.03846,0.36154,0.746994,0.010447,5,0.0,
1.03846,0.36462,1.07447,0.011218,5,0.0,
1.03846,0.36769,1.471266,0.004099,5,0.0,
1.03846,0.37077,1.927645,0.012733,5,0.0,
1.03846,0.37385,2.446008,0.005483,5,0.0,
1.03846,0.37692,3.067625,0.00599,5,0.0,
1.03846,0.38,3.755592,0.00839,5,0.0,
1.03846,0.38308,4.550273,0.009133,5,0.0,
1.03846,0.38615,5.444718,0.004572,5,0.0,
1.03846,0.38923,6.462258,0.008625,5,0.0,
1.03846,0.39231,7.596958,0.002363,5,0.0,
1.03846,0.39538,8.878541,0.005263,5,0.0,
1.03846,0.39846,10.376034,0.007766,5,0.0,
1.03846,0.40154,12.041107,0.006954,5,0.0,
1.03846,0.40462,13.904343,0.007863,5,0.0,
1.03846,0.40769,15.96449,0.003197,5,0.0,
1.03846,0.41077,18.263999,0.004872,5,0.0,
1.03846,0.41385,20.792564,0.006576,5,0.0,
1.03846,0.41692,23.602795,0.005247,5,0.0,
1.03846,0.42,26.695504,0.007416,5,0.0,
1.07692,0.3,0.874096,0.046923,5,0.0,
1.07692,0.30308,0.926499,0.077845,5,0.0,
1.07692,0.30615,0.952547,0.066677,5,0.0,
1.07692,0.30923,0.94993,0.027537,5,0.0,
1.07692,0.31231,0.980819,0.063604,5,0.0,
1.07692,0.31538,0.953291,0.031347,5,0.0,
1.07692,0.31846,0.945167,0.025578,5,0.0,
1.07692,0.32154,0.871337,0.025098,5,0.0,
1.07692,0.32462,0.778728,0.031198,5,0.0,
1.07692,0.32769,0.682416,0.012569,5,0.0,
1.07692,0.33077,0.575028,0.053514,5,0.0,
1.07692,0.33385,0.454864,0.03314,5,0.0,
1.07692,0.33692,0.323603,0.019391,5,0.0,
1.07692,0.34,0.191532,0.016375,5,0.0,
1.07692,0.34308,0.087276,0.015288,5,0.0,
1.07692,0.34615,0.654755,0.289163,5,0.0,
1.07692,0.34923,0.773359,0.034033,5,0.0,
1.07692,0.35231,0.671791,0.018285,5,0.0,
1.07692,0.35538,0.514896,0.005696,5,0.0,
1.07692,0.35846,0.432525,0.006758,5,0.0,
1.07692,0.36154,0.7102,0.014595,5,0.0,
1.07692,0.36462,1.049366,0.003533,5,0.0,
1.07692,0.36769,1.464611,0.00471,5,0.0,
1.07692,0.37077,1.92761,0.003806,5,0.0,
1.07692,0.37385,2.488897,0.009379,5,0.0,
1.07692,0.37692,3.119722,0.012539,5,0.0,
1.07692,0.38,3.845749,0.006597,5,0.0,
1.07692,0.38308,4.664289,0.005154,5,0.0,
1.07692,0.38615,5.585828,0.010216,5,0.0,
1.07692,0.38923,6.637217,0.005844,5,0.0,
1.07692,0.39231,7.809459,0.005639,5,0.0,
1.07692,0.39538,9.136476,0.00359,5,0.0,
1.07692,0.39846,10.669242,0.007483,5,0.0,
1.07692,0.40154,12.396088,0.009143,5,0.0,
1.07692,0.40462,14.321034,0.002497,5,0.0,
1.07692,0.40769,16.472553,0.007227,5,0.0,
1.07692,0.41077,18.84949,0.004465,5,0.0,
1.07692,0.41385,21.483501,0.004038,5,0.0,
1.07692,0.41692,24.380999,0.004343,5,0.0,
1.07692,0.42,27.590171,0.005879,5,0.0,
1.11538,0.3,0.85966,0.029751,5,0.0,
1.11538,0.30308,0.887712,0.056386,5,0.0,
1.11538,0.30615,0.921671,0.083302,5,0.0,
1.11538,0.30923,0.92042,0.062065,5,0.0,
1.11538,0.31231,0.935637,0.047316,5,0.0,
1.11538,0.31538,0.978071,0.023584,5,0.0,
1.11538,0.31846,0.966318,0.032453,5,0.0,
1.11538,0.32154,0.870428,0.056074,5,0.0,
1.11538,0.32462,0.808769,0.017527,5,0.0,
1.11538,0.32769,0.744334,0.020511,5,0.0,
1.11538,0.33077,0.640899,0.025105,5,0.0,
1.11538,0.33385,0.519098,0.017424,5,0.0,
1.11538,0.33692,0.403667,0.03483,5,0.0,
1.11538,0.34,0.271662,0.017532,5,0.0,
1.11538,0.34308,0.151467,0.039094,5,0.0,
1.11538,0.34615,0.62343,0.37969,5,0.0,
1.11538,0.34923,0.876866,0.021551,5,0.0,
1.11538,0.35231,0.755829,0.005406,5,0.0,
1.11538,0.35538,0.583444,0.010077,5,0.0,
1.11538,0.35846,0.391687,0.006769,5,0.0,
1.11538,0.36154,0.689668,0.009765,5,0.0,
1.11538,0.36462,1.034972,0.008324,5,0.0,
1.11538,0.36769,1.456079,0.002475,5,0.0,
1.11538,0.37077,1.950426,0.006469,5,0.0,
1.11538,0.37385,2.51652,0.00412,5,0.0,
1.11538,0.37692,3.174016,0.005766,5,0.0,
1.11538,0.38,3.919576,0.005102,5,0.0,
1.11538,0.38308,4.767003,0.001856,5,0.0,
1.11538,0.38615,5.731311,0.01105,5,0.0,
1.11538,0.38923,6.815007,0.004549,5,0.0,
1.11538,0.39231,8.034602,0.004386,5,0.0,
1.11538,0.39538,9.400692,0.005767,5,0.0,
1.11538,0.39846,10.962361,0.005601,5,0.0,
1.11538,0.40154,12.753002,0.003819,5,0.0,
1.11538,0.40462,14.747557,0.004551,5,0.0,
1.11538,0.40769,16.970426,0.006368,5,0.0,
1.11538,0.41077,19.432773,0.003406,5,0.0,
1.11538,0.41385,22.156246,0.004299,5,0.0,
1.11538,0.41692,25.169689,0.005501,5,0.0,
1.11538,0.42,28.49147,0.003704,5,0.0,
1.15385,0.3,0.767427,0.044796,5,0.0,
1.15385,0.30308,0.82469,0.061023,5,0.0,
1.15385,0.30615,0.786836,0.022195,5,0.0,
1.15385,0.30923,0.855673,0.072592,5,0.0,
1.15385,0.31231,0.885811,0.041803,5,0.0,
1.15385,0.31538,0.920645,0.0563,5,0.0,
1.15385,0.31846,0.957059,0.002827,5,0.0,
1.15385,0.32154,0.898479,0.044615,5,0.0,
1.15385,0.32462,0.871853,0.028792,5,0.0,
1.15385,0.32769,0.792003,0.02337,5,0.0,
1.15385,0.33077,0.701376,0.024871,5,0.0,
1.15385,0.33385,0.589023,0.006794,5,0.0,
1.15385,0.33692,0.477031,0.034669,5,0.0,
1.15385,0.34,0.354903,0.017592,5,0.0,
1.15385,0.34308,0.248748,0.01564,5,0.0,
1.15385,0.34615,1.01308,0.030434,5,0.0,
1.15385,0.34923,0.989979,0.014678,5,0.0,
1.15385,0.35231,0.874571,0.012104,5,0.0,
1.15385,0.35538,0.691788,0.011076,5,0.0,
1.15385,0.35846,0.455236,0.010587,5,0.0,
1.15385,0.36154,0.642864,0.004868,5,0.0,
1.15385,0.36462,1.005491,0.008774,5,0.0,
1.15385,0.36769,1.443901,0.00758,5,0.0,
1.15385,0.37077,1.955805,0.011268,5,0.0,
1.15385,0.37385,2.54618,0.009296,5,0.0,
1.15385,0.37692,3.222335,0.011165,5,0.0,
1.15385,0.38,3.997851,0.009477,5,0.0,
1.15385,0.38308,4.874532,0.010522,5,0.0,
1.15385,0.38615,5.874605,0.004843,5,0.0,
1.15385,0.38923,6.991316,0.004488,5,0.0,
1.15385,0.39231,8.258614,0.00511,5,0.0,
1.15385,0.39538,9.667824,0.004916,5,0.0,
1.15385,0.39846,11.253767,0.002966,5,0.0,
1.15385,0.40154,13.108861,0.006223,5,0.0,
1.15385,0.40462,15.180601,0.005858,5,0.0,
1.15385,0.40769,17.467795,0.004455,5,0.0,
1.15385,0.41077,20.013909,0.006413,5,0.0,
1.15385,0.41385,22.840246,0.007867,5,0.0,
1.15385,0.41692,25.950026,0.007048,5,0.0,
1.15385,0.42,29.389536,0.00348,5,0.0,
1.19231,0.3,0.756524,0.02913,5,0.0,
1.19231,0.30308,0.786956,0.019176,5,0.0,
1.19231,0.30615,0.786263,0.013503,5,0.0,
1.19231,0.30923,0.82597,0.040338,5,0.0,
1.19231,0.31231,0.884855,0.012624,5,0.0,
1.19231,0.31538,0.907526,0.054835,5,0.0,
1.19231,0.31846,0.943215,0.037548,5,0.0,
1.19231,0.32154,0.958218,0.024762,5,0.0,
1.19231,0.32462,0.948941,0.042523,5,0.0,
1.19231,0.32769,0.873759,0.024151,5,0.0,
1.19231,0.33077,0.785403,0.028388,5,0.0,
1.19231,0.33385,0.661177,0.014781,5,0.0,
1.19231,0.33692,0.548925,0.03544,5,0.0,
1.19231,0.34,0.431593,0.016716,5,0.0,
1.19231,0.34308,0.340396,0.043036,5,0.0,
1.19231,0.34615,1.164298,0.018679,5,0.0,
1.19231,0.34923,1.083564,0.015545,5,0.0,
1.19231,0.35231,0.961184,0.007268,5,0.0,
1.19231,0.35538,0.782412,0.014451,5,0.0,
1.19231,0.35846,0.545898,0.011608,5,0.0,
1.19231,0.36154,0.610785,0.008858,5,0.0,
1.19231,0.36462,0.989501,0.010307,5,0.0,
1.19231,0.36769,1.441632,0.003762,5,0.0,
1.19231,0.37077,1.963787,0.005748,5,0.0,
1.19231,0.37385,2.574531,0.009511,5,0.0,
1.19231,0.37692,3.268223,0.005028,5,0.0,
1.19231,0.38,4.077244,0.003898,5,0.0,
1.19231,0.38308,4.979869,0.005854,5,0.0,
1.19231,0.38615,6.009847,0.007605,5,0.0,
1.19231,0.38923,7.170261,0.011322,5,0.0,
1.19231,0.39231,8.47719,0.007508,5,0.0,
1.19231,0.39538,9.93975,0.00606,5,0.0,
1.19231,0.39846,11.570669,0.006396,5,0.0,
1.19231,0.40154,13.464217,0.004086,5,0.0,
1.19231,0.40462,15.599615,0.005528,5,0.0,
1.19231,0.40769,17.972981,0.004286,5,0.0,
1.19231,0.41077,20.601707,0.003556,5,0.0,
1.19231,0.41385,23.516907,0.00674,5,0.0,
1.19231,0.41692,26.738778,0.006749,5,0.0,
1.19231,0.42,30.286878,0.002838,5,0.0,
1.23077,0.3,0.755164,0.043598,5,0.0,
1.23077,0.30308,0.768363,0.048106,5,0.0,
1.23077,0.30615,0.795726,0.036726,5,0.0,
1.23077,0.30923,0.822396,0.038217,5,0.0,
1.23077,0.31231,0.8506,0.023141,5,0.0,
1.23077,0.31538,0.89805,0.018427,5,0.0,
1.23077,0.31846,0.971209,0.036006,5,0.0,
1.23077,0.32154,1.006783,0.026411,5,0.0,
1.23077,0.32462,1.023623,0.014235,5,0.0,
1.23077,0.32769,0.927253,0.045022,5,0.0,
1.23077,0.33077,0.836148,0.032892,5,0.0,
1.23077,0.33385,0.736047,0.043082,5,0.0,
1.23077,0.33692,0.62608,0.026477,5,0.0,
1.23077,0.34,0.510404,0.02666,5,0.0,
1.23077,0.34308,0.58628,0.210651,5,0.0,
1.23077,0.34615,1.248231,0.032674,5,0.0,
1.23077,0.34923,1.209038,0.00396,5,0.0,
1.23077,0.35231,1.067454,0.006835,5,0.0,
1.23077,0.35538,0.873347,0.008923,5,0.0,
1.23077,0.35846,0.626738,0.010976,5,0.0,
1.23077,0.36154,0.576647,0.008618,5,0.0,
1.23077,0.36462,0.969503,0.004062,5,0.0,
1.23077,0.36769,1.44139,0.005619,5,0.0,
1.23077,0.37077,1.982327,0.00314,5,0.0,
1.23077,0.37385,2.609148,0.007895,5,0.0,
1.23077,0.37692,3.326834,0.004669,5,0.0,
1.23077,0.38,4.152643,0.004563,5,0.0,
1.23077,0.38308,5.090784,0.008914,5,0.0,
1.23077,0.38615,6.155914,0.004056,5,0.0,
1.23077,0.38923,7.353049,0.005961,5,0.0,
1.23077,0.39231,8.698586,0.006895,5,0.0,
1.23077,0.39538,10.203594,0.002864,5,0.0,
1.23077,0.39846,11.894066,0.003576,5,0.0,
1.23077,0.40154,13.820675,0.004796,5,0.0,
1.23077,0.40462,16.020766,0.006129,5,0.0,
1.23077,0.40769,18.471073,0.003688,5,0.0,
1.23077,0.41077,21.190585,0.003106,5,0.0,
1.23077,0.41385,24.199324,0.011903,5,0.0,
1.23077,0.41692,27.527409,0.001868,5,0.0,
1.23077,0.42,31.189104,0.006855,5,0.0,
1.26923,0.3,0.771338,0.012979,5,0.0,
1.26923,0.30308,0.784244,0.007941,5,0.0,
1.26923,0.30615,0.804507,0.042459,5,0.0,
1.26923,0.30923,0.831549,0.042188,5,0.0,
1.26923,0.31231,0.851806,0.061227,5,0.0,
1.26923,0.31538,0.91665,0.021375,5,0.0,
1.26923,0.31846,0.97909,0.07589,5,0.0,
1.26923,0.32154,0.995892,0.071591,5,0.0,
1.26923,0.32462,1.050626,0.024651,5,0.0,
1.26923,0.32769,1.008736,0.026463,5,0.0,
1.26923,0.33077,0.915958,0.032658,5,0.0,
1.26923,0.33385,0.803425,0.017332,5,0.0,
1.26923,0.33692,0.688785,0.01603,5,0.0,
1.26923,0.34,0.587013,0.023182,5,0.0,
1.26923,0.34308,1.048638,0.378486,5,0.0,
1.26923,0.34615,1.385335,0.023983,5,0.0,
1.26923,0.34923,1.290596,0.014807,5,0.0,
1.26923,0.35231,1.156798,0.010258,5,0.0,
1.26923,0.35538,0.965268,0.013232,5,0.0,
1.26923,0.35846,0.708608,0.015115,5,0.0,
1.26923,0.36154,0.544162,0.013256,5,0.0,
1.26923,0.36462,0.949247,0.005661,5,0.0,
1.26923,0.36769,1.419602,0.010314,5,0.0,
1.26923,0.37077,1.989169,0.010916,5,0.0,
1.26923,0.37385,2.639919,0.010552,5,0.0,
1.26923,0.37692,3.37549,0.00784,5,0.0,
1.26923,0.38,4.225989,0.007491,5,0.0,
1.26923,0.38308,5.198456,0.008272,5,0.0,
1.26923,0.38615,6.292832,0.004911,5,0.0,
1.26923,0.38923,7.531898,0.008622,5,0.0,
1.26923,0.39231,8.919655,0.005897,5,0.0,
1.26923,0.39538,10.47636,0.007485,5,0.0,
1.26923,0.39846,12.211,0.007575,5,0.0,
1.26923,0.40154,14.180486,0.00611,5,0.0,
1.26923,0.40462,16.450369,0.006426,5,0.0,
1.26923,0.40769,18.976905,0.002859,5,0.0,
1.26923,0.41077,21.778478,0.002285,5,0.0,
1.26923,0.41385,24.881092,0.005471,5,0.0,
1.26923,0.41692,28.307433,0.004546,5,0.0,
1.26923,0.42,32.08243,0.001179,5,0.0,
1.30769,0.3,0.766476,0.034598,5,0.0,
1.30769,0.30308,0.764251,0.031937,5,0.0,
1.30769,0.30615,0.791699,0.029449,5,0.0,
1.30769,0.30923,0.82013,0.057626,5,0.0,
1.30769,0.31231,0.849783,0.021556,5,0.0,
1.30769,0.31538,0.905932,0.021645,5,0.0,
1.30769,0.31846,0.960774,0.033514,5,0.0,
1.30769,0.32154,1.073205,0.050157,5,0.0,
1.30769,0.32462,1.127489,0.018517,5,0.0,
1.30769,0.32769,1.079203,0.019996,5,0.0,
1.30769,0.33077,0.989895,0.036106,5,0.0,
1.30769,0.33385,0.887414,0.028905,5,0.0,
1.30769,0.33692,0.769898,0.039532,5,0.0,
1.30769,0.34,0.703374,0.014486,5,0.0,
1.30769,0.34308,1.068495,0.434084,5,0.0,
1.30769,0.34615,1.47898,0.016498,5,0.0,
1.30769,0.34923,1.398208,0.007215,5,0.0,
1.30769,0.35231,1.244718,0.020331,5,0.0,
1.30769,0.35538,1.057239,0.011817,5,0.0,
1.30769,0.35846,0.795463,0.005155,5,0.0,
1.30769,0.36154,0.500554,0.004738,5,0.0,
1.30769,0.36462,0.920773,0.009844,5,0.0,
1.30769,0.36769,1.416661,0.007491,5,0.0,
1.30769,0.37077,1.998571,0.009225,5,0.0,
1.30769,0.37385,2.663588,0.002053,5,0.0,
1.30769,0.37692,3.430224,0.012571,5,0.0,
1.30769,0.38,4.307295,0.006621,5,0.0,
1.30769,0.38308,5.30849,0.006376,5,0.0,
1.30769,0.38615,6.437559,0.003722,5,0.0,
1.30769,0.38923,7.711742,0.003972,5,0.0,
1.30769,0.39231,9.141186,0.007309,5,0.0,
1.30769,0.39538,10.743944,0.007986,5,0.0,
1.30769,0.39846,12.533403,0.008124,5,0.0,
1.30769,0.40154,14.531687,0.003686,5,0.0,
1.30769,0.40462,16.875839,0.005635,5,0.0,
1.30769,0.40769,19.47553,0.003636,5,0.0,
1.30769,0.41077,22.365295,0.003276,5,0.0,
1.30769,0.41385,25.561149,0.003493,5,0.0,
1.30769,0.41692,29.090537,0.006359,5,0.0,
1.30769,0.42,32.986334,0.008086,5,0.0,
1.34615,0.3,0.789418,0.018884,5,0.0,
1.34615,0.30308,0.771853,0.012352,5,0.0,
1.34615,0.30615,0.813103,0.035006,5,0.0,
1.34615,0.30923,0.803012,0.026437,5,0.0,
1.34615,0.31231,0.855727,0.037801,5,0.0,
1.34615,0.31538,0.896686,0.039026,5,0.0,
1.34615,0.31846,0.955596,0.02047,5,0.0,
1.34615,0.32154,0.997882,0.063424,5,0.0,
1.34615,0.32462,1.116772,0.058538,5,0.0,
1.34615,0.32769,1.117967,0.019643,5,0.0,
1.34615,0.33077,1.064163,0.038229,5,0.0,
1.34615,0.33385,0.956562,0.011831,5,0.0,
1.34615,0.33692,0.852987,0.023873,5,0.0,
1.34615,0.34,0.79367,0.029695,5,0.0,
1.34615,0.34308,1.504086,0.26165,5,0.0,
1.34615,0.34615,1.59716,0.015727,5,0.0,
1.34615,0.34923,1.513698,0.016182,5,0.0,
1.34615,0.35231,1.360219,0.011383,5,0.0,
1.34615,0.35538,1.146339,0.01164,5,0.0,
1.34615,0.35846,0.882657,0.006791,5,0.0,
1.34615,0.36154,0.539416,0.013106,5,0.0,
1.34615,0.36462,0.907748,0.013542,5,0.0,
1.34615,0.36769,1.413509,0.005155,5,0.0,
1.34615,0.37077,2.001977,0.004549,5,0.0,
1.34615,0.37385,2.697163,0.004465,5,0.0,
1.34615,0.37692,3.482165,0.010541,5,0.0,
1.34615,0.38,4.388041,0.002091,5,0.0,
1.34615,0.38308,5.411225,0.004665,5,0.0,
1.34615,0.38615,6.574019,0.005369,5,0.0,
1.34615,0.38923,7.892001,0.007595,5,0.0,
1.34615,0.39231,9.360375,0.003298,5,0.0,
1.34615,0.39538,11.013223,0.004714,5,0.0,
1.34615,0.39846,12.855193,0.004036,5,0.0,
1.34615,0.40154,14.906876,0.005092,5,0.0,
1.34615,0.40462,17.293745,0.006577,5,0.0,
1.34615,0.40769,19.974354,0.006442,5,0.0,
1.34615,0.41077,22.950175,0.004359,5,0.0,
1.34615,0.41385,26.233799,0.005328,5,0.0,
1.34615,0.41692,29.877078,0.002941,5,0.0,
1.34615,0.42,33.88766,0.003519,5,0.0,
1.38462,0.3,0.761932,0.02734,5,0.0,
1.38462,0.30308,0.794569,0.031258,5,0.0,
1.38462,0.30615,0.818388,0.024304,5,0.0,
1.38462,0.30923,0.84554,0.034175,5,0.0,
1.38462,0.31231,0.833104,0.029318,5,0.0,
1.38462,0.31538,0.904482,0.024652,5,0.0,
1.38462,0.31846,0.957165,0.023767,5,0.0,
1.38462,0.32154,0.995211,0.036572,5,0.0,
1.38462,0.32462,1.113395,0.014177,5,0.0,
1.38462,0.32769,1.197859,0.018777,5,0.0,
1.38462,0.33077,1.122348,0.027167,5,0.0,
1.38462,0.33385,1.041242,0.032489,5,0.0,
1.38462,0.33692,0.954405,0.033947,5,0.0,
1.38462,0.34,0.860166,0.012256,5,0.0,
1.38462,0.34308,1.697026,0.114714,5,0.0,
1.38462,0.34615,1.71423,0.014729,5,0.0,
1.38462,0.34923,1.622803,0.006335,5,0.0,
1.38462,0.35231,1.460006,0.005185,5,0.0,
1.38462,0.35538,1.240522,0.016116,5,0.0,
1.38462,0.35846,0.951316,0.013659,5,0.0,
1.38462,0.36154,0.598411,0.011657,5,0.0,
1.38462,0.36462,0.879661,0.008334,5,0.0,
1.38462,0.36769,1.40024,0.010127,5,0.0,
1.38462,0.37077,2.012396,0.004061,5,0.0,
1.38462,0.37385,2.712355,0.007833,5,0.0,
1.38462,0.37692,3.530754,0.009327,5,0.0,
1.38462,0.38,4.463999,0.004268,5,0.0,
1.38462,0.38308,5.519506,0.003278,5,0.0,
1.38462,0.38615,6.716778,0.007059,5,0.0,
1.38462,0.38923,8.069014,0.00386,5,0.0,
1.38462,0.39231,9.578387,0.006935,5,0.0,
1.38462,0.39538,11.279894,0.003017,5,0.0,
1.38462,0.39846,13.175205,0.005464,5,0.0,
1.38462,0.40154,15.288327,0.006771,5,0.0,
1.38462,0.40462,17.716749,0.008757,5,0.0,
1.38462,0.40769,20.478247,0.005624,5,0.0,
1.38462,0.41077,23.530916,0.003868,5,0.0,
1.38462,0.41385,26.918611,0.003906,5,0.0,
1.38462,0.41692,30.658215,0.005998,5,0.0,
1.38462,0.42,34.785319,0.004949,5,0.0,
1.42308,0.3,0.789689,0.036125,5,0.0,
1.42308,0.30308,0.809827,0.037555,5,0.0,
1.42308,0.30615,0.821669,0.021616,5,0.0,
1.42308,0.30923,0.848266,0.023992,5,0.0,
1.42308,0.31231,0.862796,0.015704,5,0.0,
1.42308,0.31538,0.924989,0.039118,5,0.0,
1.42308,0.31846,1.003687,0.032984,5,0.0,
1.42308,0.32154,1.048344,0.040104,5,0.0,
1.42308,0.32462,1.075875,0.065041,5,0.0,
1.42308,0.32769,1.25233,0.053409,5,0.0,
1.42308,0.33077,1.205408,0.042352,5,0.0,
1.42308,0.33385,1.097808,0.033326,5,0.0,
1.42308,0.33692,1.033808,0.027616,5,0.0,
1.42308,0.34,0.967742,0.036856,5,0.0,
1.42308,0.34308,1.855764,0.016544,5,0.0,
1.42308,0.34615,1.821707,0.008685,5,0.0,
1.42308,0.34923,1.716408,0.014402,5,0.0,
1.42308,0.35231,1.562888,0.013568,5,0.0,
1.42308,0.35538,1.33132,0.00868,5,0.0,
1.42308,0.35846,1.037376,0.015112,5,0.0,
1.42308,0.36154,0.677769,0.007973,5,0.0,
1.42308,0.36462,0.855791,0.007021,5,0.0,
1.42308,0.36769,1.38925,0.009486,5,0.0,
1.42308,0.37077,2.020289,0.012357,5,0.0,
1.42308,0.37385,2.746713,0.008169,5,0.0,
1.42308,0.37692,3.584389,0.009063,5,0.0,
1.42308,0.38,4.547044,0.011558,5,0.0,
1.42308,0.38308,5.628361,0.004277,5,0.0,
1.42308,0.38615,6.854541,0.006763,5,0.0,
1.42308,0.38923,8.246719,0.004676,5,0.0,
1.42308,0.39231,9.80144,0.005819,5,0.0,
1.42308,0.39538,11.543832,0.005952,5,0.0,
1.42308,0.39846,13.500458,0.005009,5,0.0,
1.42308,0.40154,15.664287,0.006192,5,0.0,
1.42308,0.40462,18.144961,0.006495,5,0.0,
1.42308,0.40769,20.978606,0.013353,5,0.0,
1.42308,0.41077,24.121744,0.004655,5,0.0,
1.42308,0.41385,27.600209,0.002184,5,0.0,
1.42308,0.41692,31.442337,0.003199,5,0.0,
1.42308,0.42,35.685294,0.007937,5,0.0,
1.46154,0.3,0.792873,0.043358,5,0.0,
1.46154,0.30308,0.837719,0.010452,5,0.0,
1.46154,0.30615,0.839316,0.014088,5,0.0,
1.46154,0.30923,0.865553,0.025512,5,0.0,
1.46154,0.31231,0.874336,0.018242,5,0.0,
1.46154,0.31538,0.910541,0.020169,5,0.0,
1.46154,0.31846,0.972924,0.045151,5,0.0,
1.46154,0.32154,1.052032,0.026948,5,0.0,
1.46154,0.32462,1.102944,0.041359,5,0.0,
1.46154,0.32769,1.289773,0.042553,5,0.0,
1.46154,0.33077,1.261117,0.024218,5,0.0,
1.46154,0.33385,1.205605,0.017446,5,0.0,
1.46154,0.33692,1.136674,0.046643,5,0.0,
1.46154,0.34,1.029989,0.053736,5,0.0,
1.46154,0.34308,1.944467,0.019006,5,0.0,
1.46154,0.34615,1.919211,0.018472,5,0.0,
1.46154,0.34923,1.819842,0.00781,5,0.0,
1.46154,0.35231,1.652643,0.013921,5,0.0,
1.46154,0.35538,1.423276,0.006531,5,0.0,
1.46154,0.35846,1.123979,0.014144,5,0.0,
1.46154,0.36154,0.752347,0.009941,5,0.0,
1.46154,0.36462,0.830862,0.005808,5,0.0,
1.46154,0.36769,1.385792,0.009287,5,0.0,
1.46154,0.37077,2.031521,0.007843,5,0.0,
1.46154,0.37385,2.781591,0.007508,5,0.0,
1.46154,0.37692,3.633238,0.007722,5,0.0,
1.46154,0.38,4.616258,0.005522,5,0.0,
1.46154,0.38308,5.733235,0.00581,5,0.0,
1.46154,0.38615,6.992878,0.006442,5,0.0,
1.46154,0.38923,8.422002,0.00646,5,0.0,
1.46154,0.39231,10.025975,0.006609,5,0.0,
1.46154,0.39538,11.816728,0.005554,5,0.0,
1.46154,0.39846,13.81474,0.004399,5,0.0,
1.46154,0.40154,16.044747,0.0067,5,0.0,
