epsilon,sigma,loss,loss_sd,n_stable,crash_frac,violations
1.46154,0.40462,18.563766,0.006318,5,0.0,
1.46154,0.40769,21.478602,0.002114,5,0.0,
1.46154,0.41077,24.706303,0.006871,5,0.0,
1.46154,0.41385,28.280577,0.006088,5,0.0,
1.46154,0.41692,32.225405,0.0065,5,0.0,
1.46154,0.42,36.587611,0.003781,5,0.0,
1.5,0.3,0.863934,0.050756,5,0.0,
1.5,0.30308,0.859963,0.016873,5,0.0,
1.5,0.30615,0.882295,0.030483,5,0.0,
1.5,0.30923,0.90913,0.024706,5,0.0,
1.5,0.31231,0.911796,0.002591,5,0.0,
1.5,0.31538,0.95006,0.023853,5,0.0,
1.5,0.31846,0.997089,0.032534,5,0.0,
1.5,0.32154,1.061189,0.032351,5,0.0,
1.5,0.32462,1.077505,0.016267,5,0.0,
1.5,0.32769,1.253767,0.040127,5,0.0,
1.5,0.33077,1.319072,0.021183,5,0.0,
1.5,0.33385,1.27003,0.0175,5,0.0,
1.5,0.33692,1.226557,0.035686,5,0.0,
1.5,0.34,1.139655,0.031406,5,0.0,
1.5,0.34308,2.066171,0.015292,5,0.0,
1.5,0.34615,2.031514,0.025368,5,0.0,
1.5,0.34923,1.922164,0.008126,5,0.0,
1.5,0.35231,1.742826,0.011267,5,0.0,
1.5,0.35538,1.523355,0.015318,5,0.0,
1.5,0.35846,1.213273,0.00807,5,0.0,
1.5,0.36154,0.825635,0.015002,5,0.0,
1.5,0.36462,0.803104,0.008107,5,0.0,
1.5,0.36769,1.372644,0.009638,5,0.0,
1.5,0.37077,2.035731,0.008577,5,0.0,
1.5,0.37385,2.809964,0.003246,5,0.0,
1.5,0.37692,3.687888,0.003999,5,0.0,
1.5,0.38,4.694986,0.008377,5,0.0,
1.5,0.38308,5.842232,0.010512,5,0.0,
1.5,0.38615,7.136704,0.00368,5,0.0,
1.5,0.38923,8.59778,0.005192,5,0.0,
1.5,0.39231,10.243559,0.006344,5,0.0,
1.5,0.39538,12.080817,0.005587,5,0.0,
1.5,0.39846,14.133191,0.003093,5,0.0,
1.5,0.40154,16.422745,0.005355,5,0.0,
1.5,0.40462,18.990877,0.005387,5,0.0,
1.5,0.40769,21.973027,0.006379,5,0.0,
1.5,0.41077,25.290723,0.001461,5,0.0,
1.5,0.41385,28.956687,0.005874,5,0.0,
1.5,0.41692,33.011254,0.001814,5,0.0,
1.5,0.42,37.480427,0.005735,5,0.0,
1.53846,0.3,0.834746,0.04722,5,0.0,
1.53846,0.30308,0.891052,0.046291,5,0.0,
1.53846,0.30615,0.927537,0.028874,5,0.0,
1.53846,0.30923,0.96054,0.021639,5,0.0,
1.53846,0.31231,0.958401,0.025454,5,0.0,
1.53846,0.31538,0.968708,0.020182,5,0.0,
1.53846,0.31846,1.037661,0.04343,5,0.0,
1.53846,0.32154,1.105257,0.022933,5,0.0,
1.53846,0.32462,1.150058,0.018909,5,0.0,
1.53846,0.32769,1.239671,0.050399,5,0.0,
1.53846,0.33077,1.405614,0.036542,5,0.0,
1.53846,0.33385,1.356098,0.028581,5,0.0,
1.53846,0.33692,1.299556,0.064606,5,0.0,
1.53846,0.34,1.818285,0.382635,5,0.0,
1.53846,0.34308,2.188826,0.014552,5,0.0,
1.53846,0.34615,2.147894,0.015552,5,0.0,
1.53846,0.34923,2.02543,0.006858,5,0.0,
1.53846,0.35231,1.85291,0.007174,5,0.0,
1.53846,0.35538,1.610187,0.002263,5,0.0,
1.53846,0.35846,1.293498,0.010497,5,0.0,
1.53846,0.36154,0.902851,0.007376,5,0.0,
1.53846,0.36462,0.782844,0.01045,5,0.0,
1.53846,0.36769,1.363674,0.009212,5,0.0,
1.53846,0.37077,2.047981,0.010056,5,0.0,
1.53846,0.37385,2.832402,0.007242,5,0.0,
1.53846,0.37692,3.734853,0.007176,5,0.0,
1.53846,0.38,4.770195,0.005036,5,0.0,
1.53846,0.38308,5.947728,0.005134,5,0.0,
1.53846,0.38615,7.279678,0.00351,5,0.0,
1.53846,0.38923,8.778453,0.008827,5,0.0,
1.53846,0.39231,10.468349,0.009094,5,0.0,
1.53846,0.39538,12.349205,0.004607,5,0.0,
1.53846,0.39846,14.456686,0.00596,5,0.0,
1.53846,0.40154,16.800604,0.003069,5,0.0,
1.53846,0.40462,19.413459,0.007879,5,0.0,
1.53846,0.40769,22.479125,0.005009,5,0.0,
1.53846,0.41077,25.877888,0.006659,5,0.0,
1.53846,0.41385,29.637482,0.005525,5,0.0,
1.53846,0.41692,33.79423,0.008971,5,0.0,
1.53846,0.42,38.38118,0.00872,5,0.0,
1.57692,0.3,0.870947,0.06895,5,0.0,
1.57692,0.30308,0.940902,0.037115,5,0.0,
1.57692,0.30615,0.991447,0.043031,5,0.0,
1.57692,0.30923,1.000968,0.042963,5,0.0,
1.57692,0.31231,1.009495,0.022701,5,0.0,
1.57692,0.31538,1.029984,0.017156,5,0.0,
1.57692,0.31846,1.080248,0.061433,5,0.0,
1.57692,0.32154,1.155577,0.021678,5,0.0,
1.57692,0.32462,1.199717,0.014171,5,0.0,
1.57692,0.32769,1.251711,0.045526,5,0.0,
1.57692,0.33077,1.45921,0.008212,5,0.0,
1.57692,0.33385,1.459386,0.040784,5,0.0,
1.57692,0.33692,1.389722,0.014511,5,0.0,
1.57692,0.34,2.057703,0.394955,5,0.0,
1.57692,0.34308,2.309826,0.018838,5,0.0,
1.57692,0.34615,2.251654,0.012045,5,0.0,
1.57692,0.34923,2.135617,0.022613,5,0.0,
1.57692,0.35231,1.959468,0.013539,5,0.0,
1.57692,0.35538,1.699117,0.010578,5,0.0,
1.57692,0.35846,1.378,0.009636,5,0.0,
1.57692,0.36154,0.973511,0.004441,5,0.0,
1.57692,0.36462,0.755206,0.012874,5,0.0,
1.57692,0.36769,1.359098,0.005962,5,0.0,
1.57692,0.37077,2.051492,0.004454,5,0.0,
1.57692,0.37385,2.863624,0.00725,5,0.0,
1.57692,0.37692,3.794896,0.008765,5,0.0,
1.57692,0.38,4.85007,0.007436,5,0.0,
1.57692,0.38308,6.052975,0.004799,5,0.0,
1.57692,0.38615,7.421033,0.009688,5,0.0,
1.57692,0.38923,8.956874,0.008202,5,0.0,
1.57692,0.39231,10.683127,0.00215,5,0.0,
1.57692,0.39538,12.618681,0.006194,5,0.0,
1.57692,0.39846,14.780066,0.007414,5,0.0,
1.57692,0.40154,17.184568,0.00211,5,0.0,
1.57692,0.40462,19.859368,0.003329,5,0.0,
1.57692,0.40769,22.981831,0.004371,5,0.0,
1.57692,0.41077,26.460375,0.005107,5,0.0,
1.57692,0.41385,30.322318,0.004093,5,0.0,
1.57692,0.41692,34.576276,0.009255,5,0.0,
1.57692,0.42,39.281947,0.006453,5,0.0,
1.61538,0.3,0.955311,0.069823,5,0.0,
1.61538,0.30308,0.935234,0.040548,5,0.0,
1.61538,0.30615,1.023525,0.022915,5,0.0,
1.61538,0.30923,1.055267,0.026551,5,0.0,
1.61538,0.31231,1.063796,0.024626,5,0.0,
1.61538,0.31538,1.070378,0.037168,5,0.0,
1.61538,0.31846,1.10468,0.047839,5,0.0,
1.61538,0.32154,1.189046,0.037791,5,0.0,
1.61538,0.32462,1.244652,0.031153,5,0.0,
1.61538,0.32769,1.293614,0.040002,5,0.0,
1.61538,0.33077,1.442962,0.039315,5,0.0,
1.61538,0.33385,1.528451,0.012174,5,0.0,
1.61538,0.33692,1.470738,0.027125,5,0.0,
1.61538,0.34,2.102709,0.408469,5,0.0,
1.61538,0.34308,2.402189,0.014501,5,0.0,
1.61538,0.34615,2.360588,0.011206,5,0.0,
1.61538,0.34923,2.230347,0.008386,5,0.0,
1.61538,0.35231,2.051505,0.009033,5,0.0,
1.61538,0.35538,1.791932,0.015373,5,0.0,
1.61538,0.35846,1.469292,0.007331,5,0.0,
1.61538,0.36154,1.045239,0.006986,5,0.0,
1.61538,0.36462,0.734984,0.013737,5,0.0,
1.61538,0.36769,1.342674,0.011047,5,0.0,
1.61538,0.37077,2.064184,0.011906,5,0.0,
1.61538,0.37385,2.894631,0.00299,5,0.0,
1.61538,0.37692,3.839719,0.006436,5,0.0,
1.61538,0.38,4.927265,0.010499,5,0.0,
1.61538,0.38308,6.164519,0.006589,5,0.0,
1.61538,0.38615,7.55902,0.006468,5,0.0,
1.61538,0.38923,9.133289,0.003751,5,0.0,
1.61538,0.39231,10.903413,0.005948,5,0.0,
1.61538,0.39538,12.887346,0.006129,5,0.0,
1.61538,0.39846,15.098958,0.005722,5,0.0,
1.61538,0.40154,17.558224,0.003427,5,0.0,
1.61538,0.40462,20.300331,0.00395,5,0.0,
1.61538,0.40769,23.481763,0.001922,5,0.0,
1.61538,0.41077,27.04881,0.005278,5,0.0,
1.61538,0.41385,31.001938,0.006409,5,0.0,
1.61538,0.41692,35.362546,0.005195,5,0.0,
1.61538,0.42,40.182398,0.003857,5,0.0,
1.65385,0.3,0.960741,0.05774,5,0.0,
1.65385,0.30308,1.047372,0.03572,5,0.0,
1.65385,0.30615,0.995063,0.014595,5,0.0,
1.65385,0.30923,1.096807,0.01288,5,0.0,
1.65385,0.31231,1.105773,0.03215,5,0.0,
1.65385,0.31538,1.114226,0.027274,5,0.0,
1.65385,0.31846,1.141525,0.022259,5,0.0,
1.65385,0.32154,1.226456,0.047883,5,0.0,
1.65385,0.32462,1.306662,0.02216,5,0.0,
1.65385,0.32769,1.36301,0.03481,5,0.0,
1.65385,0.33077,1.440881,0.028141,5,0.0,
1.65385,0.33385,1.640888,0.036519,5,0.0,
1.65385,0.33692,1.582186,0.022479,5,0.0,
1.65385,0.34,2.418401,0.062996,5,0.0,
1.65385,0.34308,2.516056,0.016833,5,0.0,
1.65385,0.34615,2.467737,0.01863,5,0.0,
1.65385,0.34923,2.340926,0.016462,5,0.0,
1.65385,0.35231,2.146153,0.019774,5,0.0,
1.65385,0.35538,1.88626,0.018016,5,0.0,
1.65385,0.35846,1.549386,0.009329,5,0.0,
1.65385,0.36154,1.118041,0.006552,5,0.0,
1.65385,0.36462,0.707871,0.007666,5,0.0,
1.65385,0.36769,1.331231,0.008447,5,0.0,
1.65385,0.37077,2.070396,0.005304,5,0.0,
1.65385,0.37385,2.913498,0.008348,5,0.0,
1.65385,0.37692,3.889651,0.004099,5,0.0,
1.65385,0.38,5.003875,0.010385,5,0.0,
1.65385,0.38308,6.272748,0.00551,5,0.0,
1.65385,0.38615,7.699314,0.007291,5,0.0,
1.65385,0.38923,9.313243,0.00807,5,0.0,
1.65385,0.39231,11.121967,0.004486,5,0.0,
1.65385,0.39538,13.153165,0.004877,5,0.0,
1.65385,0.39846,15.416652,0.004102,5,0.0,
1.65385,0.40154,17.941439,0.005394,5,0.0,
1.65385,0.40462,20.740409,0.004989,5,0.0,
1.65385,0.40769,23.981259,0.005949,5,0.0,
1.65385,0.41077,27.638131,0.003572,5,0.0,
1.65385,0.41385,31.677116,0.006106,5,0.0,
1.65385,0.41692,36.150223,0.008068,5,0.0,
1.65385,0.42,41.079205,0.007452,5,0.0,
1.69231,0.3,0.98742,0.081129,5,0.0,
1.69231,0.30308,1.07643,0.054464,5,0.0,
1.69231,0.30615,1.126144,0.045338,5,0.0,
1.69231,0.30923,1.15234,0.043736,5,0.0,
1.69231,0.31231,1.163121,0.019375,5,0.0,
1.69231,0.31538,1.173682,0.018554,5,0.0,
1.69231,0.31846,1.225944,0.013852,5,0.0,
1.69231,0.32154,1.288491,0.05817,5,0.0,
1.69231,0.32462,1.340851,0.051249,5,0.0,
1.69231,0.32769,1.39578,0.018786,5,0.0,
1.69231,0.33077,1.468904,0.024197,5,0.0,
1.69231,0.33385,1.688249,0.035055,5,0.0,
1.69231,0.33692,1.666772,0.044913,5,0.0,
1.69231,0.34,2.38446,0.391455,5,0.0,
1.69231,0.34308,2.633212,0.046805,5,0.0,
1.69231,0.34615,2.58714,0.009657,5,0.0,
1.69231,0.34923,2.447245,0.008611,5,0.0,
1.69231,0.35231,2.252805,0.00818,5,0.0,
1.69231,0.35538,1.982415,0.015601,5,0.0,
1.69231,0.35846,1.629429,0.01091,5,0.0,
1.69231,0.36154,1.206506,0.00969,5,0.0,
1.69231,0.36462,0.683236,0.002338,5,0.0,
1.69231,0.36769,1.327493,0.007994,5,0.0,
1.69231,0.37077,2.079836,0.002674,5,0.0,
1.69231,0.37385,2.948439,0.004236,5,0.0,
1.69231,0.37692,3.940983,0.011869,5,0.0,
1.69231,0.38,5.085032,0.006575,5,0.0,
1.69231,0.38308,6.37543,0.003575,5,0.0,
1.69231,0.38615,7.841957,0.008152,5,0.0,
1.69231,0.38923,9.489439,0.008184,5,0.0,
1.69231,0.39231,11.342052,0.002895,5,0.0,
1.69231,0.39538,13.421468,0.008417,5,0.0,
1.69231,0.39846,15.734992,0.006443,5,0.0,
1.69231,0.40154,18.321538,0.002684,5,0.0,
1.69231,0.40462,21.192752,0.006793,5,0.0,
1.69231,0.40769,24.481683,0.004077,5,0.0,
1.69231,0.41077,28.218558,0.004687,5,0.0,
1.69231,0.41385,32.35786,0.002789,5,0.0,
1.69231,0.41692,36.934248,0.004895,5,0.0,
1.69231,0.42,41.97896,0.007583,5,0.0,
1.73077,0.3,1.083888,0.09648,5,0.0,
1.73077,0.30308,1.162105,0.061206,5,0.0,
1.73077,0.30615,1.149913,0.038741,5,0.0,
1.73077,0.30923,1.166487,0.016968,5,0.0,
1.73077,0.31231,1.1764,0.039404,5,0.0,
1.73077,0.31538,1.233197,0.026497,5,0.0,
1.73077,0.31846,1.288974,0.042328,5,0.0,
1.73077,0.32154,1.330912,0.048306,5,0.0,
1.73077,0.32462,1.41779,0.044764,5,0.0,
1.73077,0.32769,1.473337,0.033566,5,0.0,
1.73077,0.33077,1.517904,0.052926,5,0.0,
1.73077,0.33385,1.725759,0.067886,5,0.0,
1.73077,0.33692,1.743723,0.018548,5,0.0,
1.73077,0.34,2.700596,0.03298,5,0.0,
1.73077,0.34308,2.745042,0.027769,5,0.0,
1.73077,0.34615,2.683177,0.017783,5,0.0,
1.73077,0.34923,2.560944,0.008129,5,0.0,
1.73077,0.35231,2.35126,0.009397,5,0.0,
1.73077,0.35538,2.068395,0.010741,5,0.0,
1.73077,0.35846,1.710634,0.015698,5,0.0,
1.73077,0.36154,1.272636,0.00745,5,0.0,
1.73077,0.36462,0.736153,0.013639,5,0.0,
1.73077,0.36769,1.321473,0.00657,5,0.0,
1.73077,0.37077,2.087976,0.010403,5,0.0,
1.73077,0.37385,2.972567,0.009744,5,0.0,
1.73077,0.37692,3.989412,0.006414,5,0.0,
1.73077,0.38,5.158141,0.013408,5,0.0,
1.73077,0.38308,6.485069,0.002803,5,0.0,
1.73077,0.38615,7.980755,0.005622,5,0.0,
1.73077,0.38923,9.669371,0.006735,5,0.0,
1.73077,0.39231,11.56419,0.001728,5,0.0,
1.73077,0.39538,13.688169,0.005128,5,0.0,
1.73077,0.39846,16.059294,0.009783,5,0.0,
1.73077,0.40154,18.697814,0.002386,5,0.0,
1.73077,0.40462,21.635731,0.009722,5,0.0,
1.73077,0.40769,24.980141,0.007483,5,0.0,
1.73077,0.41077,28.809325,0.006217,5,0.0,
1.73077,0.41385,33.042322,0.011278,5,0.0,
1.73077,0.41692,37.71397,0.006591,5,0.0,
1.73077,0.42,42.87313,0.004465,5,0.0,
1.76923,0.3,1.087484,0.07916,5,0.0,
1.76923,0.30308,1.211918,0.06486,5,0.0,
1.76923,0.30615,1.186364,0.062019,5,0.0,
1.76923,0.30923,1.238819,0.04545,5,0.0,
1.76923,0.31231,1.24746,0.032648,5,0.0,
1.76923,0.31538,1.266395,0.020006,5,0.0,
1.76923,0.31846,1.287198,0.024273,5,0.0,
1.76923,0.32154,1.357723,0.043348,5,0.0,
1.76923,0.32462,1.439678,0.053462,5,0.0,
1.76923,0.32769,1.505398,0.021123,5,0.0,
1.76923,0.33077,1.568594,0.02399,5,0.0,
1.76923,0.33385,1.774066,0.105619,5,0.0,
1.76923,0.33692,1.857723,0.042614,5,0.0,
1.76923,0.34,2.839136,0.037959,5,0.0,
1.76923,0.34308,2.838661,0.02835,5,0.0,
1.76923,0.34615,2.796225,0.014671,5,0.0,
1.76923,0.34923,2.658061,0.009254,5,0.0,
1.76923,0.35231,2.45267,0.007506,5,0.0,
1.76923,0.35538,2.15909,0.013352,5,0.0,
1.76923,0.35846,1.798772,0.020073,5,0.0,
1.76923,0.36154,1.352543,0.011313,5,0.0,
1.76923,0.36462,0.803657,0.003553,5,0.0,
1.76923,0.36769,1.313507,0.003116,5,0.0,
1.76923,0.37077,2.099213,0.002393,5,0.0,
1.76923,0.37385,3.007284,0.01132,5,0.0,
1.76923,0.37692,4.044612,0.005167,5,0.0,
1.76923,0.38,5.234781,0.007537,5,0.0,
1.76923,0.38308,6.590749,0.003055,5,0.0,
1.76923,0.38615,8.118586,0.004006,5,0.0,
1.76923,0.38923,9.844626,0.00243,5,0.0,
1.76923,0.39231,11.783911,0.004496,5,0.0,
1.76923,0.39538,13.955643,0.004735,5,0.0,
1.76923,0.39846,16.380702,0.008759,5,0.0,
1.76923,0.40154,19.08038,0.00317,5,0.0,
1.76923,0.40462,22.076857,0.00582,5,0.0,
1.76923,0.40769,25.481274,0.003776,5,0.0,
1.76923,0.41077,29.391147,0.006766,5,0.0,
1.76923,0.41385,33.718647,0.005658,5,0.0,
1.76923,0.41692,38.501333,0.006118,5,0.0,
1.76923,0.42,43.774017,0.009913,5,0.0,
1.80769,0.3,1.142399,0.084604,5,0.0,
1.80769,0.30308,1.190531,0.106112,5,0.0,
1.80769,0.30615,1.231867,0.056658,5,0.0,
1.80769,0.30923,1.276724,0.031518,5,0.0,
1.80769,0.31231,1.297333,0.031784,5,0.0,
1.80769,0.31538,1.312314,0.02057,5,0.0,
1.80769,0.31846,1.343945,0.044498,5,0.0,
1.80769,0.32154,1.402432,0.087018,5,0.0,
1.80769,0.32462,1.462996,0.077443,5,0.0,
1.80769,0.32769,1.562599,0.033708,5,0.0,
1.80769,0.33077,1.623472,0.027976,5,0.0,
1.80769,0.33385,1.794608,0.087308,5,0.0,
1.80769,0.33692,1.931991,0.044397,5,0.0,
1.80769,0.34,2.935927,0.040159,5,0.0,
1.80769,0.34308,2.983359,0.014812,5,0.0,
1.80769,0.34615,2.892492,0.010167,5,0.0,
1.80769,0.34923,2.758264,0.004893,5,0.0,
1.80769,0.35231,2.55574,0.012663,5,0.0,
1.80769,0.35538,2.254995,0.016084,5,0.0,
1.80769,0.35846,1.887317,0.010706,5,0.0,
1.80769,0.36154,1.424432,0.008129,5,0.0,
1.80769,0.36462,0.870687,0.007121,5,0.0,
1.80769,0.36769,1.307396,0.001142,5,0.0,
1.80769,0.37077,2.102804,0.009005,5,0.0,
1.80769,0.37385,3.034241,0.008352,5,0.0,
1.80769,0.37692,4.091739,0.005586,5,0.0,
1.80769,0.38,5.310197,0.008956,5,0.0,
1.80769,0.38308,6.697374,0.009189,5,0.0,
1.80769,0.38615,8.260857,0.003719,5,0.0,
1.80769,0.38923,10.023453,0.00323,5,0.0,
1.80769,0.39231,12.008193,0.007697,5,0.0,
1.80769,0.39538,14.2225,0.006236,5,0.0,
1.80769,0.39846,16.700572,0.004407,5,0.0,
1.80769,0.40154,19.463745,0.003973,5,0.0,
1.80769,0.40462,22.524559,0.003271,5,0.0,
1.80769,0.40769,25.984919,0.003661,5,0.0,
1.80769,0.41077,29.979358,0.008462,5,0.0,
1.80769,0.41385,34.399885,0.005754,5,0.0,
1.80769,0.41692,39.283791,0.003893,5,0.0,
1.80769,0.42,44.675837,0.002592,5,0.0,
1.84615,0.3,1.21396,0.078575,5,0.0,
1.84615,0.30308,1.220992,0.068835,5,0.0,
1.84615,0.30615,1.282859,0.069125,5,0.0,
1.84615,0.30923,1.347307,0.020527,5,0.0,
1.84615,0.31231,1.348261,0.019401,5,0.0,
1.84615,0.31538,1.333849,0.015651,5,0.0,
1.84615,0.31846,1.37306,0.026775,5,0.0,
1.84615,0.32154,1.41991,0.07638,5,0.0,
1.84615,0.32462,1.54513,0.063953,5,0.0,
1.84615,0.32769,1.614643,0.04484,5,0.0,
1.84615,0.33077,1.639338,0.025532,5,0.0,
1.84615,0.33385,1.778033,0.056213,5,0.0,
1.84615,0.33692,2.103406,0.107526,5,0.0,
1.84615,0.34,3.060744,0.039145,5,0.0,
1.84615,0.34308,3.082438,0.017012,5,0.0,
1.84615,0.34615,3.010942,0.006077,5,0.0,
1.84615,0.34923,2.849725,0.010609,5,0.0,
1.84615,0.35231,2.653891,0.013468,5,0.0,
1.84615,0.35538,2.347646,0.010322,5,0.0,
1.84615,0.35846,1.970179,0.015085,5,0.0,
1.84615,0.36154,1.494904,0.005813,5,0.0,
1.84615,0.36462,0.915434,0.012713,5,0.0,
1.84615,0.36769,1.290652,0.004602,5,0.0,
1.84615,0.37077,2.109003,0.011135,5,0.0,
1.84615,0.37385,3.058305,0.008478,5,0.0,
1.84615,0.37692,4.147422,0.005046,5,0.0,
1.84615,0.38,5.384762,0.008128,5,0.0,
1.84615,0.38308,6.802362,0.007462,5,0.0,
1.84615,0.38615,8.40015,0.005782,5,0.0,
1.84615,0.38923,10.198177,0.003167,5,0.0,
1.84615,0.39231,12.224969,0.006594,5,0.0,
1.84615,0.39538,14.489914,0.004008,5,0.0,
1.84615,0.39846,17.020372,0.003648,5,0.0,
1.84615,0.40154,19.838529,0.005899,5,0.0,
1.84615,0.40462,22.966484,0.003512,5,0.0,
1.84615,0.40769,26.481968,0.004283,5,0.0,
1.84615,0.41077,30.565008,0.004112,5,0.0,
1.84615,0.41385,35.084789,0.008991,5,0.0,
1.84615,0.41692,40.070978,0.00482,5,0.0,
1.84615,0.42,45.570625,0.005801,5,0.0,
1.88462,0.3,1.219672,0.11805,5,0.0,
1.88462,0.30308,1.291483,0.10293,5,0.0,
1.88462,0.30615,1.388557,0.014231,5,0.0,
1.88462,0.30923,1.358903,0.048484,5,0.0,
1.88462,0.31231,1.371301,0.034769,5,0.0,
1.88462,0.31538,1.415592,0.023088,5,0.0,
1.88462,0.31846,1.402685,0.026775,5,0.0,
1.88462,0.32154,1.505458,0.042655,5,0.0,
1.88462,0.32462,1.602394,0.041544,5,0.0,
1.88462,0.32769,1.636092,0.032407,5,0.0,
1.88462,0.33077,1.694556,0.042895,5,0.0,
1.88462,0.33385,1.777773,0.033818,5,0.0,
1.88462,0.33692,2.145881,0.068504,5,0.0,
1.88462,0.34,3.180943,0.017101,5,0.0,
1.88462,0.34308,3.195307,0.01346,5,0.0,
1.88462,0.34615,3.118373,0.011244,5,0.0,
1.88462,0.34923,2.968464,0.009642,5,0.0,
1.88462,0.35231,2.747334,0.008913,5,0.0,
1.88462,0.35538,2.4526,0.006609,5,0.0,
1.88462,0.35846,2.059353,0.009781,5,0.0,
1.88462,0.36154,1.576038,0.011899,5,0.0,
1.88462,0.36462,0.984904,0.007301,5,0.0,
1.88462,0.36769,1.284223,0.011322,5,0.0,
1.88462,0.37077,2.11957,0.003626,5,0.0,
1.88462,0.37385,3.07883,0.007032,5,0.0,
1.88462,0.37692,4.192968,0.004146,5,0.0,
1.88462,0.38,5.45754,0.007928,5,0.0,
1.88462,0.38308,6.909441,0.005214,5,0.0,
1.88462,0.38615,8.536604,0.00688,5,0.0,
1.88462,0.38923,10.382041,0.003368,5,0.0,
1.88462,0.39231,12.442843,0.007355,5,0.0,
1.88462,0.39538,14.757186,0.006706,5,0.0,
1.88462,0.39846,17.341852,0.008277,5,0.0,
1.88462,0.40154,20.214995,0.006779,5,0.0,
1.88462,0.40462,23.412319,0.006088,5,0.0,
1.88462,0.40769,26.984811,0.007348,5,0.0,
1.88462,0.41077,31.153763,0.008138,5,0.0,
1.88462,0.41385,35.763461,0.004891,5,0.0,
1.88462,0.41692,40.857257,0.0022,5,0.0,
1.88462,0.42,46.473823,0.009277,5,0.0,
1.92308,0.3,1.202212,0.074035,5,0.0,
1.92308,0.30308,1.310645,0.07068,5,0.0,
1.92308,0.30615,1.31898,0.043019,5,0.0,
1.92308,0.30923,1.40911,0.020715,5,0.0,
1.92308,0.31231,1.456356,0.019843,5,0.0,
1.92308,0.31538,1.45603,0.018489,5,0.0,
1.92308,0.31846,1.449132,0.019896,5,0.0,
1.92308,0.32154,1.533372,0.06796,5,0.0,
1.92308,0.32462,1.638982,0.059385,5,0.0,
1.92308,0.32769,1.725424,0.017961,5,0.0,
1.92308,0.33077,1.777681,0.011764,5,0.0,
1.92308,0.33385,1.819049,0.027281,5,0.0,
1.92308,0.33692,2.062588,0.098002,5,0.0,
1.92308,0.34,3.279977,0.021159,5,0.0,
1.92308,0.34308,3.299759,0.019358,5,0.0,
1.92308,0.34615,3.219952,0.014061,5,0.0,
1.92308,0.34923,3.078452,0.014914,5,0.0,
1.92308,0.35231,2.847919,0.008644,5,0.0,
1.92308,0.35538,2.538257,0.016015,5,0.0,
1.92308,0.35846,2.148581,0.008669,5,0.0,
1.92308,0.36154,1.652479,0.008204,5,0.0,
1.92308,0.36462,1.051339,0.013524,5,0.0,
1.92308,0.36769,1.264525,0.004319,5,0.0,
1.92308,0.37077,2.125047,0.011404,5,0.0,
1.92308,0.37385,3.113947,0.007028,5,0.0,
1.92308,0.37692,4.242568,0.006996,5,0.0,
1.92308,0.38,5.541203,0.006097,5,0.0,
1.92308,0.38308,7.011187,0.00418,5,0.0,
1.92308,0.38615,8.678359,0.006495,5,0.0,
1.92308,0.38923,10.553642,0.003756,5,0.0,
1.92308,0.39231,12.663424,0.00577,5,0.0,
1.92308,0.39538,15.025652,0.001264,5,0.0,
1.92308,0.39846,17.661504,0.006832,5,0.0,
1.92308,0.40154,20.594149,0.004043,5,0.0,
1.92308,0.40462,23.85823,0.005013,5,0.0,
1.92308,0.40769,27.486679,0.007247,5,0.0,
1.92308,0.41077,31.732225,0.00473,5,0.0,
1.92308,0.41385,36.438294,0.008128,5,0.0,
1.92308,0.41692,41.635642,0.002635,5,0.0,
1.92308,0.42,47.370279,0.004429,5,0.0,
1.96154,0.3,1.348224,0.076595,5,0.0,
1.96154,0.30308,1.399054,0.102304,5,0.0,
1.96154,0.30615,1.374146,0.070609,5,0.0,
1.96154,0.30923,1.432797,0.06361,5,0.0,
1.96154,0.31231,1.466973,0.043075,5,0.0,
1.96154,0.31538,1.475324,0.020042,5,0.0,
1.96154,0.31846,1.525132,0.042148,5,0.0,
1.96154,0.32154,1.584416,0.097563,5,0.0,
1.96154,0.32462,1.670398,0.069153,5,0.0,
1.96154,0.32769,1.772124,0.011265,5,0.0,
1.96154,0.33077,1.839122,0.010736,5,0.0,
1.96154,0.33385,1.850795,0.060479,5,0.0,
1.96154,0.33692,2.198974,0.095539,5,0.0,
1.96154,0.34,3.409753,0.015479,5,0.0,
1.96154,0.34308,3.407115,0.01722,5,0.0,
1.96154,0.34615,3.346334,0.012186,5,0.0,
1.96154,0.34923,3.175423,0.014421,5,0.0,
1.96154,0.35231,2.953799,0.015404,5,0.0,
1.96154,0.35538,2.632122,0.004449,5,0.0,
1.96154,0.35846,2.229872,0.009682,5,0.0,
1.96154,0.36154,1.719976,0.007984,5,0.0,
1.96154,0.36462,1.115292,0.006896,5,0.0,
1.96154,0.36769,1.26179,0.00897,5,0.0,
1.96154,0.37077,2.132471,0.010577,5,0.0,
1.96154,0.37385,3.139085,0.007765,5,0.0,
1.96154,0.37692,4.295136,0.003361,5,0.0,
1.96154,0.38,5.615252,0.006071,5,0.0,
1.96154,0.38308,7.119161,0.012045,5,0.0,
1.96154,0.38615,8.817517,0.004688,5,0.0,
1.96154,0.38923,10.732585,0.005056,5,0.0,
1.96154,0.39231,12.884272,0.003818,5,0.0,
1.96154,0.39538,15.289355,0.005299,5,0.0,
1.96154,0.39846,17.982852,0.002421,5,0.0,
1.96154,0.40154,20.979208,0.005214,5,0.0,
