epsilon,timestep_fs,loss,violations
1.0,5.0,0.779312,
1.0,5.1598,0.775387,
1.0,5.3196,0.77164,
1.0,5.4795,0.768058,
1.0,5.6393,0.76463,
1.0,5.7991,0.761345,
1.0,5.9589,0.758193,
1.0,6.1187,0.755165,
1.0,6.2785,0.752254,
1.0,6.4384,0.749452,
1.0,6.5982,0.746753,
1.0,6.758,0.744151,
1.0,6.9178,0.741639,
1.0,7.0776,0.739214,
1.0,7.2374,0.736869,
1.0,7.3973,0.734601,
1.0,7.5571,0.732406,
1.0,7.7169,0.73028,
1.0,7.8767,0.728219,
1.0,8.0365,0.72622,
1.0,8.1963,0.72428,
1.0,8.3562,0.722397,
1.0,8.516,0.720567,
1.0,8.6758,0.718788,
1.0,8.8356,0.717059,
1.0,8.9954,0.715376,
1.0,9.1553,0.713737,
1.0,9.3151,0.712142,
1.0,9.4749,0.710588,
1.0,9.6347,0.709073,
1.0,9.7945,0.707595,
1.0,9.9543,0.706154,
1.0,10.1142,0.704748,
1.0,10.274,0.703375,
1.0,10.4338,0.702035,
1.0,10.5936,0.700726,
1.0,10.7534,0.699446,
1.0,10.9132,0.698196,
1.0,11.0731,0.696973,
1.0,11.2329,0.695777,
1.0,11.3927,0.694607,
1.0,11.5525,0.693463,
1.0,11.7123,0.692342,
1.0,11.8721,0.691245,
1.0,12.032,0.690171,
1.0,12.1918,0.689118,
1.0,12.3516,0.688087,
1.0,12.5114,0.687077,
1.0,12.6712,0.686087,
1.0,12.8311,0.685116,
1.0,12.9909,0.684164,
1.0,13.1507,0.683231,
1.0,13.3105,0.682315,
1.0,13.4703,0.681417,
1.0,13.6301,0.680535,
1.0,13.79,0.67967,
1.0,13.9498,0.678821,
1.0,14.1096,0.677988,
1.0,14.2694,0.67717,
1.0,14.4292,0.676366,
1.0,14.589,0.675577,
1.0,14.7489,0.674802,
1.0,14.9087,0.674041,
1.0,15.0685,0.673293,
1.0,15.2283,0.672558,
1.0,15.3881,0.671836,
1.0,15.5479,0.671126,
1.0,15.7078,0.670429,
1.0,15.8676,0.669744,
1.0,16.0274,0.66907,
1.0,16.1872,0.668408,
1.0,16.347,0.667757,
1.0,16.5068,0.667117,
1.0,16.6667,0.666488,
1.0,16.8265,0.665869,
1.0,16.9863,0.665261,
1.0,17.1461,0.664662,
1.0,17.3059,0.664074,
1.0,17.4658,0.663496,
1.0,17.6256,0.662927,
1.0,17.7854,0.662368,
1.0,17.9452,0.661818,
1.0,18.105,0.661277,
1.0,18.2648,0.660745,
1.0,18.4247,0.660222,
1.0,18.5845,0.659707,
1.0,18.7443,0.659201,
1.0,18.9041,0.658704,
1.0,19.0639,0.658215,
1.0,19.2237,0.657734,
1.0,19.3836,0.657261,
1.0,19.5434,0.656796,
1.0,19.7032,0.656339,
1.0,19.863,0.655889,
1.0,20.0228,0.655447,
1.0,20.1826,0.655013,
1.0,20.3425,0.654586,
1.0,20.5023,0.654167,
1.0,20.6621,0.653754,
1.0,20.8219,0.653349,
1.0,20.9817,0.652951,
1.0,21.1416,0.65256,
1.0,21.3014,0.652176,
1.0,21.4612,0.651799,
1.0,21.621,0.651429,
1.0,21.7808,0.651065,
1.0,21.9406,0.650708,
1.0,22.1005,0.650358,
1.0,22.2603,0.650014,
1.0,22.4201,0.649677,
1.0,22.5799,0.649346,
1.0,22.7397,0.649022,
1.0,22.8995,0.648704,
1.0,23.0594,0.648392,
1.0,23.2192,0.648086,
1.0,23.379,0.647787,
1.0,23.5388,0.647493,
1.0,23.6986,0.647206,
1.0,23.8584,0.646925,
1.0,24.0183,0.64665,
1.0,24.1781,0.646381,
1.0,24.3379,0.646118,
1.0,24.4977,0.645861,
1.0,24.6575,0.64561,
1.0,24.8174,0.645365,
1.0,24.9772,0.645125,
1.0,25.137,0.644892,
1.0,25.2968,0.644664,
1.0,25.4566,0.644442,
1.0,25.6164,0.644225,
1.0,25.7763,0.644015,
1.0,25.9361,0.64381,
1.0,26.0959,0.643611,
1.0,26.2557,0.643417,
1.0,26.4155,0.64323,
1.0,26.5753,0.643048,
1.0,26.7352,0.642871,
1.0,26.895,0.6427,
1.0,27.0548,0.642535,
1.0,27.2146,0.642375,
1.0,27.3744,0.642221,
1.0,27.5342,0.642073,
1.0,27.6941,0.64193,
1.0,27.8539,0.641793,
1.0,28.0137,0.641661,
1.0,28.1735,0.641535,
1.0,28.3333,0.641415,
1.0,28.4932,0.6413,
1.0,28.653,0.641191,
1.0,28.8128,0.641087,
1.0,28.9726,0.640989,
1.0,29.1324,0.640896,
1.0,29.2922,0.640809,
1.0,29.4521,0.640727,
1.0,29.6119,0.640652,
1.0,29.7717,0.640581,
1.0,29.9315,0.640517,
1.0,30.0913,0.640458,
1.0,30.2511,0.640404,
1.0,30.411,0.640356,
1.0,30.5708,0.640314,
1.0,30.7306,0.640277,
1.0,30.8904,0.640246,
1.0,31.0502,0.640221,
1.0,31.21,0.640202,
1.0,31.3699,0.640188,
1.0,31.5297,0.640179,
1.0,31.6895,0.640177,
1.0,31.8493,0.64018,
1.0,32.0091,0.640189,
1.0,32.1689,0.640204,
1.0,32.3288,0.640224,
1.0,32.4886,0.64025,
1.0,32.6484,0.640283,
1.0,32.8082,0.64032,
1.0,32.968,0.640364,
1.0,33.1279,0.640414,
1.0,33.2877,0.640469,
1.0,33.4475,0.64053,
1.0,33.6073,0.640598,
1.0,33.7671,0.640671,
1.0,33.9269,0.64075,
1.0,34.0868,0.640835,
1.0,34.2466,0.640926,
1.0,34.4064,0.641024,
1.0,34.5662,0.641127,
1.0,34.726,0.641236,
1.0,34.8858,0.641352,
1.0,35.0457,0.641473,
1.0,35.2055,0.641601,
1.0,35.3653,0.641735,
1.0,35.5251,0.641875,
1.0,35.6849,0.642021,
1.0,35.8447,0.642174,
1.0,36.0046,0.642332,
1.0,36.1644,0.642498,
1.0,36.3242,0.642669,
1.0,36.484,0.642847,
1.0,36.6438,0.643031,
1.0,36.8037,0.643222,
1.0,36.9635,0.643419,
1.0,37.1233,0.643623,
1.0,37.2831,0.643833,
1.0,37.4429,0.64405,
1.0,37.6027,0.644273,
1.0,37.7626,0.644503,
1.0,37.9224,0.644739,
1.0,38.0822,0.644983,
1.0,38.242,0.645233,
1.0,38.4018,0.645489,
1.0,38.5616,0.645753,
1.0,38.7215,0.646023,
1.0,38.8813,0.6463,
1.0,39.0411,0.646584,
1.0,39.2009,0.646875,
1.0,39.3607,0.647173,
1.0,39.5205,0.647478,
1.0,39.6804,0.64779,
1.0,39.8402,0.648109,
1.0,40.0,0.648436,
1.02283,5.0,0.771789,
1.02283,5.1598,0.767863,
1.02283,5.3196,0.764116,
1.02283,5.4795,0.760535,
1.02283,5.6393,0.757107,
1.02283,5.7991,0.753821,
1.02283,5.9589,0.750669,
1.02283,6.1187,0.747642,
1.02283,6.2785,0.744731,
1.02283,6.4384,0.74193,
1.02283,6.5982,0.739231,
1.02283,6.758,0.736628,
1.02283,6.9178,0.734117,
1.02283,7.0776,0.731691,
1.02283,7.2374,0.729347,
1.02283,7.3973,0.727079,
1.02283,7.5571,0.724884,
1.02283,7.7169,0.722758,
1.02283,7.8767,0.720697,
1.02283,8.0365,0.718698,
1.02283,8.1963,0.716759,
1.02283,8.3562,0.714876,
1.02283,8.516,0.713046,
1.02283,8.6758,0.711268,
1.02283,8.8356,0.709538,
1.02283,8.9954,0.707856,
1.02283,9.1553,0.706218,
1.02283,9.3151,0.704622,
1.02283,9.4749,0.703068,
1.02283,9.6347,0.701554,
1.02283,9.7945,0.700077,
1.02283,9.9543,0.698636,
1.02283,10.1142,0.69723,
1.02283,10.274,0.695858,
1.02283,10.4338,0.694518,
1.02283,10.5936,0.693209,
1.02283,10.7534,0.69193,
1.02283,10.9132,0.69068,
1.02283,11.0731,0.689458,
1.02283,11.2329,0.688262,
1.02283,11.3927,0.687093,
1.02283,11.5525,0.685949,
1.02283,11.7123,0.684829,
1.02283,11.8721,0.683733,
1.02283,12.032,0.682659,
1.02283,12.1918,0.681607,
1.02283,12.3516,0.680577,
1.02283,12.5114,0.679567,
1.02283,12.6712,0.678578,
1.02283,12.8311,0.677608,
1.02283,12.9909,0.676657,
1.02283,13.1507,0.675724,
1.02283,13.3105,0.674809,
1.02283,13.4703,0.673912,
1.02283,13.6301,0.673031,
1.02283,13.79,0.672167,
1.02283,13.9498,0.671319,
1.02283,14.1096,0.670487,
1.02283,14.2694,0.669669,
1.02283,14.4292,0.668867,
1.02283,14.589,0.668079,
1.02283,14.7489,0.667305,
1.02283,14.9087,0.666545,
1.02283,15.0685,0.665798,
1.02283,15.2283,0.665065,
1.02283,15.3881,0.664344,
1.02283,15.5479,0.663636,
1.02283,15.7078,0.66294,
1.02283,15.8676,0.662256,
1.02283,16.0274,0.661584,
1.02283,16.1872,0.660923,
1.02283,16.347,0.660274,
1.02283,16.5068,0.659635,
1.02283,16.6667,0.659008,
1.02283,16.8265,0.658391,
1.02283,16.9863,0.657784,
1.02283,17.1461,0.657188,
1.02283,17.3059,0.656602,
1.02283,17.4658,0.656025,
1.02283,17.6256,0.655459,
1.02283,17.7854,0.654901,
1.02283,17.9452,0.654353,
1.02283,18.105,0.653815,
1.02283,18.2648,0.653285,
1.02283,18.4247,0.652764,
1.02283,18.5845,0.652252,
1.02283,18.7443,0.651748,
1.02283,18.9041,0.651253,
1.02283,19.0639,0.650767,
1.02283,19.2237,0.650288,
1.02283,19.3836,0.649818,
1.02283,19.5434,0.649355,
1.02283,19.7032,0.648901,
1.02283,19.863,0.648454,
1.02283,20.0228,0.648016,
1.02283,20.1826,0.647584,
1.02283,20.3425,0.64716,
1.02283,20.5023,0.646744,
1.02283,20.6621,0.646335,
1.02283,20.8219,0.645933,
1.02283,20.9817,0.645539,
1.02283,21.1416,0.645151,
1.02283,21.3014,0.644771,
1.02283,21.4612,0.644397,
1.02283,21.621,0.64403,
1.02283,21.7808,0.64367,
1.02283,21.9406,0.643317,
1.02283,22.1005,0.642971,
1.02283,22.2603,0.642631,
1.02283,22.4201,0.642298,
1.02283,22.5799,0.641971,
1.02283,22.7397,0.641651,
1.02283,22.8995,0.641337,
1.02283,23.0594,0.64103,
1.02283,23.2192,0.640729,
1.02283,23.379,0.640434,
1.02283,23.5388,0.640145,
1.02283,23.6986,0.639863,
1.02283,23.8584,0.639587,
1.02283,24.0183,0.639317,
1.02283,24.1781,0.639053,
1.02283,24.3379,0.638795,
1.02283,24.4977,0.638544,
1.02283,24.6575,0.638298,
1.02283,24.8174,0.638058,
1.02283,24.9772,0.637824,
1.02283,25.137,0.637596,
1.02283,25.2968,0.637374,
1.02283,25.4566,0.637158,
1.02283,25.6164,0.636948,
1.02283,25.7763,0.636744,
1.02283,25.9361,0.636545,
1.02283,26.0959,0.636353,
1.02283,26.2557,0.636166,
1.02283,26.4155,0.635985,
1.02283,26.5753,0.635809,
1.02283,26.7352,0.63564,
1.02283,26.895,0.635476,
1.02283,27.0548,0.635318,
1.02283,27.2146,0.635166,
1.02283,27.3744,0.635019,
1.02283,27.5342,0.634878,
1.02283,27.6941,0.634743,
1.02283,27.8539,0.634614,
1.02283,28.0137,0.63449,
1.02283,28.1735,0.634372,
1.02283,28.3333,0.63426,
1.02283,28.4932,0.634154,
1.02283,28.653,0.634053,
1.02283,28.8128,0.633958,
1.02283,28.9726,0.633868,
1.02283,29.1324,0.633785,
1.02283,29.2922,0.633707,
1.02283,29.4521,0.633635,
1.02283,29.6119,0.633568,
1.02283,29.7717,0.633507,
1.02283,29.9315,0.633452,
1.02283,30.0913,0.633403,
1.02283,30.2511,0.63336,
1.02283,30.411,0.633322,
1.02283,30.5708,0.63329,
1.02283,30.7306,0.633264,
1.02283,30.8904,0.633244,
1.02283,31.0502,0.63323,
1.02283,31.21,0.633221,
1.02283,31.3699,0.633218,
1.02283,31.5297,0.633222,
1.02283,31.6895,0.633231,
1.02283,31.8493,0.633246,
1.02283,32.0091,0.633266,
1.02283,32.1689,0.633293,
1.02283,32.3288,0.633326,
1.02283,32.4886,0.633365,
1.02283,32.6484,0.633409,
1.02283,32.8082,0.63346,
1.02283,32.968,0.633517,
1.02283,33.1279,0.63358,
1.02283,33.2877,0.633649,
1.02283,33.4475,0.633724,
1.02283,33.6073,0.633805,
1.02283,33.7671,0.633892,
1.02283,33.9269,0.633985,
1.02283,34.0868,0.634085,
1.02283,34.2466,0.63419,
1.02283,34.4064,0.634302,
1.02283,34.5662,0.634421,
1.02283,34.726,0.634545,
1.02283,34.8858,0.634676,
1.02283,35.0457,0.634813,
1.02283,35.2055,0.634957,
1.02283,35.3653,0.635107,
1.02283,35.5251,0.635263,
1.02283,35.6849,0.635426,
1.02283,35.8447,0.635595,
1.02283,36.0046,0.635771,
1.02283,36.1644,0.635953,
1.02283,36.3242,0.636142,
1.02283,36.484,0.636338,
1.02283,36.6438,0.63654,
1.02283,36.8037,0.636749,
1.02283,36.9635,0.636964,
1.02283,37.1233,0.637187,
1.02283,37.2831,0.637416,
1.02283,37.4429,0.637652,
1.02283,37.6027,0.637894,
1.02283,37.7626,0.638144,
1.02283,37.9224,0.6384,
1.02283,38.0822,0.638663,
1.02283,38.242,0.638934,
1.02283,38.4018,0.639211,
1.02283,38.5616,0.639495,
1.02283,38.7215,0.639787,
1.02283,38.8813,0.640086,
1.02283,39.0411,0.640391,
1.02283,39.2009,0.640704,
1.02283,39.3607,0.641024,
1.02283,39.5205,0.641352,
1.02283,39.6804,0.641686,
1.02283,39.8402,0.642029,
1.02283,40.0,0.642378,
1.04566,5.0,0.76432,
1.04566,5.1598,0.760395,
1.04566,5.3196,0.756648,
1.04566,5.4795,0.753066,
1.04566,5.6393,0.749638,
1.04566,5.7991,0.746353,
1.04566,5.9589,0.743201,
1.04566,6.1187,0.740174,
1.04566,6.2785,0.737263,
1.04566,6.4384,0.734462,
1.04566,6.5982,0.731763,
1.04566,6.758,0.72916,
1.04566,6.9178,0.726649,
1.04566,7.0776,0.724224,
1.04566,7.2374,0.721879,
1.04566,7.3973,0.719612,
1.04566,7.5571,0.717417,
1.04566,7.7169,0.715291,
1.04566,7.8767,0.71323,
1.04566,8.0365,0.711232,
1.04566,8.1963,0.709292,
1.04566,8.3562,0.707409,
1.04566,8.516,0.70558,
1.04566,8.6758,0.703802,
1.04566,8.8356,0.702073,
1.04566,8.9954,0.70039,
1.04566,9.1553,0.698753,
1.04566,9.3151,0.697158,
1.04566,9.4749,0.695604,
1.04566,9.6347,0.69409,
1.04566,9.7945,0.692613,
1.04566,9.9543,0.691173,
1.04566,10.1142,0.689767,
1.04566,10.274,0.688395,
1.04566,10.4338,0.687056,
1.04566,10.5936,0.685747,
1.04566,10.7534,0.684469,
1.04566,10.9132,0.683219,
1.04566,11.0731,0.681997,
1.04566,11.2329,0.680803,
1.04566,11.3927,0.679634,
1.04566,11.5525,0.67849,
1.04566,11.7123,0.677371,
1.04566,11.8721,0.676275,
1.04566,12.032,0.675202,
1.04566,12.1918,0.674151,
1.04566,12.3516,0.673121,
1.04566,12.5114,0.672113,
1.04566,12.6712,0.671124,
1.04566,12.8311,0.670155,
1.04566,12.9909,0.669204,
1.04566,13.1507,0.668272,
1.04566,13.3105,0.667359,
1.04566,13.4703,0.666462,
1.04566,13.6301,0.665582,
1.04566,13.79,0.664719,
1.04566,13.9498,0.663872,
1.04566,14.1096,0.663041,
1.04566,14.2694,0.662225,
1.04566,14.4292,0.661423,
1.04566,14.589,0.660636,
1.04566,14.7489,0.659864,
1.04566,14.9087,0.659105,
1.04566,15.0685,0.658359,
1.04566,15.2283,0.657627,
1.04566,15.3881,0.656908,
1.04566,15.5479,0.656201,
1.04566,15.7078,0.655507,
1.04566,15.8676,0.654824,
1.04566,16.0274,0.654153,
1.04566,16.1872,0.653494,
1.04566,16.347,0.652847,
1.04566,16.5068,0.65221,
1.04566,16.6667,0.651584,
1.04566,16.8265,0.650969,
1.04566,16.9863,0.650364,
1.04566,17.1461,0.64977,
1.04566,17.3059,0.649185,
1.04566,17.4658,0.648611,
1.04566,17.6256,0.648046,
1.04566,17.7854,0.647491,
1.04566,17.9452,0.646945,
1.04566,18.105,0.646408,
1.04566,18.2648,0.645881,
1.04566,18.4247,0.645362,
1.04566,18.5845,0.644853,
1.04566,18.7443,0.644351,
1.04566,18.9041,0.643859,
1.04566,19.0639,0.643375,
1.04566,19.2237,0.642899,
1.04566,19.3836,0.642431,
1.04566,19.5434,0.641972,
1.04566,19.7032,0.64152,
1.04566,19.863,0.641077,
1.04566,20.0228,0.640641,
1.04566,20.1826,0.640212,
1.04566,20.3425,0.639792,
1.04566,20.5023,0.639378,
1.04566,20.6621,0.638973,
1.04566,20.8219,0.638574,
1.04566,20.9817,0.638183,
1.04566,21.1416,0.637799,
1.04566,21.3014,0.637422,
1.04566,21.4612,0.637052,
1.04566,21.621,0.636689,
1.04566,21.7808,0.636333,
1.04566,21.9406,0.635984,
1.04566,22.1005,0.635641,
1.04566,22.2603,0.635306,
1.04566,22.4201,0.634977,
1.04566,22.5799,0.634654,
1.04566,22.7397,0.634338,
1.04566,22.8995,0.634029,
1.04566,23.0594,0.633726,
1.04566,23.2192,0.63343,
1.04566,23.379,0.63314,
1.04566,23.5388,0.632856,
1.04566,23.6986,0.632579,
1.04566,23.8584,0.632308,
1.04566,24.0183,0.632043,
1.04566,24.1781,0.631784,
1.04566,24.3379,0.631532,
1.04566,24.4977,0.631285,
1.04566,24.6575,0.631045,
1.04566,24.8174,0.630811,
1.04566,24.9772,0.630583,
1.04566,25.137,0.630361,
1.04566,25.2968,0.630145,
1.04566,25.4566,0.629935,
1.04566,25.6164,0.629731,
1.04566,25.7763,0.629533,
1.04566,25.9361,0.629341,
1.04566,26.0959,0.629155,
1.04566,26.2557,0.628975,
1.04566,26.4155,0.628801,
1.04566,26.5753,0.628632,
1.04566,26.7352,0.62847,
1.04566,26.895,0.628313,
1.04566,27.0548,0.628163,
1.04566,27.2146,0.628018,
1.04566,27.3744,0.627879,
1.04566,27.5342,0.627746,
1.04566,27.6941,0.627619,
1.04566,27.8539,0.627497,
1.04566,28.0137,0.627382,
1.04566,28.1735,0.627272,
1.04566,28.3333,0.627168,
1.04566,28.4932,0.62707,
1.04566,28.653,0.626978,
1.04566,28.8128,0.626892,
1.04566,28.9726,0.626812,
1.04566,29.1324,0.626737,
1.04566,29.2922,0.626669,
1.04566,29.4521,0.626606,
1.04566,29.6119,0.626549,
1.04566,29.7717,0.626498,
1.04566,29.9315,0.626453,
1.04566,30.0913,0.626414,
1.04566,30.2511,0.626381,
1.04566,30.411,0.626354,
1.04566,30.5708,0.626333,
1.04566,30.7306,0.626318,
1.04566,30.8904,0.626308,
1.04566,31.0502,0.626305,
1.04566,31.21,0.626308,
1.04566,31.3699,0.626317,
1.04566,31.5297,0.626331,
1.04566,31.6895,0.626352,
1.04566,31.8493,0.626379,
1.04566,32.0091,0.626412,
1.04566,32.1689,0.626451,
1.04566,32.3288,0.626497,
1.04566,32.4886,0.626548,
1.04566,32.6484,0.626606,
1.04566,32.8082,0.62667,
1.04566,32.968,0.62674,
1.04566,33.1279,0.626816,
1.04566,33.2877,0.626899,
1.04566,33.4475,0.626987,
1.04566,33.6073,0.627083,
1.04566,33.7671,0.627184,
1.04566,33.9269,0.627292,
1.04566,34.0868,0.627406,
1.04566,34.2466,0.627527,
1.04566,34.4064,0.627654,
1.04566,34.5662,0.627788,
1.04566,34.726,0.627928,
1.04566,34.8858,0.628074,
1.04566,35.0457,0.628228,
1.04566,35.2055,0.628387,
1.04566,35.3653,0.628554,
1.04566,35.5251,0.628727,
1.04566,35.6849,0.628907,
1.04566,35.8447,0.629093,
1.04566,36.0046,0.629286,
1.04566,36.1644,0.629486,
1.04566,36.3242,0.629693,
1.04566,36.484,0.629907,
1.04566,36.6438,0.630127,
1.04566,36.8037,0.630354,
1.04566,36.9635,0.630589,
1.04566,37.1233,0.63083,
1.04566,37.2831,0.631078,
1.04566,37.4429,0.631334,
1.04566,37.6027,0.631596,
1.04566,37.7626,0.631866,
1.04566,37.9224,0.632142,
1.04566,38.0822,0.632426,
1.04566,38.242,0.632717,
1.04566,38.4018,0.633016,
1.04566,38.5616,0.633321,
1.04566,38.7215,0.633635,
1.04566,38.8813,0.633955,
1.04566,39.0411,0.634283,
1.04566,39.2009,0.634618,
1.04566,39.3607,0.634961,
1.04566,39.5205,0.635311,
1.04566,39.6804,0.635669,
1.04566,39.8402,0.636035,
1.04566,40.0,0.636408,
1.06849,5.0,0.756905,
1.06849,5.1598,0.75298,
1.06849,5.3196,0.749233,
1.06849,5.4795,0.745652,
1.06849,5.6393,0.742224,
1.06849,5.7991,0.738938,
1.06849,5.9589,0.735787,
1.06849,6.1187,0.732759,
1.06849,6.2785,0.729849,
1.06849,6.4384,0.727047,
1.06849,6.5982,0.724349,
1.06849,6.758,0.721747,
1.06849,6.9178,0.719235,
1.06849,7.0776,0.71681,
1.06849,7.2374,0.714466,
1.06849,7.3973,0.712198,
1.06849,7.5571,0.710004,
1.06849,7.7169,0.707878,
1.06849,7.8767,0.705817,
1.06849,8.0365,0.703819,
1.06849,8.1963,0.70188,
1.06849,8.3562,0.699997,
1.06849,8.516,0.698168,
1.06849,8.6758,0.69639,
1.06849,8.8356,0.694661,
1.06849,8.9954,0.692979,
1.06849,9.1553,0.691342,
1.06849,9.3151,0.689747,
1.06849,9.4749,0.688194,
1.06849,9.6347,0.68668,
1.06849,9.7945,0.685203,
1.06849,9.9543,0.683763,
1.06849,10.1142,0.682358,
1.06849,10.274,0.680987,
1.06849,10.4338,0.679648,
1.06849,10.5936,0.67834,
1.06849,10.7534,0.677062,
1.06849,10.9132,0.675812,
1.06849,11.0731,0.674591,
1.06849,11.2329,0.673397,
1.06849,11.3927,0.672229,
1.06849,11.5525,0.671086,
1.06849,11.7123,0.669967,
1.06849,11.8721,0.668872,
1.06849,12.032,0.667799,
1.06849,12.1918,0.666749,
1.06849,12.3516,0.66572,
1.06849,12.5114,0.664712,
1.06849,12.6712,0.663724,
1.06849,12.8311,0.662756,
1.06849,12.9909,0.661806,
1.06849,13.1507,0.660875,
1.06849,13.3105,0.659962,
1.06849,13.4703,0.659067,
1.06849,13.6301,0.658188,
1.06849,13.79,0.657326,
1.06849,13.9498,0.65648,
1.06849,14.1096,0.655649,
1.06849,14.2694,0.654834,
1.06849,14.4292,0.654034,
1.06849,14.589,0.653248,
1.06849,14.7489,0.652477,
1.06849,14.9087,0.651719,
1.06849,15.0685,0.650975,
1.06849,15.2283,0.650244,
1.06849,15.3881,0.649526,
1.06849,15.5479,0.648821,
1.06849,15.7078,0.648128,
1.06849,15.8676,0.647447,
1.06849,16.0274,0.646778,
1.06849,16.1872,0.64612,
1.06849,16.347,0.645474,
1.06849,16.5068,0.644839,
1.06849,16.6667,0.644215,
1.06849,16.8265,0.643602,
1.06849,16.9863,0.642999,
1.06849,17.1461,0.642406,
1.06849,17.3059,0.641824,
1.06849,17.4658,0.641251,
1.06849,17.6256,0.640689,
1.06849,17.7854,0.640135,
1.06849,17.9452,0.639592,
1.06849,18.105,0.639057,
1.06849,18.2648,0.638532,
1.06849,18.4247,0.638016,
1.06849,18.5845,0.637509,
1.06849,18.7443,0.63701,
1.06849,18.9041,0.63652,
1.06849,19.0639,0.636039,
1.06849,19.2237,0.635566,
1.06849,19.3836,0.635101,
1.06849,19.5434,0.634644,
1.06849,19.7032,0.634195,
1.06849,19.863,0.633755,
1.06849,20.0228,0.633322,
1.06849,20.1826,0.632896,
1.06849,20.3425,0.632479,
1.06849,20.5023,0.632069,
1.06849,20.6621,0.631667,
1.06849,20.8219,0.631272,
1.06849,20.9817,0.630884,
1.06849,21.1416,0.630503,
1.06849,21.3014,0.63013,
1.06849,21.4612,0.629764,
1.06849,21.621,0.629405,
1.06849,21.7808,0.629053,
1.06849,21.9406,0.628707,
1.06849,22.1005,0.628369,
1.06849,22.2603,0.628038,
1.06849,22.4201,0.627713,
1.06849,22.5799,0.627395,
1.06849,22.7397,0.627083,
1.06849,22.8995,0.626779,
1.06849,23.0594,0.62648,
1.06849,23.2192,0.626189,
1.06849,23.379,0.625904,
1.06849,23.5388,0.625625,
1.06849,23.6986,0.625352,
1.06849,23.8584,0.625086,
1.06849,24.0183,0.624827,
1.06849,24.1781,0.624574,
1.06849,24.3379,0.624327,
1.06849,24.4977,0.624086,
1.06849,24.6575,0.623851,
1.06849,24.8174,0.623623,
1.06849,24.9772,0.623401,
1.06849,25.137,0.623185,
1.06849,25.2968,0.622975,
1.06849,25.4566,0.622771,
1.06849,25.6164,0.622574,
1.06849,25.7763,0.622382,
1.06849,25.9361,0.622197,
1.06849,26.0959,0.622018,
1.06849,26.2557,0.621844,
1.06849,26.4155,0.621677,
1.06849,26.5753,0.621516,
1.06849,26.7352,0.621361,
1.06849,26.895,0.621211,
1.06849,27.0548,0.621068,
1.06849,27.2146,0.620931,
1.06849,27.3744,0.6208,
1.06849,27.5342,0.620675,
1.06849,27.6941,0.620556,
1.06849,27.8539,0.620443,
1.06849,28.0137,0.620335,
1.06849,28.1735,0.620234,
1.06849,28.3333,0.620139,
1.06849,28.4932,0.62005,
1.06849,28.653,0.619967,
1.06849,28.8128,0.61989,
1.06849,28.9726,0.619819,
1.06849,29.1324,0.619753,
1.06849,29.2922,0.619694,
1.06849,29.4521,0.619641,
1.06849,29.6119,0.619594,
1.06849,29.7717,0.619554,
1.06849,29.9315,0.619519,
1.06849,30.0913,0.61949,
1.06849,30.2511,0.619467,
1.06849,30.411,0.619451,
1.06849,30.5708,0.619441,
1.06849,30.7306,0.619436,
1.06849,30.8904,0.619438,
1.06849,31.0502,0.619446,
1.06849,31.21,0.619461,
1.06849,31.3699,0.619481,
1.06849,31.5297,0.619508,
1.06849,31.6895,0.619541,
1.06849,31.8493,0.61958,
1.06849,32.0091,0.619625,
1.06849,32.1689,0.619677,
1.06849,32.3288,0.619735,
1.06849,32.4886,0.6198,
1.06849,32.6484,0.619871,
1.06849,32.8082,0.619948,
1.06849,32.968,0.620032,
1.06849,33.1279,0.620122,
1.06849,33.2877,0.620218,
1.06849,33.4475,0.620321,
1.06849,33.6073,0.620431,
1.06849,33.7671,0.620547,
1.06849,33.9269,0.62067,
1.06849,34.0868,0.620799,
1.06849,34.2466,0.620935,
1.06849,34.4064,0.621078,
1.06849,34.5662,0.621227,
1.06849,34.726,0.621383,
1.06849,34.8858,0.621546,
1.06849,35.0457,0.621716,
1.06849,35.2055,0.621892,
1.06849,35.3653,0.622075,
1.06849,35.5251,0.622265,
1.06849,35.6849,0.622462,
1.06849,35.8447,0.622666,
1.06849,36.0046,0.622877,
1.06849,36.1644,0.623095,
1.06849,36.3242,0.62332,
1.06849,36.484,0.623552,
1.06849,36.6438,0.623791,
1.06849,36.8037,0.624038,
1.06849,36.9635,0.624291,
1.06849,37.1233,0.624552,
1.06849,37.2831,0.62482,
1.06849,37.4429,0.625095,
1.06849,37.6027,0.625378,
1.06849,37.7626,0.625668,
1.06849,37.9224,0.625965,
1.06849,38.0822,0.62627,
1.06849,38.242,0.626583,
1.06849,38.4018,0.626902,
1.06849,38.5616,0.62723,
1.06849,38.7215,0.627565,
1.06849,38.8813,0.627908,
1.06849,39.0411,0.628258,
1.06849,39.2009,0.628617,
1.06849,39.3607,0.628983,
1.06849,39.5205,0.629357,
1.06849,39.6804,0.629738,
1.06849,39.8402,0.630128,
1.06849,40.0,0.630526,
1.09132,5.0,0.749544,
1.09132,5.1598,0.745618,
1.09132,5.3196,0.741872,
1.09132,5.4795,0.73829,
1.09132,5.6393,0.734862,
1.09132,5.7991,0.731577,
1.09132,5.9589,0.728425,
1.09132,6.1187,0.725398,
1.09132,6.2785,0.722488,
1.09132,6.4384,0.719686,
1.09132,6.5982,0.716988,
1.09132,6.758,0.714386,
1.09132,6.9178,0.711875,
