epsilon,timestep_fs,loss,violations
1.41096,38.7215,0.546025,
1.41096,38.8813,0.546761,
1.41096,39.0411,0.54751,
1.41096,39.2009,0.548271,
1.41096,39.3607,0.549046,
1.41096,39.5205,0.549832,
1.41096,39.6804,0.550632,
1.41096,39.8402,0.551445,
1.41096,40.0,0.552271,
1.43379,5.0,0.645058,
1.43379,5.1598,0.641133,
1.43379,5.3196,0.637388,
1.43379,5.4795,0.633807,
1.43379,5.6393,0.63038,
1.43379,5.7991,0.627097,
1.43379,5.9589,0.623946,
1.43379,6.1187,0.620921,
1.43379,6.2785,0.618012,
1.43379,6.4384,0.615212,
1.43379,6.5982,0.612516,
1.43379,6.758,0.609916,
1.43379,6.9178,0.607407,
1.43379,7.0776,0.604984,
1.43379,7.2374,0.602642,
1.43379,7.3973,0.600378,
1.43379,7.5571,0.598186,
1.43379,7.7169,0.596063,
1.43379,7.8767,0.594006,
1.43379,8.0365,0.592012,
1.43379,8.1963,0.590076,
1.43379,8.3562,0.588198,
1.43379,8.516,0.586373,
1.43379,8.6758,0.5846,
1.43379,8.8356,0.582876,
1.43379,8.9954,0.581199,
1.43379,9.1553,0.579567,
1.43379,9.3151,0.577978,
1.43379,9.4749,0.57643,
1.43379,9.6347,0.574923,
1.43379,9.7945,0.573453,
1.43379,9.9543,0.57202,
1.43379,10.1142,0.570622,
1.43379,10.274,0.569259,
1.43379,10.4338,0.567927,
1.43379,10.5936,0.566628,
1.43379,10.7534,0.565359,
1.43379,10.9132,0.564119,
1.43379,11.0731,0.562907,
1.43379,11.2329,0.561723,
1.43379,11.3927,0.560565,
1.43379,11.5525,0.559433,
1.43379,11.7123,0.558326,
1.43379,11.8721,0.557242,
1.43379,12.032,0.556182,
1.43379,12.1918,0.555145,
1.43379,12.3516,0.554129,
1.43379,12.5114,0.553135,
1.43379,12.6712,0.552162,
1.43379,12.8311,0.551208,
1.43379,12.9909,0.550274,
1.43379,13.1507,0.54936,
1.43379,13.3105,0.548463,
1.43379,13.4703,0.547585,
1.43379,13.6301,0.546725,
1.43379,13.79,0.545881,
1.43379,13.9498,0.545054,
1.43379,14.1096,0.544244,
1.43379,14.2694,0.54345,
1.43379,14.4292,0.542671,
1.43379,14.589,0.541907,
1.43379,14.7489,0.541159,
1.43379,14.9087,0.540425,
1.43379,15.0685,0.539705,
1.43379,15.2283,0.538999,
1.43379,15.3881,0.538307,
1.43379,15.5479,0.537629,
1.43379,15.7078,0.536963,
1.43379,15.8676,0.536311,
1.43379,16.0274,0.535671,
1.43379,16.1872,0.535044,
1.43379,16.347,0.534429,
1.43379,16.5068,0.533826,
1.43379,16.6667,0.533235,
1.43379,16.8265,0.532656,
1.43379,16.9863,0.532088,
1.43379,17.1461,0.531531,
1.43379,17.3059,0.530986,
1.43379,17.4658,0.530452,
1.43379,17.6256,0.529928,
1.43379,17.7854,0.529415,
1.43379,17.9452,0.528913,
1.43379,18.105,0.528421,
1.43379,18.2648,0.527939,
1.43379,18.4247,0.527468,
1.43379,18.5845,0.527007,
1.43379,18.7443,0.526555,
1.43379,18.9041,0.526113,
1.43379,19.0639,0.525681,
1.43379,19.2237,0.525259,
1.43379,19.3836,0.524846,
1.43379,19.5434,0.524443,
1.43379,19.7032,0.524049,
1.43379,19.863,0.523665,
1.43379,20.0228,0.523289,
1.43379,20.1826,0.522923,
1.43379,20.3425,0.522566,
1.43379,20.5023,0.522217,
1.43379,20.6621,0.521878,
1.43379,20.8219,0.521548,
1.43379,20.9817,0.521226,
1.43379,21.1416,0.520914,
1.43379,21.3014,0.52061,
1.43379,21.4612,0.520314,
1.43379,21.621,0.520028,
1.43379,21.7808,0.519749,
1.43379,21.9406,0.51948,
1.43379,22.1005,0.519219,
1.43379,22.2603,0.518967,
1.43379,22.4201,0.518723,
1.43379,22.5799,0.518487,
1.43379,22.7397,0.51826,
1.43379,22.8995,0.518041,
1.43379,23.0594,0.517831,
1.43379,23.2192,0.517629,
1.43379,23.379,0.517436,
1.43379,23.5388,0.517251,
1.43379,23.6986,0.517074,
1.43379,23.8584,0.516905,
1.43379,24.0183,0.516745,
1.43379,24.1781,0.516593,
1.43379,24.3379,0.51645,
1.43379,24.4977,0.516314,
1.43379,24.6575,0.516187,
1.43379,24.8174,0.516069,
1.43379,24.9772,0.515958,
1.43379,25.137,0.515857,
1.43379,25.2968,0.515763,
1.43379,25.4566,0.515678,
1.43379,25.6164,0.515601,
1.43379,25.7763,0.515532,
1.43379,25.9361,0.515472,
1.43379,26.0959,0.51542,
1.43379,26.2557,0.515377,
1.43379,26.4155,0.515342,
1.43379,26.5753,0.515316,
1.43379,26.7352,0.515298,
1.43379,26.895,0.515288,
1.43379,27.0548,0.515287,
1.43379,27.2146,0.515295,
1.43379,27.3744,0.515311,
1.43379,27.5342,0.515336,
1.43379,27.6941,0.51537,
1.43379,27.8539,0.515412,
1.43379,28.0137,0.515463,
1.43379,28.1735,0.515522,
1.43379,28.3333,0.51559,
1.43379,28.4932,0.515667,
1.43379,28.653,0.515753,
1.43379,28.8128,0.515848,
1.43379,28.9726,0.515952,
1.43379,29.1324,0.516064,
1.43379,29.2922,0.516186,
1.43379,29.4521,0.516317,
1.43379,29.6119,0.516456,
1.43379,29.7717,0.516605,
1.43379,29.9315,0.516763,
1.43379,30.0913,0.51693,
1.43379,30.2511,0.517107,
1.43379,30.411,0.517293,
1.43379,30.5708,0.517488,
1.43379,30.7306,0.517692,
1.43379,30.8904,0.517906,
1.43379,31.0502,0.518129,
1.43379,31.21,0.518362,
1.43379,31.3699,0.518605,
1.43379,31.5297,0.518857,
1.43379,31.6895,0.519119,
1.43379,31.8493,0.51939,
1.43379,32.0091,0.519672,
1.43379,32.1689,0.519963,
1.43379,32.3288,0.520264,
1.43379,32.4886,0.520575,
1.43379,32.6484,0.520897,
1.43379,32.8082,0.521228,
1.43379,32.968,0.521569,
1.43379,33.1279,0.521921,
1.43379,33.2877,0.522283,
1.43379,33.4475,0.522655,
1.43379,33.6073,0.523038,
1.43379,33.7671,0.523431,
1.43379,33.9269,0.523835,
1.43379,34.0868,0.524249,
1.43379,34.2466,0.524674,
1.43379,34.4064,0.52511,
1.43379,34.5662,0.525557,
1.43379,34.726,0.526014,
1.43379,34.8858,0.526482,
1.43379,35.0457,0.526962,
1.43379,35.2055,0.527452,
1.43379,35.3653,0.527954,
1.43379,35.5251,0.528467,
1.43379,35.6849,0.528991,
1.43379,35.8447,0.529526,
1.43379,36.0046,0.530073,
1.43379,36.1644,0.530632,
1.43379,36.3242,0.531202,
1.43379,36.484,0.531783,
1.43379,36.6438,0.532377,
1.43379,36.8037,0.532982,
1.43379,36.9635,0.533599,
1.43379,37.1233,0.534228,
1.43379,37.2831,0.53487,
1.43379,37.4429,0.535523,
1.43379,37.6027,0.536188,
1.43379,37.7626,0.536866,
1.43379,37.9224,0.537556,
1.43379,38.0822,0.538259,
1.43379,38.242,0.538974,
1.43379,38.4018,0.539702,
1.43379,38.5616,0.540442,
1.43379,38.7215,0.541196,
1.43379,38.8813,0.541962,
1.43379,39.0411,0.542741,
1.43379,39.2009,0.543533,
1.43379,39.3607,0.544338,
1.43379,39.5205,0.545157,
1.43379,39.6804,0.545989,
1.43379,39.8402,0.546834,
1.43379,40.0,0.547693,
1.45662,5.0,0.638461,
1.45662,5.1598,0.634537,
1.45662,5.3196,0.630791,
1.45662,5.4795,0.627211,
1.45662,5.6393,0.623784,
1.45662,5.7991,0.620501,
1.45662,5.9589,0.617351,
1.45662,6.1187,0.614325,
1.45662,6.2785,0.611416,
1.45662,6.4384,0.608617,
1.45662,6.5982,0.60592,
1.45662,6.758,0.603321,
1.45662,6.9178,0.600812,
1.45662,7.0776,0.598389,
1.45662,7.2374,0.596048,
1.45662,7.3973,0.593784,
1.45662,7.5571,0.591592,
1.45662,7.7169,0.58947,
1.45662,7.8767,0.587413,
1.45662,8.0365,0.585418,
1.45662,8.1963,0.583483,
1.45662,8.3562,0.581605,
1.45662,8.516,0.57978,
1.45662,8.6758,0.578008,
1.45662,8.8356,0.576284,
1.45662,8.9954,0.574607,
1.45662,9.1553,0.572976,
1.45662,9.3151,0.571387,
1.45662,9.4749,0.56984,
1.45662,9.6347,0.568333,
1.45662,9.7945,0.566864,
1.45662,9.9543,0.565431,
1.45662,10.1142,0.564034,
1.45662,10.274,0.562671,
1.45662,10.4338,0.56134,
1.45662,10.5936,0.560041,
1.45662,10.7534,0.558773,
1.45662,10.9132,0.557534,
1.45662,11.0731,0.556323,
1.45662,11.2329,0.555139,
1.45662,11.3927,0.553982,
1.45662,11.5525,0.552851,
1.45662,11.7123,0.551744,
1.45662,11.8721,0.550662,
1.45662,12.032,0.549603,
1.45662,12.1918,0.548566,
1.45662,12.3516,0.547552,
1.45662,12.5114,0.546559,
1.45662,12.6712,0.545586,
1.45662,12.8311,0.544634,
1.45662,12.9909,0.543701,
1.45662,13.1507,0.542787,
1.45662,13.3105,0.541892,
1.45662,13.4703,0.541015,
1.45662,13.6301,0.540156,
1.45662,13.79,0.539314,
1.45662,13.9498,0.538489,
1.45662,14.1096,0.53768,
1.45662,14.2694,0.536887,
1.45662,14.4292,0.53611,
1.45662,14.589,0.535348,
1.45662,14.7489,0.534601,
1.45662,14.9087,0.533868,
1.45662,15.0685,0.53315,
1.45662,15.2283,0.532446,
1.45662,15.3881,0.531756,
1.45662,15.5479,0.53108,
1.45662,15.7078,0.530416,
1.45662,15.8676,0.529766,
1.45662,16.0274,0.529128,
1.45662,16.1872,0.528503,
1.45662,16.347,0.527891,
1.45662,16.5068,0.52729,
1.45662,16.6667,0.526702,
1.45662,16.8265,0.526125,
1.45662,16.9863,0.525559,
1.45662,17.1461,0.525005,
1.45662,17.3059,0.524463,
1.45662,17.4658,0.523931,
1.45662,17.6256,0.52341,
1.45662,17.7854,0.5229,
1.45662,17.9452,0.522401,
1.45662,18.105,0.521912,
1.45662,18.2648,0.521434,
1.45662,18.4247,0.520965,
1.45662,18.5845,0.520507,
1.45662,18.7443,0.520059,
1.45662,18.9041,0.519621,
1.45662,19.0639,0.519193,
1.45662,19.2237,0.518774,
1.45662,19.3836,0.518365,
1.45662,19.5434,0.517966,
1.45662,19.7032,0.517576,
1.45662,19.863,0.517195,
1.45662,20.0228,0.516824,
1.45662,20.1826,0.516462,
1.45662,20.3425,0.516109,
1.45662,20.5023,0.515765,
1.45662,20.6621,0.515431,
1.45662,20.8219,0.515105,
1.45662,20.9817,0.514788,
1.45662,21.1416,0.51448,
1.45662,21.3014,0.514181,
1.45662,21.4612,0.513891,
1.45662,21.621,0.51361,
1.45662,21.7808,0.513337,
1.45662,21.9406,0.513073,
1.45662,22.1005,0.512818,
1.45662,22.2603,0.512571,
1.45662,22.4201,0.512333,
1.45662,22.5799,0.512103,
1.45662,22.7397,0.511882,
1.45662,22.8995,0.51167,
1.45662,23.0594,0.511466,
1.45662,23.2192,0.51127,
1.45662,23.379,0.511083,
1.45662,23.5388,0.510905,
1.45662,23.6986,0.510735,
1.45662,23.8584,0.510574,
1.45662,24.0183,0.510421,
1.45662,24.1781,0.510276,
1.45662,24.3379,0.51014,
1.45662,24.4977,0.510012,
1.45662,24.6575,0.509893,
1.45662,24.8174,0.509782,
1.45662,24.9772,0.50968,
1.45662,25.137,0.509587,
1.45662,25.2968,0.509501,
1.45662,25.4566,0.509425,
1.45662,25.6164,0.509356,
1.45662,25.7763,0.509297,
1.45662,25.9361,0.509246,
1.45662,26.0959,0.509203,
1.45662,26.2557,0.509169,
1.45662,26.4155,0.509144,
1.45662,26.5753,0.509127,
1.45662,26.7352,0.509119,
1.45662,26.895,0.50912,
1.45662,27.0548,0.509129,
1.45662,27.2146,0.509147,
1.45662,27.3744,0.509174,
1.45662,27.5342,0.50921,
1.45662,27.6941,0.509254,
1.45662,27.8539,0.509308,
1.45662,28.0137,0.50937,
1.45662,28.1735,0.509441,
1.45662,28.3333,0.509521,
1.45662,28.4932,0.50961,
1.45662,28.653,0.509708,
1.45662,28.8128,0.509815,
1.45662,28.9726,0.509932,
1.45662,29.1324,0.510057,
1.45662,29.2922,0.510192,
1.45662,29.4521,0.510336,
1.45662,29.6119,0.510489,
1.45662,29.7717,0.510651,
1.45662,29.9315,0.510823,
1.45662,30.0913,0.511005,
1.45662,30.2511,0.511195,
1.45662,30.411,0.511396,
1.45662,30.5708,0.511606,
1.45662,30.7306,0.511825,
1.45662,30.8904,0.512054,
1.45662,31.0502,0.512293,
1.45662,31.21,0.512542,
1.45662,31.3699,0.512801,
1.45662,31.5297,0.513069,
1.45662,31.6895,0.513347,
1.45662,31.8493,0.513636,
1.45662,32.0091,0.513934,
1.45662,32.1689,0.514243,
1.45662,32.3288,0.514561,
1.45662,32.4886,0.51489,
1.45662,32.6484,0.51523,
1.45662,32.8082,0.515579,
1.45662,32.968,0.515939,
1.45662,33.1279,0.51631,
1.45662,33.2877,0.516691,
1.45662,33.4475,0.517083,
1.45662,33.6073,0.517485,
1.45662,33.7671,0.517899,
1.45662,33.9269,0.518323,
1.45662,34.0868,0.518758,
1.45662,34.2466,0.519203,
1.45662,34.4064,0.51966,
1.45662,34.5662,0.520128,
1.45662,34.726,0.520607,
1.45662,34.8858,0.521098,
1.45662,35.0457,0.5216,
1.45662,35.2055,0.522113,
1.45662,35.3653,0.522637,
1.45662,35.5251,0.523173,
1.45662,35.6849,0.523721,
1.45662,35.8447,0.524281,
1.45662,36.0046,0.524852,
1.45662,36.1644,0.525435,
1.45662,36.3242,0.52603,
1.45662,36.484,0.526637,
1.45662,36.6438,0.527256,
1.45662,36.8037,0.527887,
1.45662,36.9635,0.52853,
1.45662,37.1233,0.529186,
1.45662,37.2831,0.529854,
1.45662,37.4429,0.530535,
1.45662,37.6027,0.531228,
1.45662,37.7626,0.531934,
1.45662,37.9224,0.532652,
1.45662,38.0822,0.533384,
1.45662,38.242,0.534128,
1.45662,38.4018,0.534885,
1.45662,38.5616,0.535655,
1.45662,38.7215,0.536439,
1.45662,38.8813,0.537236,
1.45662,39.0411,0.538046,
1.45662,39.2009,0.538869,
1.45662,39.3607,0.539706,
1.45662,39.5205,0.540557,
1.45662,39.6804,0.541421,
1.45662,39.8402,0.542299,
1.45662,40.0,0.543191,
1.47945,5.0,0.631908,
1.47945,5.1598,0.627984,
1.47945,5.3196,0.624239,
1.47945,5.4795,0.620658,
1.47945,5.6393,0.617232,
1.47945,5.7991,0.613948,
1.47945,5.9589,0.610798,
1.47945,6.1187,0.607773,
1.47945,6.2785,0.604864,
1.47945,6.4384,0.602065,
1.47945,6.5982,0.599368,
1.47945,6.758,0.596769,
1.47945,6.9178,0.59426,
1.47945,7.0776,0.591838,
1.47945,7.2374,0.589497,
1.47945,7.3973,0.587232,
1.47945,7.5571,0.585041,
1.47945,7.7169,0.582919,
1.47945,7.8767,0.580862,
1.47945,8.0365,0.578868,
1.47945,8.1963,0.576934,
1.47945,8.3562,0.575055,
1.47945,8.516,0.573231,
1.47945,8.6758,0.571459,
1.47945,8.8356,0.569735,
1.47945,8.9954,0.568059,
1.47945,9.1553,0.566428,
1.47945,9.3151,0.56484,
1.47945,9.4749,0.563293,
1.47945,9.6347,0.561787,
1.47945,9.7945,0.560318,
1.47945,9.9543,0.558886,
1.47945,10.1142,0.557489,
1.47945,10.274,0.556127,
1.47945,10.4338,0.554797,
1.47945,10.5936,0.553498,
1.47945,10.7534,0.55223,
1.47945,10.9132,0.550992,
1.47945,11.0731,0.549782,
1.47945,11.2329,0.548599,
1.47945,11.3927,0.547443,
1.47945,11.5525,0.546312,
1.47945,11.7123,0.545206,
1.47945,11.8721,0.544125,
1.47945,12.032,0.543067,
1.47945,12.1918,0.542031,
1.47945,12.3516,0.541018,
1.47945,12.5114,0.540025,
1.47945,12.6712,0.539054,
1.47945,12.8311,0.538103,
1.47945,12.9909,0.537171,
1.47945,13.1507,0.536259,
1.47945,13.3105,0.535365,
1.47945,13.4703,0.534489,
1.47945,13.6301,0.533631,
1.47945,13.79,0.53279,
1.47945,13.9498,0.531967,
1.47945,14.1096,0.531159,
1.47945,14.2694,0.530368,
1.47945,14.4292,0.529592,
1.47945,14.589,0.528832,
1.47945,14.7489,0.528086,
1.47945,14.9087,0.527356,
1.47945,15.0685,0.52664,
1.47945,15.2283,0.525938,
1.47945,15.3881,0.525249,
1.47945,15.5479,0.524575,
1.47945,15.7078,0.523913,
1.47945,15.8676,0.523265,
1.47945,16.0274,0.52263,
1.47945,16.1872,0.522007,
1.47945,16.347,0.521397,
1.47945,16.5068,0.520798,
1.47945,16.6667,0.520212,
1.47945,16.8265,0.519638,
1.47945,16.9863,0.519075,
1.47945,17.1461,0.518524,
1.47945,17.3059,0.517984,
1.47945,17.4658,0.517455,
1.47945,17.6256,0.516937,
1.47945,17.7854,0.51643,
1.47945,17.9452,0.515934,
1.47945,18.105,0.515448,
1.47945,18.2648,0.514973,
1.47945,18.4247,0.514508,
1.47945,18.5845,0.514053,
1.47945,18.7443,0.513608,
1.47945,18.9041,0.513174,
1.47945,19.0639,0.512749,
1.47945,19.2237,0.512334,
1.47945,19.3836,0.511929,
1.47945,19.5434,0.511534,
1.47945,19.7032,0.511148,
1.47945,19.863,0.510771,
1.47945,20.0228,0.510404,
1.47945,20.1826,0.510046,
1.47945,20.3425,0.509698,
1.47945,20.5023,0.509359,
1.47945,20.6621,0.509029,
1.47945,20.8219,0.508708,
1.47945,20.9817,0.508396,
1.47945,21.1416,0.508093,
1.47945,21.3014,0.507799,
1.47945,21.4612,0.507514,
1.47945,21.621,0.507238,
1.47945,21.7808,0.50697,
1.47945,21.9406,0.506712,
1.47945,22.1005,0.506462,
1.47945,22.2603,0.506221,
1.47945,22.4201,0.505989,
1.47945,22.5799,0.505766,
1.47945,22.7397,0.505551,
1.47945,22.8995,0.505345,
1.47945,23.0594,0.505147,
1.47945,23.2192,0.504958,
1.47945,23.379,0.504778,
1.47945,23.5388,0.504607,
1.47945,23.6986,0.504444,
1.47945,23.8584,0.504289,
1.47945,24.0183,0.504144,
1.47945,24.1781,0.504007,
1.47945,24.3379,0.503878,
1.47945,24.4977,0.503758,
1.47945,24.6575,0.503647,
1.47945,24.8174,0.503544,
1.47945,24.9772,0.50345,
1.47945,25.137,0.503365,
1.47945,25.2968,0.503288,
1.47945,25.4566,0.50322,
1.47945,25.6164,0.503161,
1.47945,25.7763,0.50311,
1.47945,25.9361,0.503068,
1.47945,26.0959,0.503035,
1.47945,26.2557,0.503011,
1.47945,26.4155,0.502995,
1.47945,26.5753,0.502988,
1.47945,26.7352,0.50299,
1.47945,26.895,0.503001,
1.47945,27.0548,0.503021,
1.47945,27.2146,0.50305,
1.47945,27.3744,0.503087,
1.47945,27.5342,0.503134,
1.47945,27.6941,0.50319,
1.47945,27.8539,0.503254,
1.47945,28.0137,0.503328,
1.47945,28.1735,0.503411,
1.47945,28.3333,0.503503,
1.47945,28.4932,0.503604,
1.47945,28.653,0.503715,
1.47945,28.8128,0.503835,
1.47945,28.9726,0.503964,
1.47945,29.1324,0.504102,
1.47945,29.2922,0.50425,
1.47945,29.4521,0.504408,
1.47945,29.6119,0.504575,
1.47945,29.7717,0.504751,
1.47945,29.9315,0.504937,
1.47945,30.0913,0.505133,
1.47945,30.2511,0.505338,
1.47945,30.411,0.505553,
1.47945,30.5708,0.505778,
1.47945,30.7306,0.506013,
1.47945,30.8904,0.506258,
1.47945,31.0502,0.506512,
1.47945,31.21,0.506777,
1.47945,31.3699,0.507052,
1.47945,31.5297,0.507337,
1.47945,31.6895,0.507632,
1.47945,31.8493,0.507938,
1.47945,32.0091,0.508253,
1.47945,32.1689,0.508579,
1.47945,32.3288,0.508916,
1.47945,32.4886,0.509263,
1.47945,32.6484,0.509621,
1.47945,32.8082,0.509989,
1.47945,32.968,0.510368,
1.47945,33.1279,0.510758,
1.47945,33.2877,0.511158,
1.47945,33.4475,0.51157,
1.47945,33.6073,0.511992,
1.47945,33.7671,0.512426,
1.47945,33.9269,0.512871,
1.47945,34.0868,0.513326,
1.47945,34.2466,0.513793,
1.47945,34.4064,0.514272,
1.47945,34.5662,0.514762,
1.47945,34.726,0.515263,
1.47945,34.8858,0.515776,
1.47945,35.0457,0.5163,
1.47945,35.2055,0.516836,
1.47945,35.3653,0.517384,
1.47945,35.5251,0.517944,
1.47945,35.6849,0.518516,
1.47945,35.8447,0.519099,
1.47945,36.0046,0.519695,
1.47945,36.1644,0.520303,
1.47945,36.3242,0.520924,
1.47945,36.484,0.521556,
1.47945,36.6438,0.522201,
1.47945,36.8037,0.522859,
1.47945,36.9635,0.523529,
1.47945,37.1233,0.524211,
1.47945,37.2831,0.524907,
1.47945,37.4429,0.525615,
1.47945,37.6027,0.526336,
1.47945,37.7626,0.527071,
1.47945,37.9224,0.527818,
1.47945,38.0822,0.528579,
1.47945,38.242,0.529352,
1.47945,38.4018,0.53014,
1.47945,38.5616,0.53094,
1.47945,38.7215,0.531754,
1.47945,38.8813,0.532582,
1.47945,39.0411,0.533424,
1.47945,39.2009,0.534279,
1.47945,39.3607,0.535148,
1.47945,39.5205,0.536031,
1.47945,39.6804,0.536929,
1.47945,39.8402,0.53784,
1.47945,40.0,0.538766,
1.50228,5.0,0.625398,
1.50228,5.1598,0.621474,
1.50228,5.3196,0.617728,
1.50228,5.4795,0.614148,
1.50228,5.6393,0.610722,
1.50228,5.7991,0.607438,
1.50228,5.9589,0.604288,
1.50228,6.1187,0.601263,
1.50228,6.2785,0.598354,
1.50228,6.4384,0.595555,
1.50228,6.5982,0.592859,
1.50228,6.758,0.59026,
1.50228,6.9178,0.587751,
1.50228,7.0776,0.585329,
1.50228,7.2374,0.582988,
1.50228,7.3973,0.580724,
1.50228,7.5571,0.578533,
1.50228,7.7169,0.576411,
1.50228,7.8767,0.574355,
1.50228,8.0365,0.572361,
1.50228,8.1963,0.570427,
1.50228,8.3562,0.568549,
1.50228,8.516,0.566725,
1.50228,8.6758,0.564953,
1.50228,8.8356,0.56323,
1.50228,8.9954,0.561554,
1.50228,9.1553,0.559923,
1.50228,9.3151,0.558335,
1.50228,9.4749,0.556789,
1.50228,9.6347,0.555283,
1.50228,9.7945,0.553815,
1.50228,9.9543,0.552383,
1.50228,10.1142,0.550987,
1.50228,10.274,0.549625,
1.50228,10.4338,0.548296,
1.50228,10.5936,0.546998,
1.50228,10.7534,0.545731,
1.50228,10.9132,0.544493,
1.50228,11.0731,0.543283,
1.50228,11.2329,0.542101,
1.50228,11.3927,0.540946,
1.50228,11.5525,0.539816,
1.50228,11.7123,0.538711,
1.50228,11.8721,0.537631,
1.50228,12.032,0.536573,
1.50228,12.1918,0.535539,
1.50228,12.3516,0.534526,
1.50228,12.5114,0.533535,
1.50228,12.6712,0.532565,
1.50228,12.8311,0.531615,
1.50228,12.9909,0.530684,
1.50228,13.1507,0.529773,
1.50228,13.3105,0.528881,
1.50228,13.4703,0.528006,
1.50228,13.6301,0.527149,
1.50228,13.79,0.52631,
1.50228,13.9498,0.525488,
1.50228,14.1096,0.524682,
1.50228,14.2694,0.523892,
1.50228,14.4292,0.523118,
1.50228,14.589,0.522359,
1.50228,14.7489,0.521616,
1.50228,14.9087,0.520887,
1.50228,15.0685,0.520172,
1.50228,15.2283,0.519472,
1.50228,15.3881,0.518786,
1.50228,15.5479,0.518113,
1.50228,15.7078,0.517454,
1.50228,15.8676,0.516808,
1.50228,16.0274,0.516175,
1.50228,16.1872,0.515554,
1.50228,16.347,0.514946,
1.50228,16.5068,0.51435,
1.50228,16.6667,0.513766,
1.50228,16.8265,0.513195,
1.50228,16.9863,0.512634,
1.50228,17.1461,0.512086,
1.50228,17.3059,0.511549,
1.50228,17.4658,0.511023,
1.50228,17.6256,0.510508,
1.50228,17.7854,0.510004,
1.50228,17.9452,0.50951,
1.50228,18.105,0.509028,
1.50228,18.2648,0.508556,
1.50228,18.4247,0.508094,
1.50228,18.5845,0.507643,
1.50228,18.7443,0.507202,
1.50228,18.9041,0.506771,
1.50228,19.0639,0.50635,
1.50228,19.2237,0.505939,
1.50228,19.3836,0.505537,
1.50228,19.5434,0.505146,
1.50228,19.7032,0.504764,
1.50228,19.863,0.504392,
1.50228,20.0228,0.504029,
1.50228,20.1826,0.503676,
1.50228,20.3425,0.503332,
1.50228,20.5023,0.502997,
1.50228,20.6621,0.502672,
1.50228,20.8219,0.502355,
1.50228,20.9817,0.502048,
1.50228,21.1416,0.501751,
1.50228,21.3014,0.501462,
1.50228,21.4612,0.501182,
1.50228,21.621,0.500911,
1.50228,21.7808,0.50065,
1.50228,21.9406,0.500397,
1.50228,22.1005,0.500153,
1.50228,22.2603,0.499918,
1.50228,22.4201,0.499692,
1.50228,22.5799,0.499474,
1.50228,22.7397,0.499266,
1.50228,22.8995,0.499066,
1.50228,23.0594,0.498875,
1.50228,23.2192,0.498693,
1.50228,23.379,0.49852,
1.50228,23.5388,0.498355,
1.50228,23.6986,0.498199,
1.50228,23.8584,0.498052,
1.50228,24.0183,0.497914,
1.50228,24.1781,0.497784,
1.50228,24.3379,0.497663,
1.50228,24.4977,0.497551,
1.50228,24.6575,0.497448,
1.50228,24.8174,0.497354,
1.50228,24.9772,0.497268,
1.50228,25.137,0.497191,
1.50228,25.2968,0.497123,
1.50228,25.4566,0.497064,
1.50228,25.6164,0.497014,
1.50228,25.7763,0.496972,
1.50228,25.9361,0.49694,
1.50228,26.0959,0.496916,
1.50228,26.2557,0.496901,
1.50228,26.4155,0.496895,
1.50228,26.5753,0.496899,
1.50228,26.7352,0.496911,
1.50228,26.895,0.496932,
1.50228,27.0548,0.496963,
1.50228,27.2146,0.497002,
1.50228,27.3744,0.497051,
1.50228,27.5342,0.497108,
1.50228,27.6941,0.497176,
1.50228,27.8539,0.497252,
1.50228,28.0137,0.497337,
1.50228,28.1735,0.497432,
1.50228,28.3333,0.497536,
1.50228,28.4932,0.49765,
1.50228,28.653,0.497773,
1.50228,28.8128,0.497906,
1.50228,28.9726,0.498048,
1.50228,29.1324,0.4982,
1.50228,29.2922,0.498361,
1.50228,29.4521,0.498532,
1.50228,29.6119,0.498713,
1.50228,29.7717,0.498903,
1.50228,29.9315,0.499104,
1.50228,30.0913,0.499314,
1.50228,30.2511,0.499534,
1.50228,30.411,0.499765,
1.50228,30.5708,0.500005,
1.50228,30.7306,0.500255,
1.50228,30.8904,0.500516,
1.50228,31.0502,0.500786,
1.50228,31.21,0.501067,
1.50228,31.3699,0.501359,
1.50228,31.5297,0.501661,
1.50228,31.6895,0.501973,
1.50228,31.8493,0.502295,
1.50228,32.0091,0.502629,
1.50228,32.1689,0.502973,
1.50228,32.3288,0.503327,
1.50228,32.4886,0.503693,
1.50228,32.6484,0.504069,
1.50228,32.8082,0.504456,
1.50228,32.968,0.504855,
1.50228,33.1279,0.505264,
1.50228,33.2877,0.505684,
1.50228,33.4475,0.506116,
1.50228,33.6073,0.506559,
1.50228,33.7671,0.507013,
1.50228,33.9269,0.507478,
1.50228,34.0868,0.507955,
1.50228,34.2466,0.508444,
1.50228,34.4064,0.508944,
1.50228,34.5662,0.509456,
1.50228,34.726,0.50998,
1.50228,34.8858,0.510515,
1.50228,35.0457,0.511063,
1.50228,35.2055,0.511622,
1.50228,35.3653,0.512194,
1.50228,35.5251,0.512778,
1.50228,35.6849,0.513374,
1.50228,35.8447,0.513982,
1.50228,36.0046,0.514603,
1.50228,36.1644,0.515237,
1.50228,36.3242,0.515883,
1.50228,36.484,0.516541,
1.50228,36.6438,0.517213,
1.50228,36.8037,0.517897,
1.50228,36.9635,0.518594,
1.50228,37.1233,0.519304,
1.50228,37.2831,0.520027,
1.50228,37.4429,0.520764,
1.50228,37.6027,0.521514,
1.50228,37.7626,0.522277,
1.50228,37.9224,0.523053,
1.50228,38.0822,0.523843,
1.50228,38.242,0.524647,
1.50228,38.4018,0.525465,
